GeneSymbol	Endothelial	CAFs	PVL	B_cells	T_cells	Myeloid	Normal_Epithelial	Cancer_Epithelial
INO80C	161.74402669112	1	1	1	1	1	1	1
INPP1	271.244889894459	1	1	1	1	1	194.31054999121	1
INPP4B	1	1	275.328862801501	1	364.425346926608	1	1	1
INPP5D	1	1	1	1	1	130.153703576164	1	1
INSR	757.029050479847	1	1	1	1	1	1	1
INTS10	1	1	1	1	1	1	1	155.194556295797
IPO11	349.482112017904	1	1	1	1	1	1	1
IQCG	1	1	1	1	1	1	236.852000333999	1
IQGAP2	1	1	1	1	261.673655073252	159.335566047938	1	1
IRAK3	1	1	1	1	1	134.366685194445	1	1
IRF2BPL	1	1	1	1	1	1	138.335421018795	1
IRF3	1	1	1	106.077083574188	222.940342268236	1	1	1
IRF4	1	1	1	113.607034324864	1	1	1	1
IRF5	1	1	1	1	1	94.6257314849006	1	1
IRF6	1	1	1	1	1	1	286.45894415214	190.440703903108
IRF8	1	1	1	340.957479460307	1	552.085475164022	1	1
IRX2	1	1	1	1	1	1	167.831389455993	1
IRX3	1	1	1	1	1	1	177.287157956561	257.903649920489
ISCA2	1	1	1	1	1	105.358562965943	1	167.887149667468
ISG20	1	1	1	1086.71518698291	1929.04345349351	451.861775503823	266.054759530389	316.737613231725
ISG20L2	1	1	1	1	309.933278378173	109.527314289692	129.03062788685	151.327886565018
ISLR	1	1675.88537204962	249.063678178499	1	1	1	1	1
ISOC1	1	1	1	1	1	1	1	302.258383250893
ISYNA1	1	1	763.967040138794	1	1	1	236.127098118238	203.039853452071
ITGA1	180.859291982457	174.788587362467	476.463365405661	1	1	1	1	1
ITGA11	1	139.60336769591	1	1	1	1	1	1
ITGA2	1	1	1	1	1	1	247.410377860424	1
ITGA4	1	1	1	1	504.208690925066	164.999844548564	1	1
ITGA5	408.148989897392	1	1	1	1	1	1	1
ITGA6	638.272227273614	1	1	1	1	1	129.30576626144	1
ITGA7	1	1	214.381494586722	1	1	1	1	1
ITGAM	1	1	1	1	1	142.9642835634	1	1
ITGAX	1	1	1	1	1	250.839890473468	1	1
ITGB2	1	1	1	1	894.482823396735	1229.41061825017	1	1
ITGB4	233.096674123088	1	1	1	1	1	135.101767931349	1
ITGB5	1	269.82252436187	1	1	1	1	1	1
ITGB6	1	1	1	1	1	1	276.465201287651	1
ITGB7	1	1	1	1	213.036564660369	1	1	1
ITGBL1	1	222.997461081692	1	1	1	1	1	1
ITIH5	1	1	177.264782940357	1	1	1	1	1
ITK	1	1	1	1	638.391491984666	1	1	1
ITM2C	1	489.6598061806	435.215913777941	872.919027437719	375.370233783157	304.311648185966	1	1
ITPR2	1	1	1	1	1	181.653294630634	209.020048550453	1
ITPRIP	199.811468572157	1	1	1	1	1	1	1
ITSN2	271.144079318735	1	1	234.522497916526	365.599932482469	187.847705192068	120.992589294074	1
IVNS1ABP	474.512854188409	1	1	1	674.074176105817	424.815350635668	253.076859239581	166.32221753181
JAG1	432.61454947493	1	711.12068836847	1	1	1	151.733630524693	1
JAG2	284.252686042649	1	1	1	1	1	1	1
JAGN1	1	120.395486702701	1	1	1	1	223.586579139954	244.087027150739
JAK3	1	1	1	1	219.493013157601	1	1	1
JAM2	736.96325252218	205.103685542607	1	1	1	1	1	1
JAML	1	1	1	1	261.812020339902	319.8069588461	1	1
JARID2	1	1	1	1	1	135.336456572885	1	1
JCHAIN	1	1	1	11620.9564811336	1	809.171718983992	1	1
JMJD4	1	1	1	1	1	1	1	178.407783925493
JMJD6	1	1	165.214659904511	1	389.13921028904	132.725590098648	180.630231284715	1
JOSD1	1	1	1	1	1	177.951732883943	1	1
JSRP1	1	1	1	261.677520237171	1	1	1	1
JUP	202.537422347985	1	1	1	1	1	422.78430634257	229.579833990265
KANK2	1	187.403850559353	348.605746688886	1	1	1	1	1
KANK3	304.455680985744	1	1	1	1	1	1	1
KAT8	1	1	1	1	1	1	149.03162560801	1
KBTBD2	238.92120888442	1	1	1	1	1	1	1
KCNAB1	1	1	181.453392558808	1	1	1	1	1
KCNAB2	1	1	1	1	1	119.738949512955	1	1
KCNE4	1	1	348.801727540606	1	1	1	1	1
KCNJ8	1	1	503.397175239168	1	1	1	1	1
KCNMA1	1	1	1	1	1	113.535087223729	1	1
KCNMB1	1	1	320.73823578983	1	1	1	194.66698354009	1
KCNN4	1	1	1	1	1	1	135.392948181232	1
KCNS3	1	1	184.7138490128	1	1	1	1	1
KCTD1	1	1	1	1	1	1	156.96203161269	1
KCTD12	699.551665306396	124.344586021577	1	1	1	413.246805707654	1	1
KCTD20	1	1	1	1	1	115.964455189666	1	1
KDELR3	1	287.453223600681	1	1	1	1	1	197.463070885046
KDM2A	1	1	1	1	240.518857161702	1	1	1
KDM5A	1	107.05463218181	1	1	245.374117997878	150.598567465437	1	1
KDM6B	213.15701973973	1	1	206.80632683194	407.805990990911	520.146573446333	166.94057032171	1
KDR	339.53532278893	1	1	1	1	1	1	1
KIAA0040	1	1	247.088861411243	1	1	1	197.380341981492	1
KIAA0101	1	1	1	1	1	1	1	385.807103361194
KIAA0125	1	1	1	293.339818103416	1	1	1	1
KIAA0355	265.069245917484	1	1	1	1	1	1	1
KIAA0930	1	164.110884375473	1	1	1	108.115830376705	1	1
KIAA1033	1	1	183.095054540172	1	1	161.533991177256	1	1
KIAA1191	1	1	1	1	1	1	260.99374191926	1
KIAA1217	1	188.20070677447	1	1	1	1	203.002737536726	1
KIAA1324	1	1	1	1	1	1	237.723773260386	1
KIAA1462	194.210709880524	1	1	1	1	1	1	1
KIAA1551	1	1	1	238.105201136124	810.470304950539	168.480203350198	1	1
KIDINS220	1	117.819847598773	1	1	1	1	1	1
KIF22	1	1	1	1	1	1	1	265.295722298891
KIF2A	1	1	1	1	317.560722503468	1	1	1
KIFAP3	1	159.023251632149	1	1	1	1	1	1
KIFC3	214.651733526483	1	1	1	1	1	1	1
KLC1	180.936298660651	1	169.073049081792	1	1	1	1	1
KLF13	1	1	1	112.954523660683	1	1	1	1
KLF3	218.790052544476	1	1	1	1	172.473338323978	1	1
KLF5	1	1	1	1	1	1	466.206396532204	1
KLF7	215.790235505386	1	1	1	1	1	1	1
KLF9	285.106861530555	236.115947771403	416.668479515809	1	1	1	1	1
KLHDC8B	1	1	142.946193603504	1	1	1	1	1
KLHL23	1	1	241.908369476765	1	1	1	1	1
KLRB1	1	1	1	1	2081.84136841966	1	1	1
KLRD1	1	1	1	1	866.293066094089	1	1	1
KMT2A	134.467210641145	136.363294768812	1	1	252.571756915174	1	1	1
KNOP1	1	1	183.619517063017	1	1	1	1	229.927662732948
KPNA4	1	1	1	1	1	115.392065282268	1	1
KRIT1	1	119.174312861016	1	1	1	1	1	1
KRT14	1	1	1	1	1	1	6951.68580856731	1
KRT15	1	1	1	1	1	1	2581.83074599746	474.474707935246
KRT16	1	1	1	1	1	1	483.580334724191	682.607891333552
KRT17	1	1	1	1	1	1	9605.50507435179	3450.07634316371
KRT18	1	1	1	1	1	1	4052.17525421364	4219.2573429464
KRT19	1	1	306.772311374098	1	1	1	4696.56742740443	5282.77643120188
KRT23	1	1	1	1	1	1	454.579888915233	1
KRT5	1	1	1	1	1	1	1365.58735737734	304.836056074564
KRT6B	1	1	1	1	1	1	408.883570629609	276.358620845781
KRT7	1	1	1	1	1	1	3355.18713680752	4542.0054103632
KRT8	1	1	1	1	1	1	3087.82945998695	2611.13621024762
KRT81	1	1	1	1	1	1	1	1909.95811189145
KRTCAP3	1	1	1	1	1	1	356.803129070449	330.139474904426
KYNU	1	1	1	1	1	199.693043539433	1	274.809772607375
LACTB	1	1	1	1	1	179.240398954882	1	1
LAD1	1	1	1	1	1	1	1	232.130291516578
LAG3	1	1	1	1	407.340545399129	1	1	1
LAIR1	1	1	1	1	1	350.366001378489	1	1
LAMA2	1	278.461018051696	1	1	1	1	1	1
LAMA4	434.978150953643	441.171702092911	502.851911405262	1	1	1	1	1
LAMA5	252.247452460904	1	1	1	1	1	1	1
LAMB1	277.487403916579	376.981416364022	1	1	1	1	1	1
LAMB2	289.716611629126	249.485413325115	295.961245934561	1	1	1	1	1
LAMB3	1	1	1	1	1	1	258.999417679606	1
LAMC1	265.669923882061	251.965409851293	338.125292313627	1	1	1	1	1
LAMP5	1	167.531747712922	1	1	1	1	1	1
LAPTM4B	204.605805530562	1	1	1	1	1	1	177.442433601959
LAPTM5	1	1	1	1445.17835390272	2442.65309501049	2994.85862746915	1	1
LARP1	1	1	1	1	1	104.477384293447	1	1
LAT	1	1	1	1	844.901959441266	1	1	1
LAT2	1	1	1	1	1	233.318527337595	1	1
LAX1	1	1	1	70.2638315896093	1	1	1	1
LBR	152.712073019994	1	1	1	226.528487864341	1	1	1
LCK	1	1	1	1	1207.78582350148	1	1	1
LCN2	1	1	1	1	1	1	369.321685950085	1
LCP1	1	1	1	1	1116.9194723692	825.023417632619	1	1
LCP2	1	1	1	1	602.639221654152	441.340621082338	1	1
LDB2	660.630831580518	233.043034364451	1	1	1	1	1	1
LDLR	210.766937656639	1	1	1	1	1	263.889051264664	1
LDLRAD4	1	1	1	1	622.88990014313	258.756637272652	1	1
LEF1	1	1	1	1	323.027178517892	1	1	1
LETMD1	1	128.645188478711	1	1	1	1	249.94849063573	185.952268474501
LGALS2	1	1	1	1	1	562.311895887525	1	1
LGALS8	131.586160365629	1	1	1	1	1	1	1
LGALS9	326.656246294665	1	1	1	1	408.781875104123	1	1
LGI4	1	1	530.645160931366	1	1	1	1	1
LHFP	329.73299491618	1091.14152634136	2473.60343285056	1	1	1	1	1
LHFPL2	1	180.637445196438	1	1	1	127.332518066107	1	1
LIFR	368.154085364715	1	1	1	1	1	1	1
LILRA2	1	1	1	1	1	120.668116561586	1	1
LILRA5	1	1	1	1	1	157.303454410175	1	1
LILRB1	1	1	1	1	1	222.227556040541	1	1
LILRB2	1	1	1	1	1	320.577621997662	1	1
LILRB3	1	1	1	1	1	161.95165257824	1	1
LILRB4	1	1	1	1	1	549.924132978199	1	1
LIMCH1	181.774170101715	1	1	1	1	1	140.523617099889	1
LIMD2	1	1	1	684.791980024583	1494.33693928568	429.930699812639	1	1
LIME1	1	1	1	72.5299165560288	1	1	1	1
LIMS2	502.086936334157	1	1	1	1	1	1	1
LINC.PINT	1	1	1	276.049471653602	1291.90502970689	151.83038777244	1	1
LINC00665	1	1	1	1	1	1	1	211.270299711281
LINC00861	1	1	1	1	319.971731289691	1	1	1
LINC00936	1	1	1	1	1	365.093446140772	1	1
LINC00969	1	155.517448546418	1	1	1	1	1	1
LINC01116	133.256860471681	166.785763732887	1	1	1	1	1	1
LINC01197	1	1	133.169309983461	1	1	1	1	1
LINC01272	1	1	1	1	1	533.733435240137	1	1
LINC01315	1	1	1	1	1	1	1	212.85490436063
LIPA	274.205431619541	137.539762003936	1	1	1	444.305803595605	1	1
LIX1L	1	1	173.03790796391	1	1	1	1	1
LLNLR.245B6.1	1	1	1	1	1	1	1	165.626335628263
LMCD1	971.583398775298	224.396486490447	292.74379428139	1	1	1	1	1
LMF2	138.218080599597	144.383688768942	1	1	1	1	1	1
LMO2	219.784723486739	1	1	1	1	1	1	1
LMOD1	1	1	590.547154535672	1	1	1	1	1
LMTK3	1	1	1	1	1	1	1	210.017383710462
LNPEP	1	1	1	1	257.409365175882	1	1	1
LOX	1	224.164484658525	1	1	1	1	1	1
LOXL1	1	355.798841037683	1	1	1	1	1	1
LOXL2	1	237.435534512422	1	1	1	1	1	1
LPAR1	1	125.841632499916	1	1	1	1	1	1
LPAR6	784.91216731002	1	1	1	1	220.687969374748	1	1
LPCAT2	207.115770559798	1	1	1	1	155.219898153739	1	1
LPCAT3	1	1	1	1	1	1	135.549054699873	1
LPCAT4	234.677544997872	1	1	1	1	1	1	1
LPGAT1	1	1	1	1	1	97.568772016171	1	1
LPIN1	1	1	1	1	287.640367041515	1	1	1
LPIN2	1	1	1	1	336.638858584486	104.434454774808	1	1
LPP	267.534029493379	299.242313673795	860.402146645258	1	1	119.299467216423	316.097935104871	1
LPXN	1	1	1	1	450.948061326271	191.567962542457	1	1
LRP1	1	941.443003900007	1	1	1	239.1083788689	1	1
LRRC15	1	142.948431316595	1	1	1	1	1	1
LRRC17	1	274.40825973456	1	1	1	1	1	1
LRRC25	1	1	1	1	1	184.458192378525	1	1
LRRC26	1	1	1	1	1	1	1	198.864874929845
LRRC32	166.674919648975	120.043949129229	297.04743627281	1	1	1	1	1
LRRC42	1	1	1	1	1	1	1	161.223649406539
LRRC47	1	1	1	1	1	1	1	152.896490599271
LRRC8A	160.663777550781	1	1	1	1	1	1	1
LSM10	1	138.061515267581	1	192.980808852093	211.586730094126	256.272148506202	1	274.48514266923
LSP1	1	691.580929774938	1	463.545173240027	1535.258368313	928.359875098831	1	1
LST1	1	1	1	1	1	1616.81974112854	1	1
LTB	1	1	1	1004.9783339056	2698.88381669199	421.297021989007	1	1
LTBP1	1	1	235.969990752921	1	1	1	1	1
LTBP2	1	177.213339834052	1	1	1	1	231.2005052702	1
LTBP4	278.681670017029	284.373764614112	1	1	1	1	1	1
LTC4S	258.399753643325	1	1	1	1	132.307410504571	1	1
LTF	1	1	1	1	1	1	2875.26442034437	1
LUM	1	16482.8885453226	508.926449351304	1	1	1	1	1
LURAP1L	1	1	260.902745262207	1	1	1	1	1
LUZP1	400.933605700078	147.128398419073	1	1	1	1	1	1
LXN	202.914050504255	301.146005453485	1	1	1	1	1	1
LY86	1	1	1	1	1	363.183939637145	1	1
LY9	1	1	1	310.197293044343	1	1	1	1
LY96	256.859025777725	259.506919411533	1	122.731617779017	1	620.992508827737	1	1
LYAR	1	1	1	1	533.479074072746	1	129.652984836778	1
LYN	1	1	1	1	1	418.71399695331	1	1
LYPD3	1	1	1	1	1	1	214.864184408787	1
LYPLAL1	1	1	1	1	1	1	1	209.314569439318
LYRM1	1	1	1	1	1	1	161.316164847613	190.855906499427
LYRM4	150.735146892395	1	1	1	1	1	1	211.094373205906
LYST	203.259958364379	1	1	1	392.557432160148	132.661161994404	1	1
LYZ	1	1	1	1	1	9256.15159069847	1	1
LZIC	1	1	1	1	1	1	1	157.232989252001
MACROD1	1	1	1	1	1	1	127.339086646897	166.228809581807
MAF	1	205.712501710172	1	1	309.150931179388	220.418525448073	1	1
MAGI1	246.573759099629	1	1	1	1	1	1	1
MAL2	1	1	1	1	1	1	167.031195031589	402.364800152889
MALL	565.620613550168	1	1	1	1	1	1	1
MAML2	1	118.093025512427	1	1	1	1	157.373013149197	1
MAN1A1	1	148.12123966302	1	1	1	1	1	1
MAN1A2	149.49702584716	114.073456694614	1	110.97076051195	1	1	1	1
MAN1B1	1	124.99814150276	1	1	1	1	1	1
MAN2A1	1	1	1	1	1	94.2132085402954	1	1
MAN2B1	1	1	1	1	1	211.235215361121	1	1
MANBA	1	1	1	1	1	176.151620361724	1	1
MANSC1	174.41957153652	1	1	1	1	1	1	1
MAP1A	1	206.993283708052	167.024630160928	1	1	1	1	1
MAP1B	233.105090652772	304.145689538653	1165.3411504486	1	1	1	1	1
MAP2K1	1	1	166.151674102117	1	1	149.610312456737	1	1
MAP3K11	398.787517668808	1	1	1	1	124.884634703237	1	1
MAP3K2	1	117.105299859479	1	1	249.547063418699	245.96276125322	1	1
MAP3K7CL	1	1	1094.59772204971	1	1	1	1	1
MAP3K8	339.031246497825	1	1	219.889935960489	396.539810367525	490.952499246711	248.15930505204	1
MAP4K4	208.123249872199	184.930627450627	1	1	1	1	1	1
MAP4K5	1	177.065702953952	1	1	1	1	1	1
MAP7	1	1	1	1	1	1	1	163.526449187435
MAP7D1	1	1	171.482237157931	1	1	97.6894067746135	1	1
MAPK1	1	1	1	1	1	112.341155938132	1	1
MAPK3	283.694328633996	1	1	1	1	1	1	1
MAPKAPK2	1	1	1	1	1	128.637998338832	1	1
MAPKAPK3	1	1	1	1	1	139.385386795733	1	1
MAPRE2	1	1	323.153404160101	1	553.387594323424	123.84027751126	1	1
MARCH1	1	1	1	261.68131022119	1	282.667095763657	1	1
MARCH5	127.545127346234	1	1	1	1	1	224.771594738557	220.823391502375
MARCH7	153.960771238058	1	1	1	1	1	121.966481555255	1
MARCO	1	1	1	1	1	191.151703634295	1	464.280747666511
MAST4	359.941043924478	1	1	1	1	1	151.834760871406	1
MATK	1	1	1	1	243.169116361461	1	1	1
MATN2	180.99739002109	1	1	1	1	1	1	1
MAZ	1	1	1	1	1	1	1	196.39644074576
MBD2	1	1	1	1	1	107.961922957786	1	1
MBD4	1	107.402612198995	1	173.898823625323	1	99.3379001755646	1	194.665689456065
MBNL2	239.512837955202	128.5689698081	1	98.9394216091695	1	1	176.313924587775	1
MBP	1	1	1	1	506.848380920452	205.441591497884	1	1
MBTPS1	1	143.661902429089	1	1	1	1	156.530821445183	1
MCAM	409.802726464902	1	1254.09734032708	1	1	1	1	1
MCM7	1	1	1	1	1	1	1	374.337925680747
MCOLN1	1	1	1	1	1	180.990578903633	1	1
MCTP1	672.42697177797	1	1	1	1	116.263865802572	1	1
MDFI	1	1	1	1	1	1	145.458407150033	1
ME2	1	1	1	1	1	165.949480127569	1	1
MECOM	329.998485606275	1	1	1	1	1	1	1
MED13L	1	1	1	1	1	111.371847219353	1	1
MED19	168.441215590564	122.370431962129	1	1	1	1	223.110625125879	1
MED8	1	131.254606573905	1	1	1	1	1	287.34858968522
MEF2A	286.001492771048	1	1	1	1	229.553699431712	1	1
MEF2C	775.180406006173	1	1251.08946908941	541.714496484314	1	375.008182777359	1	1
MEF2D	1	1	141.615294505235	1	1	1	1	1
MEG3	1	1682.77143705515	1	1	1	1	1	1
MEI1	1	1	1	128.879636051352	1	1	1	1
MEIS2	1	230.750628075621	147.565320667288	1	1	1	1	1
MEOX1	200.584671566724	1	1	1	1	1	1	1
MEOX2	207.814837709306	1	1	1	1	1	1	1
MERTK	1	1	1	1	1	113.585724620672	1	1
MESDC1	182.069005658184	1	1	1	1	1	1	1
MESP1	1	1	1	1	1	1	1	179.675025738326
MEST	1	1	1	1	1	1	265.683380878234	304.63928440922
MET	207.231802541931	1	1	1	1	1	1	1
METRNL	1	1	1	1	1	229.352007897634	1	1
METTL23	1	1	1	1	1	1	1	233.864598715079
METTL7A	1	138.458329981871	1	1	1	96.3938803078879	1	1
MFAP2	1	1455.65125196538	1	1	1	1	1	1
MFAP4	1	1673.64627362165	1	1	1	1	1	1
MFAP5	1	534.578001451623	1	1	1	1	1	1
MFGE8	1	781.829129746201	2426.7649179976	1	1	1	1260.77125087933	1
MFNG	224.06372114367	1	1	1	1	1	1	1
MFSD12	1	1	1	1	1	103.659804722145	1	1
MFSD14A	143.628879521879	1	1	1	247.630234233559	1	123.45197434622	1
MGAT4A	213.959640836506	1	1	1	413.502727573912	261.484622372563	1	1
MGLL	567.380756920915	1	489.053252021471	1	1	163.24006435439	1	1
MGST1	1	1	1	1	1	1	1234.61977658298	3912.96709966083
MIA3	1	134.176101531529	1	1	1	1	1	1
MICU1	1	124.321567411368	1	1	1	1	1	1
MICU2	1	1	1	1	1	1	110.299145970147	1
MIF4GD	1	1	1	1	1	170.32813956692	1	1
MIIP	1	1	1	1	1	137.285426688455	1	1
MILR1	1	1	1	1	1	112.388785719317	1	1
MIR155HG	1	1	1	190.636631219162	312.626120291326	204.090269531157	1	1
MIR99AHG	1	256.851175022974	1	1	1	1	1	1
MIS18BP1	181.528860592804	192.080240824221	1	150.232241285006	1	210.960598507314	1	1
MITF	1	183.11199648748	1	1	1	1	1	1
MKL2	245.695123154932	1	1	1	1	1	1	1
MKNK1	1	1	1	1	1	134.824932893979	1	1
MKNK2	180.433772310729	1	1	1	1	173.359236253296	1	1
MLF1	1	158.164910975294	180.787387768086	1	1	1	666.284893592539	276.472785807508
MLLT4	215.899578399305	1	1	1	1	1	1	1
MLPH	1	1	1	1	1	1	224.136815200198	306.591825601343
MLST8	1	1	1	1	1	1	1	339.410185313453
MLX	1	1	1	1	1	143.271199079168	1	182.391981266099
MMAB	1	1	1	1	1	1	1	186.022377779862
MMP11	1	3742.74967837103	1	1	1	1	1	1
MMP14	180.960743437489	902.85157150168	195.052678683157	1	1	135.748533867947	1	1
MMP16	1	141.61667969175	1	1	1	1	1	1
MMP19	1	243.10175429322	1	1	1	424.626610733106	1	1
MMP2	501.399688415092	2122.28660913946	1	1	1	1	1	1
MMP23B	1	150.54694624278	1	1	1	1	1	1
MMP28	197.25727580016	1	1	1	1	1	1	1
MMP7	1	1	1	1	1	1	2037.40941844376	1
MMP9	1	1	1	1	1	374.581469766125	1	1
MMRN2	656.181935009301	1	1	1	1	1	1	1
MNAT1	1	1	1	1	1	1	137.979484636249	1
MNDA	1	1	1	1	1	757.747631192689	1	1
MOB2	337.797268578821	1	324.692356386564	1	1	1	1	1
MOB3A	1	1	1	1	1	113.694477677485	1	1
MOB4	147.941162199612	1	163.813008874697	1	413.131360432167	1	1	164.48294193159
MOCS1	1	1	179.86766555602	1	1	1	1	1
MORN2	1	1	1	1	1	1	125.474370475329	331.45192706443
MOSPD3	1	1	1	1	1	1	1	182.682302980983
MPDU1	1	1	1	1	1	100.442709013457	1	1
MPEG1	1	1	1	1	1	357.39930292587	1	1
MPHOSPH10	1	1	1	1	1	1	1	242.454334766054
MPHOSPH6	1	1	1	1	1	1	178.70150021821	228.847030263497
MPRIP	153.47939389458	1	257.759899154898	1	1	1	1	1
MPST	1	1	1	1	1	1	220.827551070626	341.738524061777
MPZL2	219.385860905591	1	1	1	1	1	204.289211576458	1
MRC1	1	1	1	1	1	363.763950803542	1	1
MRC2	1	408.027547406791	1	1	1	1	1	1
MRFAP1L1	1	112.086221964441	1	1	254.484248101038	1	134.906560220772	1
MRGPRF	1	1	320.162644385535	1	1	1	1	1
MRTO4	1	1	1	1	1	1	172.013370688787	202.968293171725
MRVI1	1	1	276.166601049139	1	1	1	1	1
MS4A1	1	1	1	1429.59128588636	1	1	1	1
MS4A4A	1	1	1	1	1	537.520619346618	1	1
MS4A6A	1	1	1	1	1	2581.0004090875	1	1
MS4A7	1	1	1	1	1	1506.88712578006	1	1
MSMO1	1	1	1	1	1	1	1	190.973999419338
MSR1	1	1	1	1	1	411.016748361881	1	1
MSRB1	1	1	1	1	1	1	1	193.654522409683
MSRB2	1	1	211.70949850745	1	1	1	1	1
MSRB3	185.3029686482	189.940223982169	470.336661925886	1	1	1	141.075280182981	1
MT1A	1	1	858.612694520037	1	1	1	1	1
MT1E	1	673.70764367504	1740.41626169499	1	1	1	2282.1287191412	459.161835255315
MT1F	1	1	1	1	1	1	204.066594966448	1
MT1G	1	1	1	1	1	1	368.502183728491	1
MT1M	1	304.944611254317	1452.88114816748	1	1	1	381.726476444484	1
MTA1	1	1	1	1	1	1	1	226.106835828595
MTHFD2L	1	1	1	1	1	1	198.128262552007	1
MTMR14	1	1	1	1	1	141.793059163621	1	1
MTRNR2L8	302.423966469995	274.88412830547	399.362257268063	1	1	172.426032632386	1	1
MTSS1	1	1	1	1	1	131.538439937958	1	1
MTUS1	720.72881134133	226.747842688052	183.355382990713	1	1	1	1	1
MUCL1	1	1	1	150.784843426884	1	1	7119.72391422109	15539.8894684441
MUM1	1	119.41684619407	1	1	1	1	1	1
MX1	408.639760699218	174.543376878285	1	300.854623772684	500.664510469095	447.602042656224	231.903840606399	1
MX2	1	141.135334925289	1	1	265.175186562087	246.416087142364	1	1
MXD1	1	1	1	1	1	395.304275879469	1	1
MXRA7	1	130.71768045942	1	1	1	1	1	1
MXRA8	1	1780.84503707783	436.95220100501	1	1	1	347.266131656725	1
MYC	739.640550155775	617.050622457232	1989.99097068334	1	1	1	3035.1019686693	892.047351351594
MYCBP2	222.899764504641	223.223407124118	210.930707448723	262.780577655009	424.757813514581	183.918892568222	1	1
MYCT1	476.993050843711	1	1	1	1	1	1	1
MYD88	1	1	1	1	1	180.410486750652	1	1
MYH10	1	125.483581118282	1	1	1	1	1	1
MYH11	1	1	1016.47781758681	1	1	1	284.846737791932	1
MYL9	454.668091378033	1895.37876316232	10112.2003207721	1	1	1	2502.59916998673	410.313992162115
MYLK	142.772041738134	1	1512.26058988756	1	1	1	1742.70643834991	1
MYO10	188.087410874271	1	1	1	1	1	1	1
MYO1B	194.370990492479	143.478860644436	560.128553958468	1	1	1	1	1
MYO1C	205.712643040855	136.6351917281	236.885176460874	1	1	1	1	1
MYO1E	225.720282608068	1	1	1	1	1	1	1
MYO1F	1	1	1	1	260.809008703104	237.835176769236	1	1
MYO1G	1	1	1	1	212.097059731575	113.313842901545	1	1
MYO6	171.384693357146	1	1	1	1	1	308.969907472978	248.315382214002
MYO9B	1	1	1	1	1	173.934039324588	1	1
MZB1	1	1	1	2195.43866296354	1	1	1	1
N4BP2L1	1	1	1	1	1	132.445933595776	162.978798166454	1
NAA50	1	1	1	1	301.407071123644	136.425870840578	190.127163848679	372.795191774908
NAAA	1	1	1	1	1	212.885988113589	1	1
NABP1	1	1	1	1	374.152287201283	383.958524231872	1	1
NABP2	1	1	1	1	1	1	1	300.238220794574
NADK	1	1	1	1	1	111.382290101292	1	1
NAE1	1	1	1	1	1	1	201.863916450855	264.9830714297
NAGA	1	1	1	1	1	178.156876326753	1	1
NAIP	1	1	1	1	1	334.419631138217	1	1
NAPRT	172.032769866362	1	1	1	1	110.975587705775	1	1
NBL1	1	596.156947434223	230.314504930239	1	1	1	1	1
NBN	1	1	1	1	1	136.025183234263	1	226.097496911167
NBPF14	1	135.117970601427	1	1	1	108.384954085018	1	1
NCF1	1	1	1	410.693962066469	268.489541564112	478.357340384189	1	1
NCF2	1	1	1	1	1	385.582013374936	1	1
NCF4	1	1	1	161.80817317777	1	286.77260250061	1	1
NCKAP1	252.449427659168	110.050165454077	151.981882271037	1	1	1	1	1
NCKAP1L	1	1	1	1	1	204.612298493865	1	1
NCOA3	1	1	1	164.017883298833	1	1	1	1
NCOA7	517.372718913456	213.818568316581	200.732113653087	1	1	1	621.24237988089	1
NCOR2	1	135.494850204063	1	1	1	90.2040452468682	1	1
NDEL1	1	1	1	1	1	103.04392960844	143.42054510828	1
NDFIP2	1	1	1	1	1	1	128.381377331341	1
NDN	1	197.859143307525	328.522479395223	1	1	1	1	1
NDRG1	708.627781211496	199.357031842369	1	1	1	132.929406601449	1	1
NDRG2	1	227.916710171276	615.10739048699	1	1	1	998.397532764259	1
NDUFA4L2	1	1	4989.16771558269	1	1	1	1	1
NDUFA9	1	1	177.610886869861	1	1	1	1	170.690610719142
NDUFAF2	1	1	1	1	1	1	1	187.715907875362
NDUFAF6	1	1	1	1	1	1	1	241.917977828943
NECAP2	255.650200203063	125.458193246009	1	1	265.480551365926	207.207438064539	1	1
NEDD4L	1	1	1	1	1	1	239.564974563668	1
NEDD9	749.234192334905	1	1	1	276.360440669343	1	332.708726559488	1
NEK6	1	1	1	1	1	133.201669193234	1	1
NELFCD	1	1	1	1	1	1	247.168909125418	334.937756618208
NES	248.080214817305	1	1	1	1	1	1	1
NET1	1	167.549247104738	690.622695128893	1	1	1	205.960670153669	257.593456531873
NEURL1B	1	1	221.871768786837	1	1	1	1	1
NEXN	1	126.696707377004	280.086854603155	1	1	1	1	1
NFASC	1	1	162.875655746843	1	1	1	1	1
NFATC2	1	1	1	1	375.335229469123	1	1	1
NFE2L1	197.213450507068	1	1	1	1	1	1	1
NFIL3	1	1	1	1	1	119.545483313506	1	1
NFIX	1	154.764635353335	1	1	1	1	1	1
NFKB1	1	1	1	1	1	227.671159440378	1	1
NFKB2	1	1	1	125.605151589859	250.598734338866	136.416655021779	1	1
NFKBID	1	1	1	358.894759205074	351.023237356341	268.256175296695	1	1
NFKBIE	1	1	1	1	1	111.372805998135	1	1
NFYB	1	1	1	1	1	1	206.09518486917	1
NGDN	166.380012787082	1	154.582461242557	1	294.088815490245	1	180.653524582067	1
NGF	1	1	244.505300082886	1	1	1	1	1
