GeneSymbol	Endothelial	CAFs	PVL	B_cells	T_cells	Myeloid	Normal_Epithelial	Cancer_Epithelial
CDK12	1	1	1	1	1	96.9079505970427	1	1
CDK17	204.183923851388	1	1	1	304.923017991283	1	1	1
CDKN1B	1	1	232.176021360026	174.730934967076	728.314426900835	131.691567129338	1	173.251986017805
CDKN2A	1	193.211484934993	1	1	1	1	1	772.834673216454
CDKN2AIP	1	1	1	1	271.566448127097	1	241.811492700202	1
CDKN2C	1	209.861698857781	1	1	1	1	1	1
CDS2	1	1	155.878393630966	1	1	1	1	1
CDV3	1	1	1	1	1	149.608037427133	1	1
CECR1	1	1	1	67.6708553973413	1	336.447923550692	1	1
CECR5	1	1	1	1	1	1	1	147.138792152226
CELF2	1	200.387754233494	1	1	770.461002383785	324.7697289332	1	1
CENPC	139.430801303832	126.222039658469	1	1	373.48304008641	1	1	1
CENPW	1	1	1	1	1	1	1	397.998209169666
CEP170	1	1	1	1	1	177.631759565075	1	1
CEP350	1	1	1	1	1	147.203631858303	1	1
CEP57	135.29569449566	133.987339217396	1	1	239.647910378506	1	1	246.542563628204
CEP68	212.344487460857	1	1	1	1	1	1	1
CERCAM	1	452.040796703864	1	1	1	1	1	1
CERS4	1	1	1	1	1	1	213.103821116195	1
CFD	1	2792.54306484744	1	1	1	844.419299083757	1	273.986714851087
CFH	486.851508766391	809.984939769878	413.047507034807	1	1	1	1	1
CFI	485.123362537727	1	1	1	1	1	1	1
CFL2	1	1	218.535364082178	1	1	1	1	1
CH17.224D4.2	1	1	1	7064.51188960243	1	1	1	1
CHCHD3	1	1	1	1	1	104.579717496852	168.937926255826	360.087637100301
CHCHD7	1	1	1	127.641965250025	364.713973233463	188.972030259484	151.377585944247	221.502693162789
CHD2	1	103.336544114289	1	204.004841769535	788.185110481621	185.621814074572	179.493442527077	1
CHI3L1	1	1	1	1	1	1	954.987423596645	1
CHMP1A	1	1	1	1	1	1	137.733448115685	200.240912001761
CHN1	1	193.339775688421	559.974876268297	1	1	1	1	1
CHP1	1	1	1	1	1	139.878322008626	1	219.764621547169
CHPF	1	370.256730056312	1	121.042007450316	1	1	148.399708643022	1
CHPT1	1	1	1	1	1	1	225.194102895187	240.793852374135
CHRAC1	1	1	1	1	1	1	1	168.351204701733
CHST11	1	1	1	1	1	115.539314896028	1	1
CHST12	226.308770894147	146.867760967626	1	106.417534642353	336.720271556565	1	1	1
CHSY1	167.487637870824	1	1	1	1	1	1	1
CHTF8	1	1	1	1	1	1	161.20991979455	1
CIAO1	1	1	1	1	1	1	1	181.857506332007
CIITA	1	1	1	1	1	124.478075133872	1	1
CILP	1	476.13537409659	1	1	1	1	1	1
CINP	1	1	1	1	1	1	1	163.951151560731
CKAP4	1	219.497216620798	1	1	1	1	1	1
CKB	1	1	224.395235247028	1	1	1	1	839.991359026386
CKLF	190.770039514906	178.416006546882	1	1	774.46130512225	487.067368173005	1	1
CKS1B	1	215.090494990041	1	1	1	1	336.307726317909	897.137227609109
CLASRP	1	1	1	1	1	1	124.438205685629	1
CLDN15	315.563789472804	1	1	1	1	1	1	1
CLDN3	1	1	1	1	1	1	1340.01305129325	905.67289538916
CLDN4	1	1	1	1	1	1	4865.45381453637	1487.79328208385
CLDN5	2693.96720919335	1	1	1	1	1	1	1
CLDN7	1	1	1	1	1	1	705.760622243727	596.75961413833
CLDND1	300.480886659146	177.011058870615	361.078218303295	1	438.138212710082	1	1	1
CLEC10A	1	1	1	1	1	301.656025813957	1	1
CLEC11A	1	785.805217080493	298.865025722816	1	1	1	163.257452999328	1
CLEC12A	1	1	1	1	1	119.211323940348	1	1
CLEC14A	1649.57720272934	1	1	1	1	1	1	1
CLEC2D	1	1	1	1	1064.17246379968	1	1	1
CLEC3B	206.265374382384	1	1	1	1	1	1	1
CLEC4A	1	1	1	1	1	263.385168018922	1	1
CLEC4E	1	1	1	1	1	219.1825834443	1	1
CLEC7A	1	1	1	1	1	552.857677501706	1	1
CLIP1	1	1	1	1	1	106.816355906707	147.965337411532	1
CLMN	1	1	296.163636284973	1	1	1	1	1
CLMP	1	174.383249879837	1	1	1	1	1	1
CLN3	1	1	1	1	1	1	130.642414926254	152.43713868466
CLN8	1	1	1	1	1	174.523005205226	1	1
CLSTN1	1	137.151421513507	1	1	1	1	1	1
CLU	2079.54859383013	489.853083331563	299.417829424322	1	1	1	2983.4564350991	517.649937173275
CMAS	1	1	1	1	1	1	1	394.392056175285
CMC1	1	1	1	1	465.806711185742	131.928042527984	1	175.317206879713
CMIP	282.900698481206	1	1	1	1	125.997241310722	1	1
CMSS1	1	1	1	1	1	1	1	185.130024032599
CMTM3	1	353.943387795316	1	1	266.99418132431	215.374971985351	1	1
CMTM7	1	1	1	101.590451462015	292.245543676528	243.284211491795	353.53906665936	1
CMTM8	162.496063626009	1	1	1	1	1	158.930237292977	1
CNKSR3	219.663156468494	1	1	1	1	1	1	1
CNN1	1	1	435.118221636618	1	1	1	649.704334596193	1
CNN3	1027.27184650852	1015.03541125453	1645.04782016705	1	1	1	739.487211459671	660.41834313629
CNOT6L	194.368155661678	1	1	1	768.217142908202	1	1	1
CNOT8	170.068229083271	1	1	1	1	1	1	1
CNP	1	130.708844059969	140.938519523357	1	1	1	1	1
CNPPD1	1	1	1	1	1	106.645354394577	1	1
CNPY3	174.28220835338	164.601674190628	1	242.277831735274	287.331382481705	590.255497042907	1	172.658755960408
CNPY4	1	115.484241118688	1	1	1	1	1	1
CNRIP1	223.16743372121	155.366165403444	1	1	1	1	1	1
CNTLN	1	110.903657275971	1	1	1	1	1	1
CNTRL	1	1	1	1	250.673972295276	1	1	1
COA1	1	1	1	107.331022022575	1	101.375100924499	147.023434515207	242.105418631812
COA5	1	1	1	1	1	109.013159646572	1	204.867690731291
COA6	1	1	1	1	1	144.655229930031	168.432330833255	459.369904131462
COBLL1	1	1	178.108312208355	148.223014114358	1	1	1	1
COL10A1	1	536.729832905557	1	1	1	1	1	1
COL11A1	1	364.698838259922	1	1	1	1	1	1
COL12A1	1	802.22601151701	1	1	1	1	1	1
COL14A1	1	796.021937774556	601.325545636141	1	1	1	1	1
COL15A1	990.127167193618	564.023107816782	1	1	1	1	1	1
COL16A1	1	306.715185841196	1	1	1	1	1	1
COL18A1	529.692439674171	879.643224158137	2641.14745804739	1	1	1	1	1
COL1A1	1	18911.7079581855	1727.16280823123	1	1	1	1	1
COL1A2	1	15939.61558906	2392.72006031909	1	1	1	1	1
COL3A1	1	14323.4523924607	2019.07318553235	1	1	1	1	1
COL4A1	1520.28752628753	605.801957280246	1317.99155033443	1	1	1	1	1
COL4A2	1536.67569326954	640.376480923349	1709.82281135819	1	1	1	1	1
COL5A1	1	864.11726261835	1	1	1	1	1	1
COL5A2	1	1686.94140599003	473.092052273663	1	1	1	1	1
COL5A3	1	1	235.294662602176	1	1	1	1	1
COL6A1	1	3092.50896674589	836.950066243254	1	1	1	1	1
COL6A2	1	4032.66917831086	1506.41710722675	1	1	1	1	1
COL6A3	1	3072.58459426582	411.865513586959	1	1	1	1	1
COL8A1	1	383.391509994411	1	1	1	1	1	1
COLEC12	1	217.210560223896	1	1	1	1	1	1
COLGALT1	1	1	1	1	1	154.334694997549	1	1
COMMD10	191.84509622826	1	1	1	1	1	1	1
COMMD5	1	119.974383683532	1	1	1	98.6285547674618	1	1
COMMD8	1	1	1	1	227.413925012287	143.494645530534	1	1
COMMD9	1	1	1	1	1	159.438241263107	1	155.759859159241
COMP	1	399.171650709043	1	1	1	1	1	1
COMTD1	1	1	1	1	1	1	1	261.240227409716
COPG1	1	104.208973225843	1	1	1	1	1	219.585513583547
COPS4	1	127.942125506073	1	1	1	1	1	1
CORO1A	1	1	1	747.377981005568	2459.00947116128	744.787546141067	1	1
CORO1C	1	1	1	1	1	206.675216853575	1	1
COX11	1	1	1	1	1	1	129.687474577537	1
COX4I2	1	1	1051.19155533585	1	1	1	1	1
COX7A1	421.888393227698	367.557437232615	665.669922625351	1	1	1	1	1
CPD	162.260285349315	1	1	1	1	1	1	1
CPE	1	808.643028996925	2045.89500781643	1	1	1	162.053416601838	1
CPEB4	1	1	1	1	1	143.11605405548	1	1
CPED1	1	134.640770077302	1	1	1	1	1	1
CPM	1	1	381.587442889811	1	1	183.699556625364	1	1
CPNE1	1	138.818769121529	1	1	1	1	1	172.51041997522
CPNE2	154.210073529992	1	1	1	1	1	1	1
CPNE5	1	1	1	143.530342542893	1	1	1	1
CPNE8	214.515119703143	1	1	1	1	1	1	1
CPPED1	1	1	1	1	1	127.273060070226	1	1
CPQ	1	362.450273596411	262.171453423868	1	1	1	1	1
CPVL	1	1	1	1	1	621.756142623103	1	1
CPXM1	1	331.799772247577	1	1	1	1	1	1
CPXM2	221.916701629067	1	1	1	1	1	1	1
CRABP1	1	1	1	1	1	1	584.850207198558	643.774915804478
CRABP2	1	628.439313412217	1	1	1	1	678.061494613103	1142.28157423251
CRACR2B	1	1	1	1	1	1	617.791535371768	377.875046863605
CREB3	1	129.440210217299	1	78.3795608397852	1	1	210.298558947708	175.585172962939
CREB3L1	1	160.831783764991	1	1	1	1	1	1
CREB3L2	1	128.244341208753	1	89.8517401997814	1	1	1	1
CREB3L4	1	1	1	1	1	1	167.340286210343	175.126584286334
CREB5	1	1	1	1	1	115.930099144239	1	1
CREBL2	1	1	1	1	1	142.346996183504	1	1
CREBRF	1	132.47537143984	1	1	1	158.24920275483	1	1
CRELD2	139.730192419585	138.667416130185	1	262.927346115723	1	127.86203939915	132.239051771807	275.247951364458
CREM	245.000583647083	156.060071520043	319.284510166707	569.647489615057	4115.39419041215	1204.93169166213	1	1
CRIM1	321.290567214424	1	248.713123727228	1	1	1	1	1
CRIP1	1	1	836.877299910319	135.266609412734	891.572054849872	155.817180909596	1	271.649348726156
CRIP2	4272.78997192755	225.275223884492	2456.63550712028	1	1	1	819.649261519332	994.655964297986
CRISPLD2	1	588.118405371771	971.794536217963	1	1	1	1	1
CRK	230.134950026353	1	143.104979622359	1	1	1	1	1
CRNDE	1	105.168480776206	1	1	1	1	474.977531443281	407.706851778185
CRTAM	1	1	1	1	454.127831755002	1	1	1
CRTC3	1	1	172.647224968544	1	1	1	1	1
CRY1	1	1	1	1	1	1	171.291571150682	1
CRYAB	1	318.352199227194	1646.5375407919	1	1	1	3335.57579378801	585.806083780018
CRYBG3	258.935385711467	1	1	1	1	1	1	1
CRYL1	1	122.999846516853	1	1	1	115.7305874496	1	1
CRYZL1	1	1	148.572978600614	1	1	1	1	1
CSE1L	1	1	1	1	1	1	1	166.064289360879
CSF1	1	1	185.669306779224	1	1	1	1	1
CSF1R	1	1	1	1	1	539.666562605877	1	1
CSF2RB	1	1	1	1	1	120.475980591035	1	1
CSF3R	1	1	1	1	1	223.426928633483	1	1
CSGALNACT1	143.740311752051	1	1	1	1	1	1	1
CSK	1	1	1	1	358.387521291713	180.579838197357	1	1
CSNK2A1	1	1	1	1	1	1	1	205.263126514311
CSPG4	1	1	180.799430630329	1	1	1	1	1
CSRP2	499.152199873153	189.849347831703	1567.17159260054	1	1	1	287.898775133983	512.381372793365
CST7	1	1	1	1	1912.80779689037	1	1	1
CSTA	1	1	1	1	1	447.979204754027	1	402.115406973122
CTA.29F11.1	1	1	150.356561421691	1	1	113.988479889586	167.302819680196	1
CTBP2	150.703288194813	1	148.714760354887	1	1	1	145.367817669363	1
CTD.2336O2.1	1	155.819701203904	1	1	1	109.180619557224	1	1
CTDNEP1	1	1	1	1	1	143.065331264576	1	1
CTDSP1	148.207931645894	106.031375661092	131.015355990336	1	1	1	1	1
CTGF	898.504602694776	3719.00871683861	761.334087194563	1	1	1	625.242223498199	1
CTHRC1	441.732085179364	5101.7344473654	1	1	1	1	1	1
CTLA4	1	1	1	1	596.083071256632	1	1	1
CTNNAL1	219.691110094843	1	1	1	1	1	158.010260729449	1
CTNNBIP1	147.758034066605	1	1	1	1	99.3923239817688	1	383.244718561643
CTNNBL1	1	1	137.664112651999	1	1	102.413349110318	1	1
CTSK	1	3096.71447023747	185.787248358312	1	1	1	1	1
CTSO	1	179.604552298531	196.345638774264	1	1	1	1	1
CTSS	182.690622842225	1	1	355.800217784987	358.9535827007	1854.30718413738	1	1
CTSW	1	1	1	1	1288.039965841	1	1	1
CTTNBP2NL	245.411044687119	1	1	1	1	1	1	1
CUX1	1	1	1	1	1	167.761310927271	1	1
CWC25	154.549298685396	1	1	1	1	1	1	1
CX3CL1	189.225462408589	1	1	1	1	1	495.348464044898	1
CXADR	1	1	1	1	1	1	323.975178117326	1
CXCL10	1	1	1	1	1	2507.36069708946	1	1
CXCL12	904.192075001288	2728.52162645379	419.866190662658	1	1	1	1	1
CXCL13	1	1	1	1	2638.06056821184	1	1	1
CXCL14	1	3446.72442651041	1	1	1	1	1244.78118545197	1
CXCL16	1	1	1	1	1	680.002299302101	404.159425050136	198.112522276578
CXCL17	1	1	1	1	1	1	1	324.309070086206
CXCL2	810.67710025369	655.203479918471	582.816203844389	1	1	2194.46482237851	2975.17102043473	1
CXCL3	1	1	1	1	1	1030.65025774228	778.764040016326	1
CXCL8	1	1	1	1	1	6038.21781604557	1	1
CXCL9	1	1	1	1	1	560.172119703322	1	1
CXCR4	1	1	1	2918.81122517129	11599.1324702902	2003.52436773543	1	1
CXCR6	1	1	1	1	405.581742445728	1	1	1
CXXC5	1	1	1	1	1	1	149.836929235639	1
CYB561	1	1	1	1	1	1	166.803597259532	204.847848850523
CYB561A3	1	1	1	1	1	151.898022827925	1	1
CYB5R4	1	1	1	1	1	139.67674203676	1	1
CYBRD1	1	400.733041909871	158.534946827032	1	1	1	180.566411032135	1
CYFIP2	1	1	1	1	260.206593312231	1	1	1
CYLD	1	1	1	1	416.130253560843	136.714020346538	1	1
CYP1B1	221.743700060978	583.439315419954	1	1	1	1	1	1
CYP20A1	136.737828322324	162.306877627966	1	1	286.517149721894	1	1	1
CYP27A1	1	1	1	1	1	1	146.644747137398	1
CYR61	1154.62599307988	3126.70902596587	1603.94828079297	1	1	1	3142.31806177001	1
CYTH1	168.375535430621	1	1	1	284.787846342236	165.452724007431	1	1
CYTH4	1	1	1	1	1	163.689695871188	1	1
CYTIP	1	1	1	611.4652596973	2705.55228553692	321.651069103862	1	1
CYTL1	172.165204532989	1	1	1	1	1	1	1
CYYR1	886.289003444616	1	1	1	1	1	1	1
DAAM2	1	1	206.804743985174	1	1	1	1	1
DAB2	293.629817180127	416.701960496515	1	1	1	763.744366822065	1	1
DALRD3	1	1	1	1	1	1	166.527411016856	1
DAPK1	1	1	1	1	1	129.57490172413	1	1
DAPK3	146.722834878985	1	154.632748485007	1	1	1	1	1
DAPP1	1	1	1	1	1	131.319680001926	1	1
DAZAP1	1	1	1	1	1	1	1	182.730512778204
DBN1	173.739096668013	111.595136001226	1	1	1	1	1	1
DCAF13	186.251649180395	1	1	1	1	1	164.336671117682	321.453989173296
DCAF6	1	1	1	1	1	1	163.129964336523	174.977854619354
DCK	1	1	1	1	260.733053843101	181.020228099366	1	1
DCLK1	1	153.328982779295	1	1	1	1	1	1
DCN	1	20369.9709085903	661.838558290526	1	1	1	1	1
DCP2	1	1	1	1	1	123.500555706155	1	1
DCTPP1	160.08918851386	1	1	1	1	1	152.98431984292	484.706580027933
DCUN1D5	1	117.812755004975	1	1	1	1	148.291614915173	422.658706787067
DDA1	1	1	1	1	1	1	130.721558071968	265.320368289492
DDB1	1	111.75294044354	1	1	1	1	1	1
DDR1	1	1	1	1	1	1	224.684551668837	1
DDR2	1	201.151837755989	213.563547102285	1	1	1	1	1
DDX1	1	132.018818090515	199.558717731603	1	1	1	1	256.03757253936
DDX27	1	1	1	1	288.953198396644	119.066371303005	1	207.61178970729
DDX49	1	1	1	1	1	1	1	203.343217121445
DDX54	1	1	1	1	1	1	1	155.825911935527
DDX56	1	1	1	1	1	1	1	185.468148474494
DDX6	144.306520490075	135.985380882394	1	182.621358454904	507.726822099766	115.414536030741	189.149286136395	1
DEDD	1	1	1	1	1	1	1	392.505012879331
DEDD2	1	1	1	1	463.767646134432	126.545348918596	1	1
DEF6	1	1	1	1	447.666542186493	94.5237476317037	1	1
DEFB1	1	1	1	1	1	1	1	424.175319811507
DENND2D	1	1	1	1	404.097075920162	1	1	1
DERA	1	1	1	1	1	99.5266043835937	1	234.164318455884
DERL3	1	1	1	1174.92210723803	1	1	1	1
DESI1	1	1	1	1	1	112.813481913971	1	198.123209933266
DESI2	1	132.879402590708	1	1	1	1	1	178.019516241203
DHRS3	159.94160482927	1	1	1	1	1	1	1
DHRS7B	190.778615635549	1	1	1	1	1	1	1
DHX15	208.481025715422	1	1	1	1	1	145.003706615657	1
DHX9	1	1	1	1	1	1	174.440147987767	1
DIABLO	1	1	1	1	1	1	137.134084375911	1
DIAPH1	1	1	1	1	256.04697176098	1	1	1
DIMT1	1	1	1	1	1	1	204.811497654256	1
DIO2	1	279.166041721676	1	1	1	1	1	1
DKK1	1	1	1	1	1	1	1	446.324460365161
DKK3	1	244.972902583014	703.955637719628	1	1	1	472.883073378375	1
DLC1	364.782756036817	256.022030774673	412.363592796377	1	1	1	1	1
DLK1	1	344.598319568893	1	1	1	1	1	1
DLL4	427.600100537707	1	1	1	1	1	1	1
DMKN	1	1	1	1	1	1	508.5431000443	1
DMXL2	1	1	1	1	1	180.895690004107	1	1
DNAJA4	1	1	1	1	1	222.504496450041	1	1
DNAJB12	1	1	1	1	1	96.0543880537366	151.387043808707	1
DNAJC9	1	1	1	1	1	1	1	281.962633004246
DNASE2	1	1	1	1	1	143.873832873888	1	1
DNM2	1	1	1	1	1	117.889757502947	1	1
DNTTIP1	1	1	1	1	1	1	166.912825973296	197.251733638478
DOCK10	1	1	1	1	262.271003155023	173.865966794724	1	1
DOCK2	1	1	1	1	1	142.843429670099	1	1
DOCK4	1	1	1	1	1	121.197434123581	1	1
DOCK6	202.406838949892	1	1	1	1	1	1	1
DOCK8	1	1	1	183.894868994058	495.980112925259	240.992344858087	1	1
DOCK9	313.254809094121	1	1	1	1	1	1	1
DOK2	1	1	1	1	710.820072009439	307.15646708032	1	1
DPCD	1	1	1	1	1	1	1	186.846136896563
DPT	1	1087.48082765563	1	1	1	1	1	1
DPYD	1	1	1	1	1	145.599266983101	1	1
DPYSL3	1	276.784469217364	1	1	1	1	1	1
DR1	1	1	1	1	316.87492022612	126.515499428626	1	183.946947776456
DRAM1	1	1	1	1	1	190.923208316939	1	1
DRAM2	150.194717807167	1	1	221.08967700092	1	312.353193616523	175.301426508749	215.889781206658
DSC2	1	1	1	1	1	1	263.084495935471	192.694811126262
DSE	1	109.586156033968	1	1	1	301.757111192968	1	1
DSEL	1	140.056077404886	1	1	1	1	1	1
DSG2	1	1	1	1	1	1	144.10427087826	1
DSP	1	1	1	1	1	1	441.297181159077	373.081038073937
DST	228.050749508979	231.856974207833	312.709243676804	1	1	1	1512.2487987851	1
DTNB	1	1	1	1	1	1	156.363019679558	1
DTWD1	1	264.679188574527	240.006582577773	1	1	1	176.831792507156	1
DTX3L	1	1	1	1	1	104.325362382049	1	1
DTYMK	1	1	1	1	1	1	1	362.240089624486
DUSP10	1	1	1	1	270.754500990436	1	1	1
DUSP11	1	119.626327061832	1	1	222.759574905787	1	1	1
DUSP14	1	1	196.784858643481	1	1	1	286.78018945686	1
DUSP2	1	1	1	837.522286380726	5353.24200291755	1598.39681262608	753.820975076072	1
DUSP22	1	1	1	1	1	99.1559546510795	1	1
DUSP3	1	1	1	1	1	153.912367682518	1	1
DUSP4	1	1	1	1	2261.52779307084	212.883768690672	265.874922931168	364.551880061994
DUSP5	181.493154617044	1	1	85.8755656812686	1	216.148849878412	1	1
DUSP6	466.093740761979	1	1	1	1	198.280288827056	217.337095625042	1
DYNC2H1	1	117.513623982453	1	1	1	1	1	1
DYNC2LI1	1	118.406021324697	1	1	1	1	1	1
EAF2	1	1	1	189.319092774689	1	1	1	1
EBAG9	1	1	1	107.577553080487	1	1	174.888564720462	154.73056399171
EBF1	157.675298800419	258.813651101412	556.686423696251	1	1	1	1	1
EBF2	1	1	157.84710199486	1	1	1	1	1
EBLN3	1	141.483700012477	1	162.351449665506	1	1	137.424187706858	167.883137581448
ECE1	457.001046986784	1	196.229194880656	1	1	1	1	1
ECE2	1	1	1	1	1	1	1	203.921895286265
ECHDC2	1	177.69289683675	1	1	1	1	361.996576142659	1
ECI2	159.299657294682	127.303108950683	1	1	1	1	1	1
ECM1	1	354.142657531023	1	1	1	1	1	1
ECM2	1	185.615707621383	205.307686432211	1	1	1	1	1
ECSCR.1	909.714188750076	1	1	1	1	1	1	1
ECSIT	1	1	1	1	1	1	194.725061426374	1
EDEM1	1	1	1	1	1	119.870607858173	1	1
EDIL3	1	1	155.849293123422	1	1	1	1	1
EDN1	848.943215355397	1	1	1	1	1	306.504845177917	1
EDNRA	1	193.401656106008	543.727767158618	1	1	1	1	1
EDNRB	1	186.815372688081	271.870020527404	1	1	1	1	1
EEF1G	1	1	1	1	1	1	146.067061256713	1
EFCAB14	278.126829542007	1	1	1	1	122.34975055908	1	1
EFEMP1	1	887.078570819976	1	1	1	1	430.965101598789	1
EFEMP2	1	675.099278995108	255.428649734137	1	1	1	1	1
EFHC1	1	124.510229860581	1	1	1	1	130.999225264848	1
EFHD1	1	1	700.158078270407	1	1	1	773.125030757615	602.21830902793
EFHD2	1	1	1	1	1	327.852565072448	1	1
EFNA1	733.727975109335	1	1	1	1	1	1012.58876286497	402.141080090392
EFNB2	414.393278416191	1	1	1	1	1	1	1
EFR3A	1	121.382913540932	138.591668206731	1	1	153.201942932354	1	1
EGFL7	2739.81002099885	1	1	1	1	1	1	1
EGFLAM	1	172.714791254226	321.336278352542	1	1	1	1	1
EGFR	1	123.922814180981	1	1	1	1	1	1
EGLN1	171.39646968807	1	1	1	1	1	1	1
EGLN2	182.061392503145	1	1	1	1	1	1	1
EGR2	1	338.099072588161	1	1	1	216.108532756129	281.131454072627	1
EGR3	1	110.32705373272	1	1	1	1	217.216604535485	1
EHD2	325.705182718108	198.903090645544	639.400030004977	1	1	1	1	1
EHD4	492.291923884878	1	1	1	1	133.357889735001	218.645658148326	1
EHF	1	1	1	1	1	1	219.070083829237	278.913029549812
EHMT1	1	1	1	154.150960225119	1	1	1	1
EIF2AK1	1	1	1	1	1	1	144.412707287123	412.065561723073
EIF2AK4	148.491306154929	1	1	89.2372357661332	1	104.411667303367	1	169.201938081897
EIF2B1	1	1	1	1	1	1	1	164.552971166266
ELF1	526.544156096094	172.990504929491	1	572.609968144284	2316.80038715148	445.680478633572	237.364804509252	1
ELF3	1	1	1	1	1	1	1695.73025596566	1731.53445179698
ELF5	1	1	1	1	1	1	296.130593319425	1
ELK3	632.593649128424	1	1	1	1	1	1	1
ELL2	1	1	1	206.001160972489	389.319661900313	260.949125791536	168.408940249968	1
ELMO1	238.264116499072	1	1	1	1	124.730309718461	1	1
ELN	215.335813745022	483.311055053038	1	1	1	1	1	1
ELP2	1	1	1	1	1	1	220.984059628323	312.577865478837
ELP5	1	1	1	1	1	1	142.943300843122	178.962675507957
EMB	1	1	1	1	666.547220625126	141.562213119165	1	1
EMCN	1635.39781802037	1	1	1	1	1	1	1
EMG1	1	1	1	1	1	1	1	158.214061394973
EMILIN1	1	304.128069007902	1	1	1	1	1	1
EMILIN2	1	1	1	1	1	137.321680833457	1	1
EMP1	1702.58324591936	649.310866201127	251.710624766693	1	1	1	528.98452153682	1
ENG	2373.0648353093	223.318291499902	153.815694172816	1	1	204.47934053174	1	1
ENOPH1	1	1	1	1	1	1	156.491735072244	203.841022645655
ENOSF1	1	1	1	1	1	1	130.5844388515	1
ENPEP	1	1	571.650767384819	1	1	1	1	1
ENPP2	561.670392676799	1	1	1	1	1	1	1
EPAS1	1237.16660860637	1	959.759841483626	1	1	1	1	1
EPB41	1	1	1	1	226.594517289829	1	1	1
EPB41L2	1	216.056291844965	160.938669467134	1	1	1	1	1
EPB41L3	1	1	1	1	1	168.872061298761	1	1
EPB41L5	1	1	1	1	1	1	137.064681364576	1
EPCAM	1	1	1	1	1	1	702.169313677606	1541.03672635056
EPHA4	174.592349589676	1	1	1	1	1	1	1
EPHB4	236.018388517022	1	1	1	1	1	1	1
EPS15	1	113.302764125147	1	1	248.3926387829	126.944905510046	1	1
EPS8	164.493375476956	163.343216779545	877.249512933361	1	1	1	1	1
EPS8L2	1	1	1	1	1	1	263.734685038041	1
EPSTI1	1	195.17129861966	1	229.509010822524	434.376399141496	405.43542296026	1	1
ERBB2	1	1	1	1	1	1	1	265.005376202814
ERBB2IP	1	1	1	1	1	111.580298461448	1	1
EREG	1	1	1	1	1	587.1947843397	1	1
ERG	350.430683637959	1	1	1	1	1	1	1
ERI3	1	139.57121282609	1	1	1	1	155.255343526212	325.77159284654
ERICH1	174.601875298618	1	1	1	1	138.107540865116	1	1
ERN1	1	1	1	83.9762397032951	1	135.431404745558	1	1
ERO1A	1	1	1	1	1	152.249370629322	1	1
ERO1B	1	1	1	1	235.144220701164	1	1	1
ERRFI1	1	293.010585526176	379.980269012269	1	1	1	774.402809449367	387.967993823177
ESAM	1687.98769627838	1	635.57584399607	1	1	1	1	1
ESRP1	1	1	1	1	1	1	1	159.985164876721
ETF1	1	1	1	1	300.701956121216	258.823295176239	260.867176162943	323.408322047918
ETS1	351.706958403437	1	1	1	456.548703131792	1	1	1
ETV3	1	1	1	1	1	145.219664958828	1	1
ETV5	1	1	1	1	1	102.780284365008	1	1
ETV6	1	1	1	1	1	174.215699475782	1	1
EVA1A	1	136.802987451559	1	1	1	1	1	1
EVA1B	1	123.727991195891	140.538078348058	1	1	1	1	1
EVA1C	274.634766298191	1	1	1	1	1	134.214212168488	1
EVI2A	1	1	1	1	509.313457121704	181.253376418407	1	1
EVI2B	1	1	1	233.709609190772	432.213691158359	296.332001228792	1	1
EVL	183.146570237855	1	1	248.682977176588	1698.18183823388	175.103241238208	1	219.696982384088
EXOC6	156.287967351566	1	1	1	1	1	1	1
EXOC7	1	141.318669598113	1	1	1	1	1	1
EXOSC1	1	1	1	1	225.74222445781	1	1	186.872658362533
EXOSC3	1	1	1	1	1	1	1	208.390767255525
EXOSC4	1	1	1	1	1	1	177.467238463276	313.675441614021
EXOSC5	1	1	1	1	1	1	146.258674503303	225.771054673063
EXT2	1	113.927204548849	1	1	1	1	1	1
EXTL2	1	143.216323637701	1	1	1	1	1	1
EZR	1	1	171.717810295319	732.107844555143	2373.92621662472	556.064783873522	728.995656219791	505.124492123444
F10	1	128.003315748945	1	1	1	1	1	1
F13A1	1	1	1	1	1	534.519268558334	1	1
F2R	165.560755456649	638.064399694096	1	1	1	1	1	1
F2RL2	1	150.509533556498	1	1	1	1	1	1
F3	1	1	1	1	1	1	205.051398035455	1
FABP4	8481.51812748682	1	1825.82435284184	1	1	1	1	1
FADS3	1	1	242.768338643763	1	1	1	1	1
FAH	1	1	1	1	1	1	1	216.554451111655
FAM102A	1	1	1	1	280.602824760532	1	1	1
FAM103A1	1	1	1	1	254.078963126469	1	185.963552832918	233.198706234733
FAM104A	1	1	1	1	1	1	1	171.394487171288
FAM105A	1	1	1	1	1	217.562095425108	1	1
FAM107A	231.620674327536	1	1	1	1	1	1	1
FAM107B	1	1	157.929127404621	1	631.724856327169	124.832491626017	1	1
FAM114A1	1	296.826335044338	1	1	1	1	113.959955904738	180.681114928765
FAM120AOS	1	1	1	1	1	1	161.854777735415	1
FAM129A	1	1	140.942999576003	1	394.11625268804	119.150390573451	1	1
FAM129B	180.391828598971	1	1	1	1	1	1	1
FAM136A	1	1	1	83.6410896793207	1	1	1	436.057103661925
FAM13B	1	1	1	1	1	1	120.980825775687	1
FAM13C	1	1	319.672127472562	1	1	1	1	1
FAM162B	1	1	552.551044305038	1	1	1	1	1
FAM167B	465.54709427763	1	1	1	1	1	1	1
