"Endothelial","CAFs","PVL","B_cells","T_cells","Myeloid","Normal_Epithelial","Cancer_Epithelial"
"MIB2",4.57785163125334,4.35110172884438,4.27006978359668,3.32937050817563,5.41542900037085,4.00077562819085,4.95450699088551,3.94597736472168
"MMP23B",1.02199177786661,6.59695752777378,1.83992054457147,1.1900835046716,2.26490645997005,2.42609486467769,0,0.526128417830285
"CDK11B",5.2597277020984,4.89051781962667,4.85348976714755,3.61052533159764,5.23764571131486,4.96548274030543,4.42657085977183,4.89839687705855
"RP11-345P4.10",1.16147803036105,0.420639998229429,0.303969663325054,0.263346109385775,0.530131152380717,0.461633966307325,0,1.34494676823839
"SLC35E2B",4.28931595399652,5.2004732675059,4.2875014854117,3.07203614154288,4.54998043994962,3.66563368494831,4.58527016103699,4.12946693660848
"RP11-345P4.7",0.270402309360124,0.745919179018621,0,0.111169855615069,0.622195963621443,0.294265332565076,1.00016052661134,0.150579008573658
"CDK11A",4.97770720016315,4.26904401580397,4.41985492129717,3.64788265996945,5.49875300966341,4.95850068961184,4.08776499415772,4.58454818748226
"SLC35E2",1.7082249342733,2.46299882278633,1.26736792771025,1.40169939159751,2.14587609643377,1.63773237969061,2.00024078321942,1.81980799236577
"NADK",4.79694739789058,4.10844232590099,4.27006978359668,2.95768512240752,3.61216210122543,5.63360496199854,3.80765302869232,4.58454818748226
"GNB1",7.09861244497855,6.32780955670803,6.02819431425218,3.89704629006131,5.95923477308219,6.7840895523129,5.37535273175805,5.77313283622207
"RP1-140A9.1",0,0.293583318285671,0,0.16369912086856,0.212373883037879,0.202687577345746,0.585069520446645,0.632337435328787
"CALML6",0,0,0.768595053659232,0,0.0450495376853673,0,0,0
"TMEM52",0.694597086640622,0.645426846363549,0.554906375751487,2.22797854088343,1.18189394774094,0.681099267165433,2.00024078321942,3.10283048982983
"GABRD",4.82869091665799,1.70345869542407,5.43351355187376,0.111169855615069,0.0450495376853673,0.104900371175625,0,0.823834222576753
"PRKCZ",2.10376819666235,2.33978003983984,2.09879448671005,2.26451439827624,4.31730457616865,2.0328854726154,4.39262317236343,4.64922785706177
"RP11-181G12.2",0.694597086640622,0.53740701617698,0,0,0.131136145003679,0.202687577345746,0,0.150579008573658
"FAAP20",6.88625757324204,7.15597894097054,7.21909710327142,5.54408717526813,6.97985445498692,7.01614491874992,7.19999119652675,7.7663917668882
"SKI",5.78701199289852,5.64306926853957,5.23218938434127,1.94248898210805,5.43036246000485,5.06635068816495,4.80766449310207,3.0842363287027
"MORN1",1.79648541879183,2.77982721871846,2.38450842440495,0.880559402612672,1.62920641409986,1.19038861036333,3.58525678586572,3.47526240771769
"RER1",7.17468915560663,7.49428279252791,7.32418399783059,6.16855865441156,7.07795071969918,7.27549571191016,7.14497700964447,8.04764546870163
"PEX10",4.67418667135052,4.35905652702349,4.74410894098764,3.19069819704669,3.46660071879186,3.8877087494604,5.12959488086045,5.74677293240083
"PLCH2",0,0,0,0.714425551568799,3.21882369432759,0,3.08774611145486,1.21423579416205
"PANK4",2.96398381335992,2.80333892355007,3.89119189355395,1.1900835046716,3.36810757297637,2.23130520990528,2.00024078321942,2.40342591552087
"HES5",2.23590907358078,0.154246704479732,1.83992054457147,0.111169855615069,0,0.104900371175625,0,0
"RP3-395M20.12",3.44558343724705,1.80011873871711,5.80430078860028,2.89692073593555,4.69129225285627,4.49634441666815,2.80763009959952,3.22668275628606
"RP3-395M20.8",2.4686278260401,0.745919179018621,0.95467769051494,1.86529438382039,3.16881664839452,1.95082844242152,2.58523003515116,1.34494676823839
"TNFRSF14",6.65202195689393,5.74675529303703,5.55364258846476,5.67085926310381,7.45754104012293,6.99155908302284,6.5777465021421,5.17810746955503
"RP3-395M20.9",1.16147803036105,0.154246704479732,0,0.642217306920196,1.86102006433413,0.681099267165433,0,0.150579008573658
"FAM213B",5.00574862575797,2.05642096597919,3.89119189355395,1.95744434029537,3.68156615600119,2.76709316157831,4.49215986497128,4.40140669662355
"MMEL1",2.96398381335992,0.420639998229429,1.74216426057711,0.310702092624104,0.964626444739421,1.28272583685762,4.58527016103699,3.9965715906257
"TTC34",0.694597086640622,0.645426846363549,0,0.263346109385775,0.498089339297804,0.294265332565076,1.00016052661134,0.411474647911188
"LINC00982",4.21118750935187,0.154246704479732,2.62288496976637,0.0566554659329345,0,0,0,0
"PRDM16",3.78460195212906,0.53740701617698,3.64296671986042,0.0566554659329345,0.131136145003679,0,0,0
"ARHGEF16",0.270402309360124,0.420639998229429,1.52421073510822,0.263346109385775,0.172326747665931,0.461633966307325,3.24821475897451,3.64979498251447
"MEGF6",3.20879269815248,4.8683954269381,0.95467769051494,0.310702092624104,2.14587609643377,1.95082844242152,3.52385507813734,2.0287164100076
"RP11-46F15.2",0,0.154246704479732,0,0.111169855615069,0.212373883037879,0.104900371175625,0.585069520446645,0.526128417830285
"TPRG1L",4.50112911999046,3.86203953596591,3.64296671986042,1.95744434029537,3.10642623709394,3.55888933656447,3.90719023083647,3.50352660023591
"WRAP73",5.01497594243419,4.48797997480189,4.66629140642336,3.36905925831949,5.13329636869281,4.09928730372091,4.52386903484624,4.99612565646972
"TP73",0,0.154246704479732,0.303969663325054,1.08505207472753,1.47313325997829,0.202687577345746,2.58523003515116,0.910823972467973
"TP73-AS1",3.6250280999413,3.78146101537446,3.91381799623202,1.46586050797345,3.05229051985091,2.32113915006505,4.2857067926111,3.22668275628606
"SMIM1",0.498034576090598,3.11655562697744,2.50861447720394,3.34082199990599,2.2838239429219,2.38502421977287,4.35785738137687,4.79356374282011
"LRRC47",5.06913380257475,4.75841687880826,5.30246565718099,3.62932490933043,5.18200920133395,4.42215582373827,5.42657832493783,5.91929352163875
"CEP104",4.80760636509389,3.90614115654779,4.30472507663716,3.38574008027628,4.64265913168762,4.00755652715727,4.70074840731112,4.82749913902921
"DFFB",2.57227342505157,2.30725775209755,1.11947785320674,1.23986432822686,2.92551903152733,1.92240510917851,2.32218492889266,2.77205208560895
"C1orf174",5.1467394821936,5.33561547205575,5.43351355187376,3.17158664271222,5.35633547396304,4.73158630355512,5.32224110523698,5.64894421071182
"LINC01134",0.270402309360124,0,0,0.263346109385775,0.131136145003679,0.294265332565076,0,0.731260800915773
"AJAP1",0.694597086640622,0.53740701617698,2.24871284038951,0.0566554659329345,0,0.294265332565076,1.3221207246777,0
"RP11-154H17.1",0,0,0,0,0,0,0,0
"NPHP4",2.29770159353762,2.37158531998042,1.83992054457147,0.526640216744906,1.68719613864439,2.05923243895713,2.17017470178704,1.7741343566835
"KCNAB2",2.71499088635268,2.33978003983984,1.83992054457147,2.58652034546166,6.23002893124118,5.89544840508467,1.00016052661134,2.46221198421429
"RP1-120G22.11",0.270402309360124,0.53740701617698,0.303969663325054,0.263346109385775,0.212373883037879,0,1.00016052661134,0.731260800915773
"RNF207",2.23590907358078,3.75758705863176,2.38450842440495,1.62419294132446,2.48522011647424,0.611588699171602,3.00028090984928,2.65092856504431
"ICMT",5.40718172720884,5.28223129412263,5.50975799872376,3.15221851263187,4.58281307706375,4.21512629566418,4.24823165398953,5.73490102282215
"LINC00337",0,0,0,0.111169855615069,0.397459134812248,0.294265332565076,0,0.823834222576753
"GPR153",0.270402309360124,4.48797997480189,2.31820778535733,0.0566554659329345,0.498089339297804,1.19038861036333,0.585069520446645,1.90703364626191
"ACOT7",4.48793577539317,3.20747893958789,3.16579073136372,1.31145590941621,4.82484101779983,4.47693082091962,4.42657085977183,5.57095745830421
"RP1-202O8.3",1.02199177786661,0.839865140064008,1.63729947506555,0.48596113489173,1.31659436910777,0.202687577345746,1.80758424032064,0.910823972467973
"HES2",1.51364088467723,0.745919179018621,0,0.0566554659329345,0.465319691827479,0.461633966307325,2.17017470178704,3.79407688514045
"ESPN",0.694597086640622,0.53740701617698,0.554906375751487,0.310702092624104,1.55327934041258,0.104900371175625,3.52385507813734,3.85018079844233
"TNFRSF25",4.12858458790159,1.70345869542407,0.554906375751487,0.783191320460611,6.59678887209034,1.86382123647391,2.45969428924773,1.81980799236577
"PLEKHG5",4.60254513958523,1.97594212146556,1.11947785320674,0.310702092624104,0.940985733306501,1.09173492005868,1.3221207246777,1.98928494050865
"NOL9",4.42009620622129,4.15487642478646,3.61562334712046,2.95022807001633,4.32873595743218,3.36130165664337,4.24823165398953,4.47462233449621
"TAS1R1",0.270402309360124,0.154246704479732,0.303969663325054,0.16369912086856,0,0,0,0
"ZBTB48",4.12858458790159,3.82805543758339,3.93609472109868,2.54751768229208,3.92694207442134,3.68268106567703,4.35785738137687,3.78258945509644
"KLHL21",3.74078161520766,4.55876236204869,4.41985492129717,2.05800363156678,4.18015156563564,4.05415085659504,5.72823543331649,3.27667160181268
"PHF13",3.10891458397205,3.816547150867,3.72201846240456,1.16453377383912,3.13275090247673,2.20794464484514,5.08777443541648,3.79407688514045
"THAP3",4.377806476905,4.78227722039642,4.79374909694417,2.90465772759784,4.14437159884469,3.43357587771666,4.20975704955546,4.10200183967083
"DNAJC11",3.82713043495068,3.60539949586626,3.61562334712046,2.16495091931499,3.63812207725907,3.53092185837426,4.2857067926111,4.08339692624492
"RP11-242F24.1",0.270402309360124,0.154246704479732,0,0,0.0887348520037285,0,0,0
"RP11-312B8.1",1.02199177786661,0.745919179018621,0.768595053659232,0.214382771717558,0.289279977878413,0.294265332565076,1.80758424032064,0.526128417830285
"CAMTA1",7.87382115960125,7.0208548538816,7.96352525249323,5.16692513365997,6.37380750427364,6.95255930713597,7.95742178517573,8.14056404492477
"RP4-549F15.1",1.16147803036105,0,0,0.0566554659329345,0,0,0,0
"VAMP3",7.3508103884106,6.14665948509561,6.79133418876962,3.54767764052939,4.9937740877215,6.50382486902834,6.31319995291041,6.41770778659151
"PER3",4.19504095806776,4.93908671898091,4.16081038400099,0.880559402612672,2.40108747997789,3.95239539680101,4.08776499415772,3.10283048982983
"RP3-467L1.4",0,0.154246704479732,0,0.310702092624104,0.530131152380717,0.461633966307325,0,0
"UTS2",0.694597086640622,0.154246704479732,0.303969663325054,0.356552907327765,4.60930170194817,2.48558846440799,0,0.150579008573658
"TNFRSF9",0.498034576090598,1.75259808917327,0.554906375751487,1.00093490869199,7.03218556730848,3.1930420424762,1.58517653223396,0.992865476729338
"PARK7",8.57491859131413,8.8166466971963,8.99618572337191,7.04930623070338,8.94809594825558,8.52855747466525,8.82209430794202,9.43646907957903
"ERRFI1",5.66336552193506,6.95939228707269,7.16117430001571,2.26451439827624,5.21441591023959,5.3324889578625,8.55490903331803,7.15905580680697
"RP11-431K24.1",0.694597086640622,1.30271399358967,3.3759382641755,0,0.289279977878413,0.538558756331102,3.00028090984928,1.21423579416205
"SLC45A1",3.20879269815248,2.99929741228793,2.9197264245895,0.16369912086856,1.18189394774094,0.681099267165433,1.3221207246777,2.46221198421429
"RERE",6.15989738531194,5.54536186329223,5.69750841560733,4.07557851449785,5.08153028483036,5.21729503975897,5.88295864404271,5.04502039010467
"RP5-1115A15.1",0.270402309360124,0.293583318285671,0,0.16369912086856,0.592155777552063,0.104900371175625,0,0
"RP4-633I8.4",0.270402309360124,0,0,0,0.0887348520037285,0.104900371175625,0,0
"ENO1",8.46559274809028,8.42451678949911,8.15018256986204,6.05929143576815,8.79744621314975,8.91883480679617,9.23394017890071,10.459524077877
"ENO1-AS1",1.4055311708676,0.420639998229429,0,0.642217306920196,1.18189394774094,0.681099267165433,1.58517653223396,1.57544194094358
"CA6",0,0,0,0,0.212373883037879,0,1.58517653223396,0.286916325493479
"SLC2A5",0.270402309360124,2.65615285901349,1.83992054457147,4.07900154301773,0.465319691827479,3.63967886227648,0,0.632337435328787
"GPR157",2.03286321889578,2.52087401315976,2.24871284038951,2.33492226281014,1.7292082420112,4.77991434674948,3.45972347191921,3.35631982757282
"MIR34AHG",1.4055311708676,1.59985441967206,1.40149751047669,1.05755438298874,0.736466940664406,2.08510686520878,1.58517653223396,1.46479265968033
"RP3-510D11.2",1.16147803036105,2.20504615275622,1.63729947506555,0.678773143423767,0.736466940664406,1.14190486221757,2.00024078321942,1.72696735317691
"H6PD",5.00574862575797,5.55231693547375,4.16081038400099,1.7837346509308,3.43309950995712,3.84291464980363,4.1702282033815,2.77205208560895
"SPSB1",4.50112911999046,5.39871794223415,4.8058967754755,2.36887821634651,4.2370722171205,2.0328854726154,5.49216699834967,4.61725046107823
"SLC25A33",5.45542514394467,5.60343792905233,6.03852649185287,3.81320718777984,5.49976469798294,5.70834405438171,6.75520556530456,6.50941370057178
"TMEM201",2.71499088635268,2.73162209764253,1.93147118075483,0.749218110553073,2.01613472829564,2.18419958386206,2.17017470178704,2.06709875685165
"PIK3CD",1.16147803036105,2.05642096597919,1.83992054457147,2.001402135943,5.47322744587469,4.66022581092779,2.17017470178704,0.992865476729338
"PIK3CD-AS1",0,0.154246704479732,0,0.111169855615069,0.708736476507081,1.03975725797146,0,0.286916325493479
"PIK3CD-AS2",1.02199177786661,3.65793280036829,2.50861447720394,3.44530416186868,1.58413131577311,0.87154510073865,4.32223308017886,3.88282489096803
"CLSTN1",5.98781358304449,6.17171631281272,5.42566271736739,3.4346556457297,5.15785837483677,4.47203632702433,5.68681532953001,4.83307823576197
"CTNNBIP1",6.06979375704343,4.84025669421581,4.32174546781505,3.58667603745548,5.12414074784148,5.70626151894822,5.70075458042087,7.22207084001179
"LZIC",4.86995751218232,5.43303657121308,5.26775538893278,3.13916044715778,5.46185151912311,5.39329765656637,5.22913116584302,5.95555122732492
"NMNAT1",3.64893372948029,3.18974692844596,2.56688079529994,1.44478893461988,2.69055119213953,2.90422019853518,2.58523003515116,2.98749133450792
"RBP7",9.92441568973335,1.5451216974487,2.38450842440495,1.00093490869199,0.790378293953127,4.90502961283572,4.83319978633839,4.67430905804427
"UBE4B",4.14548786926116,4.20869379634684,3.95803269402156,2.93519732664878,4.60742570175873,4.04758595081249,4.1702282033815,4.14749075682449
"KIF1B",5.22038282114256,5.19603914229013,4.78149826420467,2.42375366276051,4.08628926443973,5.21729503975897,5.00031100408928,4.04545146645081
"PGD",4.92972520261083,6.07843558529925,4.8058967754755,4.35792180825727,5.57368804999833,7.11364719140215,6.04471029108235,7.47406203738189
"RP4-736L20.3",0,0,0,0,0.131136145003679,0.202687577345746,0,0.150579008573658
"APITD1-CORT",0.270402309360124,0.154246704479732,0.303969663325054,0.310702092624104,2.09322761692542,0.294265332565076,1.00016052661134,0.411474647911188
"APITD1",2.23590907358078,2.37158531998042,2.62288496976637,0.84882796641679,1.55327934041258,1.09173492005868,2.32218492889266,3.637093966376
"CORT",1.7082249342733,0.154246704479732,0,0.0566554659329345,0.0450495376853673,0,0,0.286916325493479
"DFFA",5.7816157278469,5.09962843482475,5.25894574861108,3.35783058859387,4.88027354090823,4.7192470314219,5.52387601315006,5.66467406024607
"PEX14",4.14548786926116,3.75758705863176,3.74743491154466,2.58652034546166,4.15981465372581,2.88961184409196,4.45973806303359,3.83913320194978
"CASZ1",3.47262581616558,0.420639998229429,2.17570014278645,0.642217306920196,3.06328139477509,1.63773237969061,4.24823165398953,3.96642845936897
"RP4-734G22.3",0.498034576090598,0,0,0,0.289279977878413,0,0,0.286916325493479
"C1orf127",0,0,0,0.0566554659329345,0.0887348520037285,1.09173492005868,0,1.28107110868942
"TARDBP",5.63969979918862,5.04643319064858,5.63759930910937,3.00883235612194,4.84727025318268,4.94796384508967,5.00031100408928,5.28781011599943
"RP4-635E18.8",1.61421100073145,0.745919179018621,0.554906375751487,0.111169855615069,0.251339326277335,0.747414125640854,0,0.632337435328787
"SRM",5.42113096076037,5.32753000194168,5.07041482990307,5.80195903957075,4.43832813839751,4.59418887566443,5.52387601315006,6.50941370057178
"EXOSC10",5.1467394821936,4.75238962012372,4.94420975123325,2.87345764639784,5.25452619707575,4.22679586118821,5.32224110523698,4.85518134240914
"RP4-635E18.6",0.867561642945941,0.293583318285671,1.26736792771025,0.111169855615069,0.172326747665931,0.681099267165433,1.58517653223396,2.43311835157101
"MTOR",4.05891852199935,3.20747893958789,3.3759382641755,2.58652034546166,4.22733291450388,4.11192824129929,3.75518475957903,3.59830591866675
"UBIAD1",4.47462066418468,3.91695908819352,4.78149826420467,3.34082199990599,5.11095966813462,3.69112980717033,5.10883618777369,4.61076903989368
"PTCHD2",0.270402309360124,0.293583318285671,0.303969663325054,0.16369912086856,0.251339326277335,0,0.585069520446645,0.286916325493479
"RP1-69M21.2",0,0,0,0,0.0450495376853673,0.202687577345746,0,0.286916325493479
"FBXO2",1.51364088467723,2.30725775209755,1.40149751047669,1.95744434029537,3.52739277419099,1.2372958333193,6.72823846162458,5.69256269321649
"FBXO44",3.33204070715396,4.96537925552836,3.82110324076491,3.39675443383109,5.16552871751369,3.20489087851813,5.39263081527289,4.72919658095948
"FBXO6",3.82713043495068,4.02089812422802,2.9197264245895,3.61995574211418,4.89110896754179,5.44166701716608,4.42657085977183,4.84417211807155
"MAD2L2",6.1557319688782,5.71611470102482,5.5821744877153,4.62472374910549,6.41138793574024,5.87148769025803,6.22913544585735,6.65196239711845
"DRAXIN",1.28865910741016,0.745919179018621,0,0.310702092624104,3.01880639306206,0.538558756331102,2.32218492889266,0.823834222576753
"AGTRAP",6.62816786986266,6.71477923536015,5.17714032314735,3.44530416186868,6.6745542978314,6.97349030225043,6.78167783070621,7.07444214149703
"C1orf167",1.95829249413458,2.60355350421139,3.53033911417213,0.678773143423767,0.131136145003679,0.202687577345746,1.00016052661134,3.35631982757282
"MTHFR",4.66249075291581,4.43628137361957,5.11014357017027,2.54751768229208,3.35921648811111,4.75192008895996,3.95449663594672,2.90513474230037
"CLCN6",3.44558343724705,3.61871324325333,3.27468746424916,1.66120250946102,2.46878152077545,3.78883401900886,3.32221702992869,2.31049586055793
"NPPA-AS1",1.02199177786661,0.293583318285671,0,0.16369912086856,0.131136145003679,0.985836719563867,0.585069520446645,0.526128417830285
"KIAA2013",5.00574862575797,4.39044422793928,3.79696269935019,2.46619903316025,3.5234187033717,4.64290940420214,3.64415154493755,3.74756794150448
"PLOD1",6.24470286056961,6.79906028068236,5.59623158862571,2.98713376417101,3.01880639306206,5.20849378140081,5.6296711705868,5.22554191241303
"MFN2",4.63881055780817,4.07018805747393,4.43557692149812,1.97224625654582,3.76134564704263,4.26691166050148,4.04469570006635,3.97654630909034
"MIIP",5.10414156228858,5.36751168687533,4.97681104549036,3.79250627226659,6.07168041844743,5.9960488626368,4.93104784830903,5.74084918929131
"TNFRSF8",3.6250280999413,1.42900316324117,0,0.111169855615069,2.29319046878581,2.40570568718911,0,0.150579008573658
"TNFRSF1B",6.81144313018396,3.15361537373285,3.30923332767813,3.0512743579606,8.41747940561036,7.8969204092518,1.80758424032064,2.88378945173946
"VPS13D",4.96823761704692,4.07018805747393,5.69750841560733,2.36887821634651,4.66086310138334,4.30043056043673,4.35785738137687,3.50352660023591
"DHRS3",6.38297239726383,5.09962843482475,4.46651607424666,0.911607913669993,4.88337769006813,5.22604293085324,5.55490305724486,4.93517689098143
"RP11-474O21.5",0.867561642945941,0.420639998229429,0.554906375751487,0,0.397459134812248,0.380375366956368,0,0.286916325493479
"HNRNPCL1",0,0.293583318285671,0,0,0.0887348520037285,0.202687577345746,0,0
"PDPN",4.0941720257644,7.18982374490834,0.554906375751487,0.214382771717558,0.326248363432385,3.09457596074938,5.19013679970545,1.7741343566835
"PRDM2",5.204339428458,5.85478270450764,4.95515891007578,4.99276532894236,6.7082044059645,5.27182308506055,5.44325715189074,4.43114029415196
"KAZN",3.36127507196561,4.40588565789545,4.1029124403619,0.566203672146951,0.498089339297804,0.104900371175625,3.80765302869232,3.38698736445389
"TMEM51-AS1",0,0.293583318285671,0.303969663325054,0,0.0887348520037285,1.28272583685762,2.00024078321942,0.150579008573658
"TMEM51",3.55083844210946,3.47970089392962,4.41985492129717,1.37966219409494,0.431788374170872,5.62481148641488,4.78166907612612,3.27667160181268
"FHAD1",1.28865910741016,5.26539990314581,1.52421073510822,0,0.498089339297804,3.06887232150566,2.00024078321942,1.62773877856072
"RP3-467K16.4",0.270402309360124,0.154246704479732,0,0,0.651623382337188,0.294265332565076,0,0
"EFHD2",5.8294705250109,4.15487642478646,3.50075266289888,3.13916044715778,6.10463810312252,7.19238312415412,3.58525678586572,5.24241130734636
