GeneSymbol	T_cell	Endothelial_cell	B_cell	Fibroblast	Cancer_cell	Myeloid_cell	Mast_cell	pDC
CBR3	1	1	1	1	164.572923349407	1	1	1
CBWD2	1	1	129.16237114458	1	122.17846743515	70.0927174667046	1	1
CBX4	1	1	1	1	1	1	1	94.9183584630292
CCDC102B	1	1	1	122.21982798377	1	1	1	1
CCDC178	1	110.904904896161	1	1	1	1	1	1
CCDC183	1	1	1	1	1	1	1	111.776014541778
CCDC189	1	1	1	1	1	1	1	145.655924457422
CCDC28A	171.887746203535	1	1	1	67.2663850287262	76.810136810418	253.764918651268	86.1890510113044
CCDC3	1	89.4323693779269	1	1	1	1	1	1
CCDC32	151.352713316187	66.8644629470623	223.110480964913	1	1	62.8737118092222	1	80.6925859152053
CCDC34	1	1	1	1	149.211499256995	1	1	1
CCDC80	1	1	1	2968.4157689332	1	1	1	1
CCDC88B	1	1	1	1	1	1	1	129.675022193927
CCDC88C	277.099047428714	1	175.432621482834	1	1	1	1	92.1106954009451
CCL14	1	391.603022156563	1	1	1	1	1	1
CCL18	1	1	1	1	1	927.962384022261	1	1
CCL2	1	1	1	632.612767826644	1	3372.43882164175	1	1
CCL20	1	1	1	1	1	387.769204129967	1	1
CCL3	755.177610320599	1	1	1	1	2822.04722216889	1	1
CCL3L1	1	1	1	1	1	540.948443184508	1	1
CCL4	7524.15755212248	1	1	1	1	2453.68865881673	479.461724225595	134.042877632643
CCL4L2	1512.98561026714	1	1	1	1	659.103840522246	1	1
CCL5	9036.10529364591	1	636.589049168556	1	1	241.910475749704	1	1
CCM2L	1	88.9144155826068	1	1	1	1	1	1
CCNB1IP1	1	1	1	71.8556356314529	119.911931864814	1	133.19829588038	98.8116154067217
CCND2	554.170393435705	1	202.541841659077	199.577858298231	1	1	204.13983701194	222.281856477806
CCR1	1	1	1	1	1	240.500728873434	1	1
CCR2	1	1	1	1	1	1	1	259.313709220911
CCR5	161.234370318924	1	1	1	1	1	1	1
CCR6	1	1	256.794726437629	1	1	1	1	1
CCR7	392.070077175708	1	478.474126384412	1	1	1	1	102.590623172142
CCRL2	1	1	1	1	1	107.098750671804	1	1
CCSER2	357.700455431482	136.874350650881	1	105.909366488631	135.808072443256	65.8878974253799	1	1
CD14	1	1	1	1	1	1575.0632704231	1	1
CD163	1	1	1	1	1	1134.09054337112	1	1
CD180	1	1	203.689352905076	1	1	1	1	122.347965356349
CD19	1	1	936.837582362731	1	1	1	1	1
CD200	1	202.073006795777	1	1	1	1	1	1
CD22	1	1	423.763554364065	1	1	1	166.900997495419	1
CD24	1	1	783.716662277928	1	6967.66487786801	1	1	1
CD247	923.059281722971	1	1	1	1	1	1	1
CD248	1	1	1	1197.21783193633	1	1	1	1
CD27	1393.97400010169	1	710.466461919662	1	1	1	1	1
CD28	246.174754886398	1	1	1	1	1	1	1
CD300A	1	1	1	1	1	287.981363895877	1	237.451255558978
CD300C	1	1	1	1	1	94.2349583393852	1	1
CD300E	1	1	1	1	1	141.65461672331	1	1
CD300LG	1	447.317943063023	1	1	1	1	1	1
CD33	1	1	1	1	1	138.548606281193	541.936086104277	1
CD34	1	1315.66270354319	1	185.122755440269	1	1	1	1
CD36	1	3264.62454944091	1	1	1	1354.96977763824	1	388.426740999803
CD37	2095.82103262884	1	6700.87377293682	1	1	611.233317115859	3241.42233162969	1723.26807539444
CD38	202.028835839316	1	207.564341711399	1	1	95.8723851950038	1	254.019380545054
CD3D	2732.38552977641	1	1	1	1	1	1	1
CD3E	4204.17971397443	1	1	1	1	1	1	100.978860197867
CD3G	1083.64002380411	1	1	1	1	1	1	1
CD4	268.017176108837	1	1	1	1	409.736678925632	1	1286.07159284114
CD40	1	247.33487052926	691.225121998744	105.687702634406	1	199.823848287748	1	1
CD40LG	260.134810366072	1	1	1	1	1	1	1
CD48	1088.88060785231	1	1075.09195572338	1	1	316.590652235475	339.548871131953	137.321275285779
CD5	501.867574682082	1	1	1	1	1	1	1
CD52	5707.33407830029	1	5881.72651576918	1	1	1514.0135180051	3986.21092146872	874.763305921773
CD53	895.991065846077	1	1265.39532994262	1	1	598.254842634111	359.082711639555	525.825554788937
CD58	274.437188765036	117.013718130131	1	1	1	160.305651509802	271.461208704618	1
CD6	778.423941949054	1	1	1	1	1	1	1
CD68	1	1	1	126.237359936403	1	3463.16327408465	242.246676250449	1492.67371547019
CD69	2648.06642060543	1	1793.47473946976	1	1	1	3977.02074070348	1
CD7	2933.09224892013	1	1	1	1	1	1	140.622575769546
CD70	1	1	198.183894684046	1	1	1	1	1
CD72	1	1	303.964902758958	1	1	93.8856637931763	1	1
CD79A	1	1	4215.88065110107	1	1	1	1	77.9529022909453
CD79B	1	100.234074929023	1093.95914539651	1	1	1	1	1
CD83	1	1	1473.21878389718	1	1	680.875631912657	375.956898785376	786.086204759522
CD84	247.793619961137	1	1	1	1	336.95652240575	584.059411097033	1
CD86	1	1	1	1	1	355.183076372398	1	1
CD8B	1135.43012997339	1	1	1	1	1	1	1
CD9	1	720.682050406347	1	201.633709963339	1427.87578081538	431.924259359631	2952.5238814788	1
CD93	1	1268.45079771249	1	1	1	246.726456386302	1	1
CDA	1	140.512879470382	1	1	1	1	1	1
CDC14A	187.976640914986	1	1	1	1	1	1	99.8447476221693
CDC25B	297.099105513591	122.851594183984	1	1	76.5093316735247	1	1	1
CDC42BPB	1	222.092200316929	1	77.1869539117198	1	1	1	1
CDC42EP3	334.754297279854	442.603047616677	252.523535371153	1	151.077776197214	1	781.008051850418	1
CDCA7L	1	1	1	1	1	1	1	134.72768725049
CDH1	1	1	1	1	319.494679002026	1	1	1
CDH11	1	1	1	510.632940989053	1	1	1	1
CDH13	1	214.564469326687	1	1	1	1	1	1
CDH23	1	1	1	1	1	1	1	98.261275392854
CDH3	1	1	1	1	271.26312053374	1	1	1
CDH5	1	1154.76939256873	1	1	1	1	1	1
CDK14	1	1	143.931694720749	1	1	1	1	1
CDK15	1	1	1	1	1	1	328.240311916093	1
CDK17	245.898376080121	171.69864395686	129.585596398648	1	1	1	1	78.9498571581147
CDKN2A	1	1	1	113.002597379842	523.753794941581	1	1	1
CDKN2AIP	151.277012512463	1	1	1	66.1846484709178	1	359.962318567504	1
CDKN2C	1	1	1	148.521110136886	1	1	1	1
CDKN2D	1	1	1	1	1	1	1	341.388360932319
CDON	1	1	1	83.5917979928104	1	1	1	1
CDYL	1	1	1	1	1	1	1	206.652005203825
CEBPA	1	1	1	1	1	72.6684383305204	1	1
CEBPD	1	382.530272122253	1	1147.73007924152	344.766455667373	548.264787353163	1	1
CEMIP2	522.657889120493	435.831734638113	309.394202702413	62.6258712024065	1	1	1	1
CENPF	1	1	1	1	149.478704557129	1	1	1
CENPU	1	1	1	1	128.788386171125	1	1	1
CENPW	1	1	1	1	120.676142031587	1	1	1
CEP126	1	1	1	1	1	1	1	79.3057057818426
CEP68	1	183.855019765226	1	1	1	1	1	92.9890970918334
CEP70	1	1	1	1	615.254441578507	1	1	1
CERCAM	1	1	1	376.135161405797	1	1	1	1
CERK	1	1	1	1	1	1	1	130.542564432682
CERS4	1	1	199.496185389299	1	126.180815290348	1	1	1
CERS6	1	1	1	1	96.8833571055592	75.6427721815425	1	274.2187206132
CETP	1	158.971621603331	1	1	1	1	1	1
CFB	1	1	1	70.0366204996583	173.668887531795	1	1	1
CFD	1	1	1	4466.73169246156	325.049571988894	789.746290271302	1	1
CFH	1	241.213104824656	1	440.483174227386	1	1	1	1
CFI	1	267.235158861867	1	1	1	1	1	1
CFP	1	1	1	1	1	199.629432040929	1	1
CGAS	1	1	1	1	1	1	1	149.061136849015
CHAF1A	1	1	1	1	1	1	1	393.593152002995
CHAMP1	1	1	1	1	1	1	1	101.992943464393
CHCHD6	1	1	1	1	99.5022936280719	1	1	1
CHD7	1	117.250740632189	225.302910318799	1	93.8225974492206	1	1	1
CHI3L1	1	1	1	589.683117065385	745.202868235661	1	1	1
CHI3L2	1	1	1	1	299.228961155819	1	1	1
CHML	1	1	1	1	1	1	1	134.285675854632
CHMP4C	1	1	1	1	139.341714704589	1	1	1
CHMP7	180.21874120909	1	176.279255614258	1	1	1	1	1
CHN1	1	1	1	127.99948211453	1	1	1	1
CHN2	1	1	1	1	1	1	233.673955512653	1
CHPT1	1	1	1	67.8936396921817	259.942606240915	1	176.154299213086	1
CHRDL1	1	1	1	127.755959045756	1	1	1	1
CHST1	1	101.786213936197	1	1	1	1	1	1
CHST7	1	90.447105538909	1	1	1	1	1	1
CIB2	1	1	1	1	1	1	1	222.103068098034
CIITA	1	1	437.451972851958	1	1	147.275124247554	1	231.532383489814
CILP	1	1	1	390.979701891098	1	1	1	1
CISH	213.326865822922	1	1	1	1	1	1	75.8437321948463
CITED4	1	1	1	1	105.483096546187	1	1	1
CKLF	306.81472531241	1	1	1	1	146.626832100682	255.954277936958	1
CLCN3	1	139.745662805449	1	65.350593237427	128.406308993234	1	426.952162994687	122.107982378206
CLCN5	1	1	1	1	1	1	1	218.104016599025
CLCN7	1	1	1	1	1	91.5234734028601	1	1
CLDN1	1	1	1	1	150.172485436401	1	1	1
CLDN15	1	202.143314325436	1	1	80.2159864717095	1	1	1
CLDN3	1	1	1	1	345.2506385019	1	1	1
CLDN4	1	1	1	1	542.556608976005	1	1	1
CLDN5	1	2602.41846181976	1	1	1	1	1	1
CLDN7	1	1	1	1	253.641054044556	1	1	1
CLDND1	375.305308292403	115.483826955716	1	84.7393712718388	66.3220376744829	1	1	95.3296712418061
CLEC10A	1	1	1	1	1	291.504734194537	1	1
CLEC11A	1	1	1	518.344169256419	70.7966600989052	72.7775968863808	1	1
CLEC12A	1	1	1	1	1	87.2798148990609	1	1
CLEC14A	1	1546.32309893835	1	1	1	1	1	1
CLEC1A	1	132.508827911898	1	1	1	1	1	1
CLEC2D	739.595134543139	1	267.912080054242	1	1	1	1	1
CLEC3B	1	360.470669667811	1	395.184202303404	1	1	1	1
CLEC4A	1	1	1	1	1	165.478525743607	1	1
CLEC4C	1	1	1	1	1	1	1	1108.30586743798
CLEC4E	1	1	1	1	1	115.16328236057	1	1
CLEC5A	1	1	1	1	1	260.784948260165	1	1
CLEC7A	1	1	1	1	1	479.547137155577	1	1
CLECL1	1	1	333.916691126395	1	1	1	1	119.618134497699
CLIC2	1	182.673731736152	1	1	1	71.9026341415222	1	1
CLIC3	230.873956441802	1	1	1	77.8313961773538	1	1	2973.84736627879
CLIC5	1	126.63890344595	1	1	1	1	1	1
CLIP3	1	1	1	145.329975119071	1	1	1	1
CLK3	146.604989887912	74.5992214389846	1	1	50.7851137924729	1	1	90.0043242807069
CLK4	1	1	1	1	1	1	1	87.9225490847314
CLMP	1	1	1	241.518252904283	1	1	1	1
CLN8	1	1	1	1	1	69.9199237219349	1	973.552541128737
CLNK	1	1	1	1	1	1	407.537088126195	1
CLPX	1	1	1	60.7081058907256	1	1	1	160.66961663185
CLSTN2	1	1	1	1	106.283908699862	1	1	1
CLSTN3	170.755245190224	109.936602262567	1	111.19470817246	1	1	1	1
CLU	1	662.573990109597	1	607.293762433606	734.880705685889	1	7306.204843744	1
CMBL	1	1	1	64.7558314637675	159.896147537762	1	1	1
CMIP	1	355.845200551515	1	1	49.8768042545247	146.008481592209	1	1
CMKLR1	1	1	1	1	1	126.284578091204	1	291.228651962768
CMPK2	178.297476869387	90.0440519900504	1	1	1	75.7880599369042	236.739575946181	86.1122612312544
CNFN	1	1	1	1	268.737343134608	1	1	1
CNN3	1	732.970006064785	1	860.938046845412	371.683647301682	1	1	1
CNOT9	1	1	1	1	1	69.3876868491315	1	1
CNRIP1	1	170.17641018273	1	132.165174530365	1	1	1341.06885331633	1
CNST	184.779222487243	107.643617742272	201.653528195207	1	71.62067486515	1	555.272332089035	72.4910978594206
CNTNAP3B	1	106.126934037609	1	1	1	1	1	1
CNTRL	225.493850004002	1	274.009342917621	1	1	83.667758366565	1	231.847199379232
COL10A1	1	1	1	211.750820555153	1	1	1	1
COL11A1	1	1	1	238.486850125573	1	1	1	1
COL12A1	1	1	1	1032.98920285476	145.600278976138	1	1	1
COL14A1	1	1	1	1579.92185045537	1	1	1	1
COL15A1	1	1537.58397756518	1	873.705906288813	1	1	1	1
COL16A1	1	1	1	325.546214222792	1	1	1	1
COL18A1	1	679.168704287585	1	1256.86685889716	1	1	1	1
COL1A1	205.214210204758	196.064293290171	1	23213.7796441491	1	1	1	1
COL1A2	181.318256444802	155.503897461864	1	16430.3049172722	1	1	331.728912802563	1
COL24A1	1	1	1	1	1	1	1	87.6876718448028
COL26A1	1	1	1	1	1	1	1	270.393412509864
COL2A1	1	1	1	1	231.558380785791	1	1	1
COL3A1	1	170.285820816236	1	13731.6730103503	1	1	1	1
COL4A1	1	3311.57202130691	1	1105.10100513027	1	1	1	1
COL4A2	1	2837.65855474538	1	1182.31506674688	1	1	1	1
COL4A3BP	1	68.1701661131682	1	66.9933267963742	48.2578149518206	108.604025377939	301.778558224619	1
COL5A1	1	1	1	956.324096558918	1	1	1	1
COL5A2	1	117.641162169381	1	1515.3304456826	1	1	1	1
COL5A3	1	1	1	179.528033300034	1	1	1	1
COL6A1	1	146.003993767748	1	3219.97800790313	152.819736699458	1	1	1
COL6A2	1	352.271261071279	1	4480.35845364357	287.824032008485	1	1	1
COL8A1	1	1	1	273.941364743321	86.3840875129163	1	1	1
COLEC12	1	1	1	229.301448899346	1	1	1	1
COMMD10	1	87.1310547714468	1	1	59.247424832061	76.0420894885366	217.548901725573	67.2852737398289
COMP	1	1	1	264.140562087699	1	1	1	1
COMTD1	1	1	1	1	128.511129279531	1	1	1
COQ2	1	1	1	1	1	78.7150496392052	1	1
COQ7	1	1	1	1	54.2605119432217	1	1	146.108745275151
CORO1A	3662.96296448828	1	2754.46812671068	1	1	730.180284569161	241.879898509953	1365.91089961572
COX4I2	1	1	1	155.533720877206	1	1	1	1
COX7A1	1	399.171970586632	1	393.128085979039	1	1	1	1
CP	1	1	1	1	214.425804908031	1	1	1
CPA3	1	1	1	1	1	1	16398.4192370827	1
CPE	1	1	1	1587.43750864622	1	1	1	1
CPLX1	1	141.334541749847	1	1	1	1	1	1
CPM	1	120.644450939206	1	1	1	241.035440919704	510.108920281801	1
CPNE2	1	154.001546665457	1	1	1	1	1	1
CPNE5	1	91.9764328147515	437.115761394652	1	1	1	1	1
CPNE7	171.523753563095	1	1	1	1	1	1	1
CPNE8	1	134.673835255035	1	1	1	1	1	1
CPPED1	1	1	1	1	1	134.873984094851	173.578958033559	1
CPQ	1	81.1179444593826	1	245.595656583644	175.486519719113	99.5531365444068	495.290653527832	1
CPVL	1	1	1	1	1	507.581233414109	1	1
CPXM1	1	1	1	454.425027332348	1	1	1	1
CRABP1	1	1	1	604.16217227813	1	1	1	1
CRABP2	1	1	1	517.12184844296	886.702170334504	1	1	1
CRACR2B	1	125.579200106519	1	1	304.785424247358	1	1	1
CRB3	1	1	1	1	122.840728387338	1	1	1
CREB3L1	1	1	1	158.832123634746	1	1	1	1
CREB3L4	1	1	1	1	123.479850254554	1	1	1
CREBL2	1	1	1	65.904506422452	65.1260139368431	160.150075100744	1	1
CRIM1	1	384.605426616399	1	91.8671339062894	66.1647135345604	1	1	1
CRIP2	1	2687.93119205401	1	416.475185302023	380.173516828374	1	1	1
CRISPLD1	1	1	1	1	222.711969648742	1	1	1
CRISPLD2	1	1	1	741.119393803034	1	1	1	1
CRLF3	218.539632789464	1	165.03962700463	1	1	65.5453900190173	1	90.121243368977
CRNDE	1	1	1	85.365377810275	785.835139954869	1	1	1
CRTC2	1	1	1	1	1	1	1	125.709986374593
CRYAB	1	1	1	278.963965292621	902.401078208954	1	1	1
CRYBG1	407.251562699511	1	267.404932520437	1	177.613493045138	155.123101791985	1	1
CRYL1	1	62.1547004711829	1	76.8394691992758	1	104.015675711853	228.439750771481	1
CRYZ	1	1	1	71.0286188561795	81.9776249743493	1	202.423498533761	98.2855320611396
CSAD	1	1	1	1	152.903039896807	1	1	1
CSF1	188.947316303537	1	1	137.262354609929	1	1	511.327821053682	1
CSF1R	1	1	1	1	1	646.094280344112	1	90.6784941565684
CSF2RA	1	1	1	1	1	136.281147034496	1	197.373811749521
CSF2RB	1	87.6513872940893	1	1	1	92.490238676404	487.232522814755	625.43748446319
CSF3R	1	1	1	1	1	165.964016744801	1	1
CSGALNACT1	1	129.308217709235	1	1	1	1	1	1
CSGALNACT2	1	1	1	74.4881778388725	1	101.862100604548	1	1
CSK	623.50555194173	1	668.154775348985	1	1	215.385036302898	155.303526205107	210.164827581982
CSKMT	1	1	182.114678522255	1	52.2040784746367	1	1	1
CSRP2	1	165.018579695767	1	322.045381669232	1	1	1	1
CST7	2991.9681115796	1	1	1	1	158.937114689316	1025.46886710878	1
CSTA	1	1	1	80.4112004747523	1	250.597356932538	1	1
CSTF3	1	1	1	1	118.884369206347	1	1	1
CTGF	1	567.23821628177	1	1949.38362437678	234.991745594464	1	1	1
CTHRC1	1	266.537257791006	1	1309.45054079901	1	1	1	1
CTLA4	844.465304618248	1	1	1	1	1	1	1
CTNNBL1	1	1	1	1	70.6252452941886	89.5989322053868	410.500783915407	102.699105442143
CTNS	1	1	1	1	1	1	1	148.767201471127
CTSG	1	1	1	1	1	1	1307.23586280089	1
CTSL	1	291.675110398785	1	618.346608575284	1	3064.92756721889	1	1
CTSW	1464.05427808721	1	1	1	1	1	516.861510886711	1
CTTNBP2	1	1	1	1	1	1	444.73928383354	1
CTTNBP2NL	1	157.900736432305	1	1	1	1	1	1
CUTC	1	1	1	1	1	1	1	73.3729314272744
CUX2	1	1	1	1	1	1	1	220.403104221898
CX3CL1	1	234.385532983371	1	1	111.878550745812	1	1	1
CXADR	1	1	1	1	147.255433636408	1	1	1
CXCL1	1	1	1	1	1	237.598965058086	1	1
CXCL10	1	1	1	1	1	1632.36181907589	1	1
CXCL12	1	1014.56208247133	1	2603.9693620665	1	1	1	1
CXCL13	2533.99855586574	1	1	1	1	1	1	1
CXCL14	1	1	1	3046.53354808988	618.438243129751	1	1	1
CXCL16	1	1	1	64.1410613698969	210.176944030356	609.130672793777	471.413255136605	1
CXCL2	1	1	1	1	1	1502.33390629201	1	1
CXCL3	1	1	1	1	1	2015.75570944257	1	1
CXCL8	1	1	1	1	1	1481.35437522013	1	1
CXCL9	1	1	1	1	1	1225.17438130991	1	1
CXCR3	841.755759968082	1	179.777507367775	1	1	1	1	1233.46553968912
CXCR4	2839.40927614966	1	2344.46228026771	1	1	394.420741338996	1	2574.70607330693
CXCR5	1	1	232.583340619342	1	1	1	1	1
CXCR6	412.037962100236	1	1	1	1	1	1	1
CXorf21	1	1	1	1	1	110.979921723267	1	732.037188696372
CXorf36	1	739.833880386157	1	1	1	1	1	1
CXorf38	150.145542193773	1	136.411320390514	1	1	91.718551050606	1	69.8218050187013
CXorf40B	1	1	1	1	92.0313010775413	1	1	1
CYB561A3	1	1	370.087804997946	1	100.757049260307	87.1064908981626	1	1305.05273529302
CYB561D2	161.500431191845	1	1	1	1	77.7208027647772	1	102.789821733137
CYB5R4	1	1	156.190588559791	1	1	183.011202081192	1	97.8418768292994
CYBB	1	1	372.762004656107	1	1	832.995737010198	1	902.667121881917
CYBRD1	1	1	1	513.085772840666	151.815334341609	1	1	1
CYFIP2	415.394537907994	1	267.835088608398	1	1	1	1	456.800645242851
CYGB	1	1	1	90.3760405909155	1	1	1	1
CYP1B1	1	218.01492553289	1	653.004304959788	1	265.106157902731	1	1
CYP27A1	1	1	1	69.8677843824168	1	245.890426666713	1	1
CYP46A1	1	1	1	1	1	1	1	156.855786190935
CYP51A1	1	1	1	1	120.797536477071	1	1	1
CYR61	1	691.664477565628	1	1982.01081808781	173.08193113393	1	1	1
CYSLTR1	1	76.2542826944622	185.735689284778	1	1	1	188.957689712136	225.254559547859
CYTH4	192.887927099438	1	160.977378310702	1	1	157.735119372576	1	480.57966403066
CYTIP	1542.59447096207	1	818.329778167807	1	1	243.932509620975	1	222.649463492302
CYTL1	1	184.275090396872	1	1	1	1	1	1
CYYR1	1	679.34879640457	1	1	134.31683015178	1	1	1
DAAM2	1	1	1	89.3921103800067	1	1	1	1
DAB2IP	1	118.125756188656	1	1	1	1	1	1
DAPK1	1	1	1	1	1	152.796810099801	203.207473928311	159.957839040922
DAPP1	1	1	307.161378249822	1	1	117.130120155298	1	180.04501871693
DBNDD2	1	1	1	1	135.592892469505	118.265025469108	1	1
DBR1	1	1	1	1	169.498146835002	1	1	1
DCBLD2	1	1	1	106.291653237404	1	1	170.197311733506	1
DCHS1	1	226.916420325719	1	71.5454346457703	1	1	1	1
DCLK1	1	1	1	203.92938835838	1	1	1	1
DCLRE1C	1	1	1	1	1	1	1	121.14327330721
DCN	1	1	1	11196.5400745086	1	1	1	1
DDHD1	149.620808895775	1	1	1	1	66.6878354133148	186.065755494352	111.589022557518
DDIT3	1	1	166.869292816275	83.0656136939773	105.149878932589	63.0811572096752	254.662047500326	1
DDR1	1	1	1	1	418.337069259827	1	1	1
DDR2	1	1	1	266.154182361254	125.596905596291	1	1	1
DDX58	158.835480143107	99.2689939260672	1	1	1	1	1	1
DDX60	219.638492140492	68.4829874872767	1	1	1	1	1	60.6950967762165
DDX60L	180.55896360317	123.009849929308	1	1	1	146.487279087049	1	1
DEF6	587.468470998449	1	341.945756797175	1	1	116.140173649601	190.27691070421	243.671406496121
DEGS2	1	1	1	1	135.517225724407	1	1	1
DENND1A	1	1	1	1	1	68.7208657681452	1	1
DENND1B	181.194366840976	1	133.017424557913	1	64.437609353655	101.802736361007	445.902756333252	68.8895812525065
DENND1C	224.306991512581	1	160.940711335336	1	1	1	1	1
DENND2D	734.825011183126	1	194.557616700128	1	69.4956765327846	78.8426809563508	200.948270968667	1
DENND3	1	99.7560166795955	167.849954626579	1	1	98.6016725924741	1	1
DENND4A	1	1	201.53299658121	1	1	1	1	83.7771703623089
DEPP1	1	513.886537492171	1	631.256578015577	98.7501952231874	1	1	1
DERL3	1	1	797.726253557947	1	1	1	1	1424.88085146883
DESI1	1	86.91134981444	117.569953964864	1	124.884652967425	131.146779046406	1	1
DGKA	318.737884695544	1	145.969423936152	1	1	1	1	1
DGKD	1	1	156.317110659019	1	1	1	1	93.652401602788
DGKE	1	104.762600526008	1	1	1	1	1	1
DGLUCY	1	80.2200650655553	1	1	1	61.7640897674563	180.561454424911	1
DHCR24	1	1	1	1	215.360834291336	1	1	1
DHCR7	1	1	1	1	103.037739601073	1	1	1
DHRS1	1	1	1	1	90.3028361273235	1	1	1
DHRS2	1	1	1	1	245.681732025138	1	1	1
DHRS9	1	1	1	1	1	1	475.770422289693	1
DHTKD1	1	1	1	1	67.4078458191962	1	1	271.515653151768
DIABLO	150.28660623208	1	1	56.5087988383352	129.442903087364	1	1	68.9198358037239
DIO2	1	1	1	138.15633190298	1	1	1	1
DIP2A	195.221436692019	87.2330407156472	1	1	64.5376617353509	1	1	102.476156745636
DKC1	1	74.2464841875369	1	1	145.863268346717	72.3534533810362	250.243201140373	95.8557260889731
DKK3	1	1	1	232.592213197751	1	1	1	1
DLC1	1	311.582300043603	1	308.569426137632	1	1	601.221731296746	1
DLG1	1	1	1	1	89.5350355810112	1	1	1
DLG5	1	1	1	1	101.600646771251	1	1	1
DLGAP1.AS1	1	1	1	1	1	1	221.605868807711	1
DLL4	1	296.414011777985	1	1	1	1	1	1
DLX5	1	1	1	1	112.405538590399	1	1	1
DMKN	1	1	1	1	130.038800632754	1	1	1
DMXL2	1	1	1	1	1	315.97226785485	1	95.0932740063801
DNAAF2	1	1	124.38351889542	1	79.89082245589	1	1	1
DNAJB2	1	1	1	1	102.522170784089	1	1	1
DNAJC21	1	1	1	1	95.5019065521876	1	1	1
DNAJC25.GNG10	1	1	1	1	1	66.0407436543245	1	1
DNAJC9	176.686990494143	1	143.896832686954	1	100.354660669695	1	238.336059499917	145.568950463145
DNAL4	1	1	1	1	130.748475608954	1	1	1
DNASE1L3	1	192.87803994971	1	1	1	1	1	893.640368883208
DNM1	1	1	1	122.401736345745	1	1	1	1
DNM3OS	1	1	1	86.3985894604745	1	1	1	1
DOC2B	1	92.6812007030322	1	1	1	1	1	1
DOCK11	1	1	1	1	1	91.7077862575637	1	1
DOCK2	239.314286115928	1	241.282243504584	1	1	177.438275296083	1	257.829072089504
DOCK4	1	178.280427386239	1	1	1	150.186669332468	1	1
DOCK5	1	1	1	1	1	67.5736631698847	1	1
DOCK6	1	288.294643739994	1	1	1	1	1	1
DOCK8	573.502930768228	1	562.196949219443	1	1	303.601772884339	184.240502660438	276.850018300032
DOCK9	1	423.436439486718	1	1	1	1	1	1
DOK1	1	1	1	1	1	87.80363419781	1	1
DOK2	606.967337164373	1	1	1	1	297.639777487897	1	1
DOK3	1	1	251.618498917765	1	1	128.897157858658	157.390271468316	1
DOK5	1	1	1	1	98.6594484725975	1	1	1
DPCD	1	1	1	1	92.1941831978378	1	1	1
DPH3	1	69.790000511732	1	76.1961170416843	58.1046627061814	147.514874491395	256.813178739722	1
DPP4	1	1	1	1	1	1	1	86.7491896572767
DPT	1	1	1	713.782559799273	1	1	1	1
DPYD	240.312649888759	80.0921871268438	1	132.576216795046	1	223.749401691183	1	1
DRAM1	1	1	1	101.762024046468	85.1823900723931	215.137997029885	1	1
DSC2	1	1	1	1	269.338909077187	77.2363219192451	1	1
DSE	1	1	1	129.385480804016	1	379.973117524509	1	87.765949200155
DSEL	1	1	1	121.312517001762	1	1	1	1
DSG2	1	104.692658701955	1	1	187.937203590425	1	1	1
DSN1	1	1	1	1	1	1	1	108.199376758021
DSP	1	77.8773528039876	1	1	674.605325959763	1	1	1
DTD1	148.185672336915	80.7576981746254	1	56.5513484810831	84.1960335646888	1	1	1
DTNB	1	1	1	1	168.808332723179	1	1	1
DTNBP1	1	1	1	1	52.5340602353332	61.3969214431783	183.008581698499	223.718863180373
DTX3	1	1	1	91.5109843144084	1	1	1	1
DUSP16	156.309610863923	1	1	1	1	1	1	1
DUSP2	2154.89005738223	1	728.690830860026	1	1	386.193035738304	313.931337374387	155.906388199283
DUSP4	954.490011090264	1	1	1	125.415402524277	1	1	1
DUSP5	1	1	1	1	1	1	1	645.029750489169
DUSP6	1	485.228395602942	1	82.0541451024685	1	222.950417220176	663.569733280393	1
DUSP7	1	1	1	1	1	1	1	94.2390454535752
DYNC2H1	1	1	1	131.723079672103	1	1	1	1
DYSF	1	292.800065854873	1	1	1	1	1	1
EAF2	1	1	242.897529933854	1	1	1	1	87.1082808975514
EBF1	1	142.654356149686	169.6703642252	260.651883048598	1	1	1	1
EBP	1	1	1	1	108.209759519351	1	1	1
ECEL1	1	1	1	557.424846306409	1	1	1	1
ECHDC2	158.279961465194	1	1	127.254846874688	193.676861641493	1	1	1
ECM1	1	1	1	287.560182419769	1	1	1	1
ECM2	1	1	1	134.609091240607	1	1	1	1
ECSCR	1	158.133364654173	1	1	1	1	1	1
EDEM2	1	1	110.723144761887	1	57.2828236307947	88.9053186656906	230.117427172404	72.1427576174638
EDIL3	1	1	1	108.017365318308	1	1	1	1
EDN1	1	356.079679767656	1	1	1	1	1	1
EDNRA	1	1	1	204.987967636386	1	1	1	1
EDNRB	1	259.152281928562	1	568.848142497339	1	1	1	1
EED	148.012043037889	1	1	1	54.2899613109866	1	1	1
EFEMP1	1	1	1	932.668445427897	256.336489742859	1	1	1
EFEMP2	1	94.3137606085576	1	606.386379592226	1	1	1	1
EFHD1	1	1	1	148.473613336824	563.299819143968	1	1	1
EFHD2	222.463882736068	123.458936783115	1	1	1	395.43186030918	1	133.689121344453
EFNA1	1	448.169170825745	1	1	191.852631299126	1	1	1
EFNB1	1	258.554350057687	1	1	1	1	1	1
EFNB2	1	362.431721944583	1	1	1	1	1	1
EGFL6	1	1	1	252.889568962653	1	1	1	1
EGFL7	1	2256.5065437325	1	1	1	1	265.198086291737	1
