GeneSymbol	T_cell	Endothelial_cell	B_cell	Fibroblast	Cancer_cell	Myeloid_cell	Mast_cell	pDC
IGFBP7	1	14585.8182017254	1	9006.61059963863	1	124.261049544413	1	1
IGFLR1	1	1	1	1	1	120.732558894455	1	406.732159633952
IGHA1	1	1	5193.96178544115	1	1	1	1	1
IGHA2	1	1	592.939673600142	1	1	1	1	1
IGHG1	1	1	8234.08035639626	1	1	1	1	1
IGHG2	1	1	2706.70858537329	1	1	1	1	1
IGHG3	1	1	1632.93698729952	1	1	1	1	1
IGHG4	1	1	1002.11818642872	1	1	1	1	1
IGHM	1	1	1960.8705498574	1	1	1	1	634.473026566299
IGHV5.78	1	1	274.5626626092	1	1	1	1	1
IGKC	1	1	13382.9256512937	1	1	1	261.613990722828	943.113763442804
IGKV1.12	1	1	537.66458748418	1	1	1	1	192.316247334414
IGKV1.5	1	1	16819.5477265117	1	1	1	1	1
IGKV3.11	1	1	12200.1019463729	1	1	1	1	1
IGKV3.15	1	1	12002.7374078778	1	1	1	1	1
IGKV3.20	1	1	17113.6287107427	1	1	1	1	1
IGKV4.1	1	1	19716.1777930248	1	1	1	1	1
IGLC2	1	1	2524.27611498881	1	1	1	1	390.947593217893
IGLC3	1	1	852.094131024194	1	1	1	1	200.863724085065
IGLL5	1	1	456.189072064135	1	1	1	1	1
IGLV2.14	1	1	21732.7174717359	1	1	1	1	1
IGLV3.1	1	1	2837.37668544814	1	1	1	1	1
IGLV3.21	1	1	10621.3524562525	1	1	1	1	1
IGSF6	1	1	1	1	1	522.407327559114	1	185.173862563313
IKBKE	1	1	1	1	1	58.6922498387418	1	1
IKZF1	763.217838131653	1	458.411880825252	1	1	143.318005069754	388.924902714212	728.887554321648
IKZF3	649.846171010763	1	474.886763131489	1	1	1	293.043551104589	1
IL10	1	1	1	1	1	131.538987435762	1	1
IL10RA	715.748319817955	1	202.40431672233	1	1	285.152737760652	1	444.080022651808
IL12RB1	149.617758773434	1	1	1	1	1	1	1
IL16	616.183868238426	1	554.087005465423	1	1	76.5570551811509	1	317.15115235222
IL18	1	1	1	1	1	265.234746870721	579.643948044955	72.9536765424024
IL18BP	1	182.766096038348	1	1	1	167.333104886507	1	1
IL18R1	1	1	1	1	1	1	587.68192068107	188.540733032151
IL1B	1	1	1	1	1	1901.80507181682	1	1
IL1R1	1	145.257181519757	1	171.23441096551	1	1	1	1
IL1RL1	1	1	1	1	1	1	2183.55503659614	1
IL1RN	1	1	1	1	1	798.246165665954	1	1
IL21R	203.11432400577	1	1	1	1	1	1	1
IL27RA	344.631711863921	1	233.57036517509	1	1	1	1	91.4646481045283
IL2RB	784.142618658475	1	1	1	1	1	1	1
IL2RG	2151.8500885184	1	1018.45862114625	1	1	219.397090986933	195.180967862731	606.618251373164
IL32	8208.2592622945	1086.54247146285	338.100961211723	345.691937626787	557.408669871525	243.444370637985	1	1
IL33	1	580.696837736062	1	114.664674909654	1	1	1	1
IL3RA	1	377.789269764127	1	1	1	1	1	1302.81654964468
IL4I1	1	1	1	1	1	351.339369675976	1	1
IL6R	1	1	1	1	1	127.838423280701	1	104.37517994852
IL7R	3178.87276856379	1	1	1	1	328.793315341948	1	1
IMMP1L	1	1	1	1	125.483676938534	1	277.102642813857	61.3059226080131
IMPA2	1	1	1	1	117.099440678192	1	1	1
INAFM1	1	1	1	151.030139816365	52.3848001123535	1	1	1
ING2	1	1	1	1	1	1	201.866964747505	1
INHBA	1	1	1	208.704189582533	1	1	1	1
INHBB	1	250.686642666455	1	1	58.1474583763691	1	1	1
INKA1	1	1	1	1	1	1	450.787587034284	1
INO80D	1	1	1	1	1	1	1	95.9226216790825
INPP1	1	184.012001599435	1	76.8536330563823	1	1	1	1
INPP4A	162.209304722371	1	1	1	1	1	1	501.637548002074
INPP4B	355.675977279839	1	1	1	100.921868433139	1	1	1
INPP5D	309.332320841323	86.0941951587804	533.87354824026	1	1	135.691527072211	1	238.736884554536
INPP5K	1	99.9397911966428	1	1	1	1	1	1
INSR	1	673.935481472204	1	1	170.808606423018	1	1	1
IPCEF1	179.773303007459	1	1	1	1	1	1	1
IPO11	1	208.365279689102	1	1	1	1	1	1
IQCB1	1	1	124.441245424214	1	71.1424895931311	1	1	1
IQGAP2	303.521164584744	1	1	1	1	148.922283729061	200.892188914126	377.5231669113
IQSEC1	1	97.062010363325	1	1	1	73.9287556812189	1	298.004349776353
IRAK3	1	98.0603253447815	1	1	1	126.205174229625	1	1
IRF4	1	1	140.826171557097	1	1	1	1	1252.36445514548
IRF5	1	1	154.37829121999	1	1	111.244921044224	1	70.6160791720993
IRF6	1	1	1	1	254.705204182012	1	1	1
IRF7	617.171789335595	184.010848376731	951.643300064748	90.5600966956753	141.676136071411	274.578019445633	1	8555.69156818837
IRF8	1	1	857.925075638482	1	1	269.80374103413	1	5066.40897647896
IRS2	1	1	1	132.599655286101	61.1905853040747	99.0595432526279	251.869324703652	1
IRX3	1	1	1	1	371.843146512541	1	1	1
ISG20	1965.60943848236	212.7158931938	2232.4785915495	1	169.769813355214	178.33450228299	1	1279.6825520284
ISLR	1	1	1	1173.59861694737	97.9476038948709	1	1	1
ISOC1	1	1	1	1	116.062032330772	1	1	1
ITFG2	1	1	151.953939407296	62.6150543803686	70.3201577013412	1	1	97.0649101108805
ITGA1	1	343.904590174852	1	231.735427250802	1	1	1	1
ITGA11	1	1	1	127.530701656915	1	1	1	1
ITGA4	603.328463694914	1	478.267909518864	1	1	177.12387503455	370.467803743454	255.122140373555
ITGA5	1	587.716270072483	1	135.798537183502	1	124.54112205377	1	1
ITGA6	1	780.258875511425	1	1	146.824437016744	1	1	1
ITGA9	1	127.146173425799	1	1	1	1	1	1
ITGAL	411.828383551373	1	1	1	1	74.1883848303059	1	95.3022718680801
ITGAM	1	1	1	1	1	182.076828340311	160.058615350606	1
ITGAX	1	1	1	1	1	233.581508642664	1	1
ITGB2	1280.71334009308	1	345.181308353137	1	1	1355.70118398981	1	205.102010598917
ITGB4	1	193.678114978582	1	1	182.950816034745	1	1	1
ITGB5	1	1	1	229.545455047936	50.3882419971557	1	1	1
ITGB7	293.437643858144	1	228.806783825791	1	1	61.1296539643207	1	91.0221085873723
ITGB8	1	1	1	1	108.724904116753	1	1	1
ITGBL1	1	1	1	156.299084699933	1	1	1	1
ITIH5	1	143.273041842048	1	206.651489586844	1	1	1	1
ITK	599.954681509819	1	1	1	1	1	1	1
ITM2A	790.522195244973	540.868303345701	1	1136.97277631778	1	1	637.858198530108	1
ITPK1	1	1	1	1	1	74.4745775616009	1	1
ITPRIP	1	232.739626410845	1	61.2533530755089	1	1	1	1
IVD	1	1	1	1	69.7262363516013	1	1	227.069952636709
JADE1	153.286742030023	1	1	91.5080805152175	1	1	1	1
JAG1	1	384.370874831814	1	255.659656259328	1	1	1	1
JAG2	1	383.464775313101	1	1	1	1	1	1
JAK2	1	1	1	1	1	109.705526060285	1	175.818703675129
JAK3	455.58030778992	69.9570068909755	266.708860804446	1	1	67.8903890557622	1	128.220843607421
JAM2	1	431.350276382797	1	137.392214922885	1	1	1	1
JAML	185.190366188637	1	1	1	1	157.679935967753	1	666.141982482373
JAZF1	1	1	177.866905208475	65.4635987044413	1	1	429.714537525572	129.861111365751
JCAD	1	357.207009099908	1	1	1	1	1	1
JCHAIN	1	1	7088.80262665265	1	1	1	1	7381.51027370773
JDP2	1	1	1	1	1	62.0711870234558	1	1
JMJD6	162.958032455425	1	1	1	1	60.2795598706215	1	1
JPT2	1	1	1	1	151.418960760741	1	1	1
KALRN	1	107.806580370471	1	1	1	1	1	1
KANK2	1	1	1	240.553646924459	1	1	1	1
KANK3	1	249.696827062269	1	1	1	1	1	1
KANSL1.AS1	1	1	1	1	1	66.1948353698742	1	1
KAT2B	1	1	1	1	1	1	1	76.5479814988545
KAT6B	171.436101793971	68.9110755455662	1	104.578516104082	100.653900182612	1	1	1
KBTBD2	1	131.230793283167	1	1	1	1	1	1
KCNA3	202.417747647551	1	1	1	1	1	1	1
KCNA5	1	1	1	1	1	1	1	102.486843771216
KCNAB2	284.934125300717	1	1	1	1	197.407983265417	1	216.932407732046
KCNE3	1	1	1	1	1	1	231.495396703155	1
KCNE4	1	1	1	221.224161559665	1	1	1	1
KCNJ8	1	1	1	120.180827328659	1	1	1	1
KCNK6	1	1	1	1	75.3712212420526	98.5173519688599	258.784374790385	1
KCNMA1	1	1	1	1	318.84297412498	157.782670654985	1	1
KCNN4	1	1	148.733022084439	1	1	68.4621740045182	1	1
KCTD1	1	1	1	1	111.833939863454	1	1	1
KCTD5	1	1	1	1	1	1	1	395.853566421205
KDELC2	1	1	1	122.123195284908	1	1	1	1
KDM1A	1	1	1	1	74.2218928564991	1	1	140.485214857774
KDM3B	1	1	1	1	1	1	1	99.3053235736142
KDM4B	1	1	1	1	110.935320959979	1	1	218.772501655436
KDM4C	1	1	207.774487808423	1	1	1	1	1
KDM6A	169.752329981037	1	162.514222301051	1	55.3334215980634	1	1	100.000982993539
KDM7A	1	1	1	1	1	82.4668439892989	1	1
KDR	1	644.126947034331	1	1	1	1	1	1
KIAA0355	1	254.769825466868	1	1	1	1	1	1
KIAA1147	1	90.2642789814047	1	1	1	1	1	1
KIAA1211L	1	96.7180656049796	1	1	1	1	1	1
KIAA1324	1	1	1	1	201.832666041711	1	1	1
KIAA1468	1	1	1	1	1	1	1	85.8704608876286
KIAA1522	1	1	1	1	163.860836565436	1	356.803375013553	1
KIAA1551	1098.88670855915	169.207675027001	671.316602797731	1	119.11057348529	176.715906422307	1	235.073168605508
KIDINS220	1	116.277165463037	1	118.883254999853	91.8605880849986	83.9511622360272	286.861184461308	1
KIF12	1	1	1	1	129.193891914522	1	1	1
KIF13B	1	1	1	1	57.2883117392273	1	374.413988406308	1
KIF20B	1	1	1	1	1	1	210.839848053148	99.8565204171241
KIF21A	1	1	1	1	97.6961450340614	1	1	1
KIF22	151.062280077605	1	1	1	200.489905344693	1	1	1
KIF9	1	1	1	1	88.6728479745013	1	1	1
KIFC2	1	1	1	1	86.872559665654	1	1	1
KIRREL1	1	1	1	114.104467567994	1	1	1	1
KIRREL3	1	1	1	1	1	1	1	122.940498628571
KIT	1	1	1	1	1	1	3315.90946726919	1
KLF2	304.726243887746	707.925228932468	412.161580105918	88.4506885382826	1	145.684562572457	1	1
KLF5	1	1	1	1	138.507600171159	1	1	1
KLF7	1	163.268576853438	1	62.8078176635064	1	1	1	1
KLHDC7B	1	1	1	1	1	1	244.541171320652	1
KLHL5	1	133.297027601572	1	1	1	1	1	1
KLHL6	1	1	166.110339853975	1	1	77.0096642809213	344.233921395306	247.073751812765
KLRB1	696.3643640809	1	1	1	1	1	1	1
KLRD1	537.925513386974	1	1	1	1	1	1	1
KLRG1	334.028271292024	1	1	1	1	1	416.822361796599	1
KMO	1	1	1	1	1	79.107542744931	1	208.830972127727
KMT2B	1	1	1	1	1	1	1	121.927645527739
KMT2E.AS1	1	1	1	1	89.165524627362	1	1	1
KRT14	1	1	1	1	6489.58412889455	1	1	1
KRT15	1	1	1	1	3357.49972250108	1	1	1
KRT16	1	1	1	1	340.431291362225	1	1	1
KRT17	1	1	1	1	1543.32428150798	1	1	1
KRT18	315.923837488619	167.931635606813	247.652512448994	1	2492.95245732479	1	356.407916548341	1
KRT19	388.490860115841	129.422925669805	239.02899564679	1	4964.44685865533	1	664.548674847316	1
KRT23	1	1	1	1	648.030370720623	1	1	1
KRT5	1	1	1	1	842.618625467793	1	1	256.140927015446
KRT6B	1	1	1	1	322.470980704489	1	1	1
KRT7	1	1	1	1	1255.19101909988	1	1	1
KRTCAP3	1	1	1	1	385.888746341542	1	1	1
KYNU	1	1	222.509468126937	1	1	198.251772720728	1	177.161890373262
L3MBTL3	1	1	1	1	1	1	1	112.863796446734
LACC1	1	1	1	1	1	76.9191149000034	1	1
LACTB	1	1	1	1	1	210.428134637627	1	1
LAD1	1	1	1	1	121.511616538593	1	1	1
LAG3	1061.67187065364	1	1	1	1	1	1	1
LAIR1	1	1	1	1	1	413.146137048807	365.923772240107	481.269182915287
LAMA2	1	1	1	279.374072968708	1	1	1	1
LAMA4	1	620.432571465302	1	535.770329010772	94.2933242990349	1	1	1
LAMA5	1	314.306640036298	1	1	83.2835941091877	1	1	1
LAMB1	1	530.457900446532	1	466.522694611235	1	1	1	1
LAMB2	1	322.12782611695	1	364.66622302242	118.084414494721	1	1	1
LAMB3	1	1	1	1	223.208917041692	1	1	1
LAMC1	1	424.521741536095	1	461.810774660991	76.8755916918785	1	1	1
LAMC2	1	1	1	1	136.936970086204	1	1	1
LAMP5	1	1	1	1	1	1	1	756.391629954298
LAPTM5	2449.63780569767	266.769301206644	3910.37726695531	1	1	2978.23774676668	2587.99145629171	1620.35051907779
LARP6	1	1	1	104.918754738167	221.622646061751	1	1	1
LAT	1065.37490848884	1	1	1	1	1	1482.67299426093	1
LAT2	1	1	768.143917966058	1	1	208.963911143381	647.096363989732	1
LATS1	1	1	1	66.3349442305101	1	1	181.504152309389	1
LAX1	1	1	110.375607717816	1	1	1	509.703526043744	1
LAYN	1	119.664689491897	1	1	1	1	1	1
LBH	989.904694969721	217.01607309215	822.949491475304	399.025755784631	1	1	279.177956763753	1
LCK	1500.33050041429	1	172.91213195885	1	1	1	1	1
LCN2	1	1	1	1	2619.41651333512	1	1	1
LCP1	1595.71980204124	1	893.983218379959	1	1	1392.10492933923	974.355330474642	930.64432611022
LCP2	1164.56468372676	92.8699791514236	1	1	1	488.501121778873	885.252075786663	83.1100249674555
LDB2	1	615.634048484913	1	134.27717401748	1	1	1	1
LDLRAP1	219.06250962396	1	1	1	1	1	1	1
LEF1	229.731897102176	96.0483363218514	1	1	1	1	1	1
LEMD3	1	1	1	1	1	1	1	106.8552229909
LEO1	1	1	1	1	1	1	548.713758077959	1
LEPR	1	102.925738316765	1	1	1	1	1	1
LGALS2	1	1	1	1	1	275.799591163036	1	1
LGALS3	480.385328151985	1087.87868393818	1	1455.57807637315	1233.70363919376	2506.09139770549	3270.2390842322	1
LGALS3BP	1	167.312569307384	1	1092.93393501409	261.931836678504	252.502333742672	1	1
LGMN	1	115.75693321828	1	238.704685845021	85.2427329118765	1240.34215611349	1	588.048413934774
LHFPL2	1	1	1	185.362600365938	1	298.185929406216	1	249.723136902983
LHFPL6	1	306.559658439161	1	1050.16633953984	1	1	1	1
LHPP	1	1	212.009450709478	1	121.847296463692	1	1	1
LHX6	1	133.080453201055	1	1	1	1	1	1
LIF	1	1	1	1	1	1	439.377937819132	1
LIFR	1	413.144248767205	1	1	1	1	1	1
LILRA2	1	1	1	1	1	100.118404874937	1	1
LILRA4	1	1	1	1	1	1	1	2980.23553468146
LILRA5	1	1	1	1	1	136.531117955284	1	98.3843812361664
LILRA6	1	1	1	1	1	82.6608468018441	1	1
LILRB1	1	1	1	1	1	271.277969569462	1	357.095588861894
LILRB2	1	1	1	1	1	366.251230368088	1	93.7411430497747
LILRB3	1	1	1	1	1	188.890458419873	1	1
LILRB4	1	1	1	1	1	653.432732734959	1	1017.71365564081
LILRB5	1	1	1	1	1	118.319668954952	1	1
LIMA1	1	289.454824863465	1	540.548905674738	126.610609219957	1	1	1
LIMD1	1	1	1	1	1	1	1	160.050656273088
LIMD2	2182.63085399965	93.4904053049751	2283.63400279642	82.6989747045919	1	353.738517467306	241.166246458229	538.78698216004
LIME1	212.573918695866	1	1	1	1	1	1	252.742299065058
LIMK1	1	1	1	1	1	85.1896329054746	1	1
LIMS2	1	475.038420634307	1	70.8833944296444	1	1	1	1
LINC00467	1	1	1	1	132.204718621257	1	1	1
LINC00649	181.782529415966	1	1	1	1	1	1	1
LINC00665	1	1	1	1	164.998133431257	1	1	1
LINC00861	451.31110062485	1	1	1	1	1	1	1
LINC00909	1	1	1	1	1	1	1	130.654694931537
LINC00926	1	1	583.710857065652	1	1	1	1	1
LINC00996	1	1	1	1	1	1	465.770365324683	740.078228207298
LINC01094	1	1	1	1	1	74.3132190721252	1	1
LINC01315	1	1	1	1	241.970893579023	1	1	1
LINC01684	1	1	1	1	1	1	1	143.921336630538
LINC01781	1	1	574.894523648115	1	1	1	1	1
LINC01857	1	1	435.344666340573	1	1	1	1	1
LINC01871	418.119744120267	1	1	1	1	1	1	1
LINC01943	297.620611898325	1	1	1	1	1	1	1
LINC02132	1	1	1	1	1	1	1	173.66586390106
LINC02207	1	1	1	1	1	1	1	89.8320011272174
LINC02381	1	1	1	90.2368743672586	1	1	1	1
LINC02397	1	1	497.751177507087	1	1	1	1	1
LIPA	1	230.500430829192	1	131.085598807854	51.3103370659269	752.081884742755	1	78.7065825631113
LIPE	1	101.051689252863	1	1	1	1	1	1
LIX1L	240.96084090613	131.25984747777	1	145.785699198808	1	1	180.21917925195	1
LMBR1	1	160.535173965626	1	1	57.0427570925832	1	1	1
LMBR1L	1	102.711998381544	1	1	1	1	1	1
LMCD1	1	580.697238345818	1	211.783598740324	132.701915114049	1	1	1
LMNB1	1	1	1	1	1	78.942008513246	1	1
LMO2	1	198.507024644409	1	1	1	1	1	1
LMOD1	1	1	1	125.295742490187	1	1	1	1
LOX	1	1	1	351.460249233326	119.127197895813	1	1	1
LOXL1	1	1	1	238.029088012578	1	1	1	1
LOXL2	1	142.237759028667	1	218.97509981617	1	1	1	1
LPAR1	1	1	1	168.269414128378	1	1	1	1
LPAR5	1	1	202.177294929175	1	1	1	1	1
LPAR6	1	535.572416183115	1	1	1	150.608515988842	1	1
LPCAT1	1	78.8924779278851	142.799815428301	1	60.7158880710846	83.4721367922326	1	1
LPCAT2	1	174.142709903164	1	1	1	135.479849003924	591.869464112639	1
LPCAT4	182.447633992613	191.438782255937	1	1	1	1	1	1
LPIN1	248.104861593069	1	271.642973863336	1	100.708348114845	1	226.495844018819	166.330749248518
LPIN2	261.736779028806	1	1	96.140162402069	54.2269227127713	113.830617749823	1	1
LPL	1	1	1	644.718668784761	1	1	1	1
LRBA	273.79047621158	1	192.946969194456	1	119.56319324646	1	1	92.7699641914384
LRCH1	1	166.775681159337	156.527151323299	1	1	1	235.201363457677	1
LRIF1	1	1	197.357915493198	1	85.016881411496	1	1	100.323246082342
LRIG3	1	1	1	79.8337228310793	1	1	1	1
LRMDA	1	104.741797328041	1	1	1	123.790468040163	267.540477976688	1
LRMP	1	85.1665480818704	298.371507184319	1	1	1	1	60.0460630101953
LRP1	1	1	1	1483.4575903033	1	437.428785045873	1	1
LRRC15	1	1	1	126.132576829001	1	1	1	1
LRRC17	1	1	1	116.954036487471	1	1	1	1
LRRC25	1	1	1	1	1	192.74684272404	1	163.194738788483
LRRC26	1	1	1	1	101.186627302311	1	1	1063.73461244704
LRRC28	1	1	1	1	144.592435881719	1	1	1
LRRC8A	1	209.897499552285	1	71.1085904450174	1	1	1	1
LRRC8C	1	146.762226632564	1	1	1	1	1	1
LRRC8D	1	1	1	1	1	1	1	76.8942226949531
LRRCC1	1	1	1	1	112.870604871526	1	1	1
LRRK1	1	1	154.099052639809	1	1	68.5872509909064	1	244.974401534038
LRRK2	1	1	1	1	1	97.4120055193003	1	1
LRRN4CL	1	1	1	148.322723734541	1	1	1	1
LSP1	1965.98726333163	1	1338.13544745139	501.481950226512	1	1302.41499664984	1	1421.37195730026
LSR	1	113.100964798961	1	1	417.685404018599	1	1	1
LST1	1	1	1	1	1	1047.06357859021	1	228.399771499209
LTA	1	1	242.144000975074	1	1	1	1	1
LTB	2880.8113414264	1	3183.90687707752	1	405.563467267136	1	1	3190.51067640409
LTBP1	1	1	1	238.998406549922	1	1	1	1
LTBP2	1	1	1	188.540419723665	1	1	1	1
LTC4S	1	88.8762049241234	1	1	1	1	3280.81775782777	1
LTV1	1	1	1	1	1	1	1	147.659021978866
LUM	1	1	1	5222.80510459052	1	1	1	1
LUZP1	1	236.771166504623	1	88.9653440204048	1	1	1	1
LXN	1	189.745501461466	1	105.874769737912	73.9055143418091	1	198.123557899755	1
LY86	1	1	570.764750059665	1	1	225.842744471319	1	1
LY9	230.398749162899	1	415.390807985891	1	1	1	1	206.368088752237
LYAR	266.764743949246	69.0243342286109	1	1	57.1727103500841	99.1784200157029	1	1
LYL1	1	80.2511154694557	321.925554413516	1	1	1	243.028687073206	1
LYPD3	1	1	1	1	88.9200594743816	1	1	1
LYPLAL1	1	1	146.895314025839	59.5597830722482	110.741057922323	63.2790024711699	1	1
LYRM1	1	1	143.732401682755	1	127.038334658015	1	1	1
LYRM7	1	1	1	1	1	1	1	95.8917112367228
LYZ	1	1	1	1	1	5828.21046929743	1	1
MACROD1	1	1	1	1	143.862945580034	1	1	1
MAD1L1	191.14355817487	1	1	1	1	86.457321452337	1	1
MAF	220.223233818658	1	1	154.05581858616	67.7237482511194	190.542401951096	1	1
MAFB	1	131.381913765252	1	273.069256705148	119.381123484542	1162.99205312858	1	1
MAGEF1	1	1	1	127.241579420523	209.199552112488	1	1	1
MAGI1	1	295.073881475035	1	1	71.4959386607619	1	1	1
MAL	219.323607784035	1	1	1	1	1	1	1
MAL2	1	1	1	1	405.806010386674	1	1	1
MALL	1	414.393908915889	1	1	167.494646492089	1	1	1
MALT1	153.194479034472	1	1	1	1	1	1	170.462053588522
MANBA	1	1	161.091174434934	1	1	164.891712044295	225.645816712301	1
MAOB	1	1	1	1	203.424110734666	1	1320.11527874958	1
MAP1A	1	1	1	144.930471410934	1	1	1	1153.5038444046
MAP1B	1	296.351779213102	1	411.081949242508	111.237195623617	1	1	1
MAP2K6	1	1	1	1	1	1	1	247.840824337555
MAP3K1	1	1	222.085295165693	1	90.2804514730746	93.8541278374516	1	102.737539279004
MAP3K14	1	1	1	1	1	1	1	211.881889521979
MAP3K5	1	1	1	1	1	1	1	79.5446878460433
MAP4K1	328.41714007316	1	237.054405733726	1	1	1	1	225.643606175035
MAP4K2	1	1	202.617927908446	1	1	1	1	1
MAP4K5	1	114.072733733916	1	130.931939777489	84.5119173855788	1	239.369059373079	1
MAP7	1	1	1	1	87.2480557778357	1	1	1
MAPK11	1	110.185447080088	1	1	1	1	1	1
MAPK13	1	1	1	1	148.235948088602	1	1	1
MAPK6	1	1	1	63.3289615164418	57.9432729165465	95.573644828069	234.30176191196	1
MAPK8IP3	1	1	155.408413986683	1	97.7576932591079	1	1	128.301170137739
MAPKAPK2	1	89.4975477581828	1	100.178898912737	82.2738216702233	102.828577675802	1	1145.42855390478
MAPKAPK3	182.46405920465	1	1	1	1	177.687849247384	1	309.938012643575
MAPT	1	1	1	1	165.817255139851	1	1	1
MARCH1	1	1	635.520562305729	1	1	322.978425005447	1	353.697736286181
MARCH3	1	1	212.827064787283	1	72.299045078784	1	556.282593022709	1
MARCH9	1	1	1	1	1	1	1	98.6016928334441
MARCO	1	1	1	1	1	424.30822104341	1	1
MARVELD1	1	1	1	119.605495131457	1	1	1	1
MAST3	1	1	1	1	1	1	1	132.732079791904
MAST4	1	287.01734374653	1	1	96.2202528912425	1	358.280736846	1
MATK	309.647284568723	1	1	1	1	1	186.389671054218	1
MATR3	184.25329208999	1	176.133824722822	1	67.8344941702793	1	202.850133453779	1
MBOAT2	1	1	1	1	121.985040168963	1	1	1
MBOAT7	1	1	1	1	113.720319320917	120.532887904072	318.90432832027	1
MCAM	1	565.439189387582	1	292.00968996341	1	1	1	1
MCF2L	1	271.957555049837	1	1	1	1	1	1
MCM4	1	1	1	1	94.6947207446814	1	1	1
MCM5	1	1	209.973165463198	1	74.3541566356626	88.7007570506108	1	195.293006968489
MCM7	1	86.6394540504694	1	1	257.970907901512	1	1	1
MCOLN1	1	1	1	1	64.7494540919284	191.099016239811	1	1
MCOLN2	1	1	1	1	1	1	1	308.819765522828
MCRIP2	1	1	1	1	147.351363809376	151.688480696841	1	1
MCTP1	1	500.999282079033	1	1	1	154.376084942944	312.312306191036	83.7336967498482
MCTP2	1	1	1	1	1	1	338.999155429234	1
MDFI	1	1	1	1	246.178799690382	1	1	1
MDK	1	320.371876752551	1	1057.00752869331	811.126875431521	1	1	1
MDP1	1	1	1	1	1	1	1	77.6507011048076
ME1	1	1	1	1	1	90.6397772481631	1	1
MECOM	1	286.36075132601	1	1	1	1	1	1
MEDAG	1	1	1	147.926230724151	1	1	1	1
MEF2C	1	597.670580683463	1275.38949138635	227.888930573589	102.417255192646	253.259726476177	1	706.277044401017
MEG3	1	1	1	603.407164038326	1	1	1	1
MEI1	1	1	91.6276865296323	1	1	1	1	1
MEIS2	1	1	1	172.793429149081	1	1	259.460696009375	1
MELTF	1	1	1	1	140.780613316087	1	1	1
MEOX1	1	188.257817517384	1	1	1	1	1	1
MEOX2	1	152.139617043861	1	1	1	1	1	1
MERTK	1	1	1	1	1	147.15087388286	1	1
MEST	1	1	1	157.194547170261	1	1	1	1
MET	1	168.940569971477	1	1	91.8952278481985	1	1	1
METRN	1	1	1	1	107.616285475969	1	1	1
METRNL	1	1	1	67.0616649986069	1	180.511053322806	1	1
METTL21A	1	1	209.884520605356	1	1	63.8833736614468	325.229854547609	98.5511593845319
MFAP2	1	117.094657606139	1	576.828857971797	74.7790513360785	1	1	1
MFAP4	1	1	1	1016.10236663629	1	1	1	1
MFAP5	1	1	1	648.668256931233	281.756580365856	1	1	1
MFGE8	1	82.7038737216959	1	769.721723065388	3662.7271021781	1	1	1
MFSD12	1	1	1	1	1	133.549105456005	1	194.812440651112
MFSD3	1	1	1	1	97.0924205233037	1	1	1
MGAT4B	1	87.3167489287767	1	1	1	1	1	1
MGP	1	1770.71357749778	1	12497.6286216841	25138.0862111148	1	1	1
MIA	1	1	1	1	255.182922369173	1	1	1
MIAT	171.271279279211	1	1	1	1	1	1	1
MIB2	1	1	1	1	52.3714081664112	1	1	147.951567623949
MICAL1	147.031883002907	1	1	1	1	115.063733167918	1	215.370547563494
MICAL2	1	1	1	89.0065309494777	1	1	1	1
MICAL3	1	70.7697829890415	165.245715347643	1	57.7307531572471	1	1	1
MIER2	1	145.383537996418	1	1	1	1	1	1
MILR1	1	1	1	1	1	86.6328897946774	1	200.200595162806
MINCR	1	1	1	1	109.888726417188	1	1	1
MIOS	1	1	1	1	1	61.3418581513488	1	1
MIR155HG	245.493118047362	1	236.065796342962	1	1	90.5489976581091	1	116.913889469525
MIR99AHG	1	1	1	211.083649394119	1	1	1	1
MITF	1	1	1	82.4656987948772	1	158.091691991085	952.732770572422	1
MKNK1	1	1	1	1	1	149.544187574859	1	1
MLF1	1	1	1	1	136.300414761781	1	1	1
MLKL	1	127.62902108952	1	1	1	1	1	1
MLLT1	1	1	1	1	1	1	1	87.7678713684506
MLLT3	268.405105789408	1	1	1	68.1707361529706	1	1	1
MLPH	1	1	1	1	228.364270353373	1	768.112157977185	1
MMD	1	1	1	1	1	79.8110502606228	1	1
MMP11	1	1	1	1209.63208119641	1	1	1	1
MMP14	1	208.195943672876	1	697.718865286066	1	209.076515520444	1	1
MMP15	1	139.636245715638	1	1	1	1	1	1
MMP19	1	1	1	216.092747689879	1	549.651528386119	1	1
MMP2	1	506.798174150425	1	2069.15643988099	1	1	1	1
MMP23B	1	1	1	189.440809802927	1	1	1	225.423152583599
MMP28	1	116.530396749438	1	1	1	1	1	1
MMP7	1	1	1	1	687.428397492372	1	1	1
MMP9	1	1	1	1	1	920.392436235271	1	1
MMRN1	1	194.888120007948	1	1	1	1	1	1
MMRN2	1	712.804323357183	1	1	1	1	1	1
MNDA	1	1	1	1	1	497.666508791478	1	78.6786250466538
MOB1B	1	1	1	1	1	72.3388331302403	1	129.814474785927
MOB3A	191.596732853736	1	209.376239643331	1	1	111.109556911894	1	88.6878272139106
MOB3B	1	1	1	82.5571059284695	1	1	1	1
MOCS2	1	112.194156196284	1	124.428794223277	141.988773433988	76.2807199317309	311.853358939088	1
MOSPD2	1	1	1	1	1	55.1497871860728	1	1
MOV10	1	98.1967803439821	1	1	1	1	1	1
