"B_cell","Cancer_cell","Endothelial_cell","Fibroblast","Mast_cell","Myeloid_cell","pDC","T_cell"
"CAVIN1",-3.75789709934111,0.676668815844633,4.87440890292364,4.54955875826,0.0485888712931704,-0.900315197422228,-3.66734625935313,-1.82366679220497
"HLA-DRB5",1.3613480110793,-1.4802863664515,1.97140799046647,-4.39028172721737,-3.87498510799881,4.00862573331852,2.53189277390922,-0.127721307105817
"TAGLN",-1.74222690992447,3.0093973386894,1.15185867644003,6.17086531446241,-4.32705670716502,0.164231317983879,-3.45135753260689,-0.975711497879336
"NNMT",-3.29084454171805,2.31824045327363,4.31686899023945,5.5021368910207,-3.05316582957599,-1.2426785126849,-2.98406793121425,-1.56648951934059
"CD24",1.51719581580226,5.78787462820769,-1.10627000731749,-0.668370019880763,-1.5230872331864,-1.02201003052783,-2.24167218384799,-0.743660969249476
"CLU",-3.98386138449003,2.83827661965168,2.21836637162968,2.25494767656,5.18734491459738,-2.30440043307047,-5.12925870323471,-1.08141506164354
"CAV1",-1.37188220253639,0.599813990936597,5.83499567313247,4.59128934706951,-3.54675693554073,-1.43045813429616,-2.79638132615496,-1.88062041261035
"CRIP2",-1.45538035134618,2.87289062379054,5.62472735685135,3.32806623635393,-4.11438274798834,-1.96025032581308,-4.24212056835824,-0.0535502234899883
"IGHA1",7.60982554745008,-1.31922533713596,-1.35795204696665,-0.331496573774996,-1.23409398118885,-1.19935681173505,-2.18197279434805,0.0142719976994696
"C1QC",-1.66128725713892,-1.1323580148208,0.453868904139133,-1.1604155924885,-3.20363063073617,7.92245343213654,-1.21812380251832,-0.000507038572962859
"SELENOP",-2.68437664891342,2.90754868093042,2.28952886236629,3.44387643846079,-4.00549590570943,4.23695444988622,-4.04118109427353,-2.14685478274735
"GNLY",-0.239965573007624,-1.40929288646689,-0.483881087172927,-0.812135895294539,-0.820878141044422,-0.51115334343857,-2.89757935784914,7.17488628427412
"S100A9",-2.25529297804881,3.30036132438867,-0.974755697947871,-1.62991858614258,-2.46173705962543,6.8243847477517,-1.76292912923813,-1.04011262113755
"LUM",-1.77782592151874,0.112735933688338,-0.290029095864757,7.83005490932266,-2.99708657242554,-0.482579678959366,-2.24890474995071,-0.146364824291877
"CTGF",-1.42716443120903,1.17584999371195,3.86337998909732,5.99559899147981,-3.2376173581188,-1.46212365546684,-3.50513999617068,-1.40278353332373
"GNG11",-1.43582452413878,-1.47910228455592,6.75137388147069,3.82577523702344,-3.05449589931301,-0.249380992137203,-2.44621193434787,-1.91213348400134
"DERL3",4.68402527213848,-1.7025051834119,-1.58980399274371,0.535541375719044,-3.21715781311937,-1.93515753453679,5.70147438164777,-2.47641650569353
"SERPINF1",-2.22823514397917,-1.23933071262594,-1.89760254197356,5.00276979234283,-2.08106345492757,1.78386049835798,3.68362959949309,-3.02402803668766
"HSPG2",-3.08293285731025,-0.0934602308027287,6.32397453753189,3.47276541810478,-0.566295372119508,-1.70829822207142,-1.50093639132158,-2.84481688201117
"PLEK",1.54888105620182,-3.43341500061102,-3.42464412006096,-3.70220867008632,-0.754008840239555,3.43802010042402,4.98484155565152,1.34253391872048
"BGN",-1.9815577327454,1.43629263624712,3.22179138094661,6.3291751888081,-3.37816113200784,-0.97802688265487,-3.2524422231983,-1.39707123539542
"BCAM",-1.88833079812927,4.15445193623835,5.42160789122185,2.45283102127529,-2.89103795455453,-1.90358903454025,-3.35883095933736,-1.98710210217408
"IGHV5-10-1",3.77830056026583,-0.703395922584978,-0.0155283493750593,-0.604083586569774,-0.360992103872019,-0.820035058570082,-1.04349858912463,-0.230766950169284
"PDK4",-2.32632546464548,0.362406244313794,4.39389559990599,2.66165693266227,-3.96747584728409,3.73311161122783,-3.02722811226989,-1.83004096391042
"COL6A2",-1.98007771027231,1.10692342873471,2.62411308603621,6.70655126552825,-3.68773273008967,-0.674152511686472,-3.69432278167231,-0.401302046578401
"IGKV3-11",5.86706426602563,-0.163575124144052,-1.20569643938077,-1.15368625225994,-1.33238232188564,-0.854309808728844,-0.725940072734254,-0.431474246892126
"CXCL10",-0.9004540273483,-0.497935015484884,0.0662566875190035,1.44234624772481,-1.08500845439579,4.4676873421573,-1.95645388157463,-1.53643889859751
"GPR183",1.79373177484519,-2.63243568561029,-3.42092388986636,-2.83357463203543,-2.8824330144701,2.56892536826209,5.25098959670312,2.15572048217177
"CYBB",2.42005094855219,-2.58488140065057,-1.84131587982524,-2.695109907482,-2.74607692145454,5.06206120123994,4.49778370537976,-2.11251174575953
"MYL9",-2.15155043157976,3.04370525556227,2.72172288639022,5.7004391087657,-3.86456483713902,-0.70280900078123,-3.3248477754066,-1.42209520581159
"CCL3",1.01691878637976,-2.54952559841517,-2.40290757763976,-1.77618385220465,-2.85802748636629,5.86381795701876,-1.20503057341728,3.91093834464463
"C1QB",-0.997950089118631,-1.42505389747066,0.214416407221708,-1.33410301938426,-2.41444907124959,7.56900138208012,-1.33302033624012,-0.278841375838555
"C1QA",-1.51835973846918,-0.197121091677029,-0.0305469344536552,-1.19800650100908,-2.81036397926043,7.62389743963515,-1.67340718508081,-0.19609200968496
"AQP1",-2.05890020379747,-0.101616653071233,7.57902640899566,2.40190084234648,-1.89966128167383,-1.78338695608152,-2.28815502234352,-1.84920713437455
"C3",-2.6570660222797,1.35675432447282,-1.65584860282842,6.06106469383728,-3.31069512275833,3.64901701869161,-2.1793865313985,-1.26383975773677
"POSTN",-1.52171603797743,-0.516820083733893,2.07768526963689,6.72478074856741,-2.43276227921367,-0.82443564661646,-3.00791832325161,-0.498813647411234
"FSTL1",-2.24071355303556,-0.241128587231323,4.31158592153533,6.17292334391865,-2.69891454747734,-0.619634004934572,-3.25104742510202,-1.43307114767316
"LILRB4",-0.97473202701689,-2.26893154196873,-1.32076091101241,-1.90360557925807,-2.72973238238849,5.18654118627006,5.82446577927719,-1.81324452390266
"MMP2",-2.59094365994241,-0.549354704599708,3.92224228251468,6.0119730588519,-2.05882442723772,0.470439094028759,-3.32348168367668,-1.88204995993883
"IGHV3-74",5.29452706184415,-1.16870000082365,-0.847185596182002,-0.296609660386824,0.594180822567586,-1.19518694255811,-2.09053240322712,-0.29049328123403
"CCL2",-2.71197921030922,0.150504054900061,1.44792776664306,3.76285040354197,-0.287727728157305,4.32164549277486,-3.91222255662303,-2.7709982227704
"SFRP2",-1.39485850628347,0.441575463551582,-0.818662249070931,7.60982079620322,-2.26379273088796,-0.711021770984459,-2.37675500277654,-0.486305999751444
"KRT19",-1.19090114604281,6.24307372209542,-1.23683534504864,-0.993364188578609,2.70123166168871,-1.10156115627738,-3.59199317004851,-0.829650377788189
"SERPING1",-3.1680284794302,1.14771046960572,2.65988264455367,4.90733389959233,-4.21562026046198,2.09649568861913,-0.922522123605075,-2.50525183887359
"ID3",0.286121272756184,-0.942160259795338,4.72979085654294,3.6067311734322,-2.54845588464951,-0.216598889701356,-4.57357908767234,-0.34184918091277
"CCL4L2",-0.592765609154693,-1.99447043460455,-1.56606504737701,-2.31348921373813,-2.17006805982659,4.31395546384671,-0.654758181379733,4.977661082234
"CD37",2.24112485015067,-3.01140101866953,-3.68046173309345,-4.46335311932517,2.76088675567289,1.34569364275272,2.46226987679736,2.34524074571451
"HLA-DQA1",3.00719386271009,-2.18099911885746,-0.0969578401505855,-3.97946644467721,-4.06799191240616,4.55031287429695,2.96020065432847,-0.192292075244099
"IGKV3-15",4.45087937322022,-0.081025550562532,-1.00938151764369,-0.591179416574211,-0.527132171173077,-1.29774877387142,-1.17175495491599,0.227343011520708
"CNN3",-2.15976031403105,3.18996933760025,4.26882422941165,4.68419795755301,-3.56735543060442,-1.22225512373566,-3.8521696742531,-1.34145098194068
"CD79A",7.28668307498236,-1.48478118432657,-1.86466891135619,-1.95440979231729,-2.09598024520467,-2.13768796599102,1.97674584923553,0.274099174977864
"ACTA2",-1.82221700873505,2.33108186532294,0.534039441631362,6.24006503001967,-3.8503257566792,-0.693435466827748,-3.40664998082853,0.667441876096544
"RAMP2",-2.18619573715754,1.05110615042338,7.17050668523806,1.33018838993284,-3.00641724168933,-1.39081185141901,-1.05286196963781,-1.91551442569059
"TMEM176B",-2.69839870753536,0.22521865464126,-0.890925299912252,4.29056752912962,-0.0840287665746716,4.69157342855202,-3.63158601745604,-1.90242082084458
"CD69",3.27726144404461,-1.06412839050116,-2.36208819075348,-3.16439081674972,1.86422026269378,0.176793018115303,-3.25974034564439,4.53207301879507
"CXCL13",-0.646413527432366,-0.164782390109522,-1.15324275300212,-0.15648696992609,0.369540386794464,0.466714851322268,-2.69487844067146,3.97954884302483
"NUPR1",-2.06727672885682,3.97495247646659,1.53697622852955,3.45299985183735,-3.69666761303175,2.72630468020243,-4.15434119103922,-1.77294770410813
"IGFBP3",-2.42326285849498,1.47359715867307,5.20153373236801,3.81555378093482,-3.90818676113723,-1.95589408169851,-1.46462344437138,-0.738717526273799
"LAMA4",-1.91072701212904,-0.676552765118199,5.3025437431339,5.18071704227194,-2.40652984939712,-1.4820528055467,-2.67712958798041,-1.33026876523436
"GAPT",1.72130689898392,-2.67036612542384,-2.75425598588293,-2.60729982251851,1.92511897186064,2.56392163004206,4.2366126918452,-2.41503825890655
"IGHM",4.76247697320945,-1.07456966833341,-1.95494661427002,-1.64052315757056,-2.49740143430709,-1.68322545443781,4.33655450747975,-0.248365151770307
"CLDN5",-1.05223508479052,-0.999942671473824,7.98582740042248,-1.36349099380936,-1.92194636416798,-1.03865823668966,-1.32534209529389,-0.284211954197245
"CXCL14",-1.41974985677181,3.29099640075255,-1.07559913089396,6.37327145549857,-2.94945010243611,-0.7895215594737,-2.62053904572913,-0.809408160946409
"HTRA1",-2.66429141217841,-0.983500999598372,4.51208142985756,5.04600839535165,-2.69728096919095,1.16941369389195,-3.35539168158805,-1.02703845654538
"HLA-DQA2",2.04642449715912,-1.19278811239514,-0.296399188420439,-3.12911527461261,-2.68594108265863,3.64975095527137,1.87036534510153,-0.262297139445189
"S100A16",-2.36047603242201,4.15191659124031,4.4997967446075,3.28161367360643,-3.26913865460308,-1.51711940400918,-3.00734160399974,-1.77925131442023
"IL3RA",-0.758245118833583,-2.85573187528632,4.1324333844496,-1.66556642493443,-1.98906916673783,-0.0531253411041903,5.89331232266194,-2.70400778021519
"IL32",-0.959601717015126,0.488311068291678,2.48066974089521,1.38960145284153,-3.97175551058895,-0.113936959349869,-4.20141881857657,4.8881307435021
"CD34",-1.70892309142542,-1.42676804664605,7.10237267727972,3.02244938270207,-2.15107155055363,-1.65338578770044,-2.15107155055363,-1.03360203310262
"CAVIN3",-2.6465019320488,0.933768217983927,4.81717244014621,4.82841812176416,-3.49174381593055,-0.326146024838846,-2.83885959989532,-1.27610740718078
"THY1",-2.47215801846698,-0.820628671579531,3.09278242621446,6.56549688083257,-2.48631515808444,-0.559352309324893,-2.75306994454983,-0.566755205041354
"IL7R",-0.162547206244729,0.546389826014196,-0.873900811822457,-1.155110392149,-3.08261040887633,2.48676564046784,-3.44799740568697,5.68901075829744
"NCF1",3.29319382281242,-2.24089773031163,-3.19329241050433,-3.98283340565882,-0.925677231106957,2.71761530158081,2.44281726074874,1.88907439243976
"APOC1",-3.19926330525911,0.238639348267879,-0.955517279854093,1.5914800576028,0.126169624630466,6.07270402902531,-3.07604584646251,-0.798166627950738
"RNASE6",1.72766980517028,-2.48429327292041,-1.92626924342672,-2.68225594692105,-3.14257830823849,4.29841772997782,5.17645404814674,-0.967144811788176
"CXCR3",0.495746892110164,-1.58264759385233,-1.51753572162189,-2.07483570202575,-2.84111291217306,-1.22039274694073,4.50382872143987,4.23694906306373
"LILRA4",-0.00837245918160085,-1.41605009005641,-1.66990888809831,-1.42373065137177,-1.66990888809831,0.617950613317729,7.20963199499706,-1.63961163150838
"STAB1",-2.34661947675758,-2.04916155411322,4.87767798693699,-1.43400873540204,-0.249767098575615,5.02879338154697,-1.90242076655846,-1.92449373707704
"DUSP2",2.16229018629042,-0.206159989199225,-1.69991879677672,-2.39682359561632,-3.28942949244211,2.53444972750986,-1.68485227584291,4.580444236077
"IFITM3",-3.31364228943121,1.0572449946357,3.34358766622473,3.19235477162301,-0.348146952344692,1.20799501321294,-3.99100654674418,-1.1483866571763
"LTB",2.24469999410408,-0.448258269544008,-2.27451646164094,-3.2817205310825,-3.08900321592623,-0.24700355531876,3.43475903895995,3.6610430004484
"CD93",-2.3845347354943,-2.33865754423129,6.39797573673688,-0.296398884274451,-2.77686616782385,3.68758544032608,-0.991307794028996,-1.29779605121008
"GIMAP4",-1.45802850308508,-0.955684715813335,3.80784816296647,-2.29198681390987,-3.50911756006812,3.08583759838804,-2.86235910783998,4.18349093936189
"NFIB",-2.33048444632122,3.73510024723472,4.79900822294802,3.48968637700974,-3.05804072828428,-1.94419898806623,-2.9684006842043,-1.72267000031644
"ALOX5AP",0.480166255200936,-3.40641103800329,-3.56477233085448,-4.43625084722533,3.52733029445344,1.64687206030263,3.5918398506155,2.16122575551059
"COL6A1",-1.76886464252011,0.788704808638168,2.08431792108123,6.64424171412761,-3.08124865594327,-0.255963309868701,-3.40303057312597,-1.00815726238895
"RBP7",-2.13519273464532,2.24308285614902,6.27461352069136,-1.16134021011927,-2.54430551061353,1.81220063068649,-3.1110516219866,-1.37800693016214
"CCDC80",-2.07500518218108,-0.197094117090457,1.64850283777285,6.85880034251787,-2.16009745634465,-0.822376143917787,-2.51004388237911,-0.742686398377638
"RGS1",1.14695254075802,-3.14616471696632,-3.39875917747359,-3.92769800331272,0.770434749083653,2.69333751867772,2.91454322425273,2.9473538649805
"ACTN1",-3.03918131523697,2.88037296057933,3.07084046597776,3.69467337969801,-4.47327564514965,1.99470426473291,-3.45290978095206,-0.675224329649331
"PECAM1",0.886440398106765,-2.47097593687285,5.8905294121332,-2.71038334089442,-4.59676883960555,1.94555835759279,0.636062280977962,0.419537668562118
"ENG",-2.2123478251973,-1.20069154128576,5.64637792697996,1.7819852805911,-2.13574858949712,2.31719431692133,-3.61294581266614,-0.583823755846076
"ESAM",-0.753089265681516,-2.06830015002813,6.78658579610987,3.14110100431421,-1.84100281520636,-1.4494521299167,-2.30378876236695,-1.51205367722442
"C1S",-1.60273757161607,2.00984172251389,0.601079907085346,6.64606405689736,-3.45292400814493,-0.64741503864963,-2.63829699958653,-0.915612068499426
"COL18A1",-2.55878375620581,-0.190675295800276,3.87796417259854,4.91475218592052,0.658641266951206,-2.00741293671852,-3.37516705093169,-1.31931858581398
"NKG7",0.296537322457583,-1.69396726075281,-0.828194677072911,-2.44242045972064,-2.50626676353969,0.356707198122514,1.00384338903688,5.81376125146908
"BCL11A",2.63391927613409,-0.143540702582683,-2.62787919804368,-2.12469290066467,-1.49197744897116,0.0779913857206735,6.11173950845197,-2.43555992004455
"GPNMB",-2.2354004970978,0.960041940337416,-1.90333718607039,4.25475183697853,-2.14072478096393,5.16454262901712,-2.50453128075715,-1.59534266144379
"SERPINH1",-2.19544462109152,1.46614989132698,4.48698987213237,4.69756404203053,-3.93954895306445,-0.53436952785146,-3.35811764904725,-0.623223054435204
"SERPINA1",-1.95531766428513,3.61478949056275,-0.784851571736854,-0.795216938969171,-2.50637531260257,6.30453578381752,-2.49776115666294,-1.3798026301236
"EMP1",-2.89199556541998,1.53979421414801,5.01052319480264,3.57763328327486,-2.93820578393422,1.02921244949821,-3.53352428063568,-1.79343751173385
"DEPP1",-1.72197804804019,1.68052360271335,4.66481512257522,4.45105533218652,-3.29905881185729,-0.821898923494363,-2.94647218331452,-2.00698609076873
"LAMB1",-1.91892394192166,-0.665486127648552,5.36285566607957,5.05699754121755,-2.30798231428639,-1.45022330904691,-2.54621951532684,-1.53101799906675
"CXCL9",-1.47081571446771,-0.764291750890026,0.93633431428589,2.79142182841534,-2.10909281212131,4.59301925792904,-2.73520830832452,-1.2413668148267
"CST7",-0.564751731794951,-0.653621827546771,-0.939838442392877,-1.7422749288169,0.564884928584117,1.38232169050506,-3.65196241009082,5.60524272155314
"CTSL",-3.11679088718801,-0.471843111926791,2.55850864975898,3.21083222516406,-3.341594216218,4.42881150731032,-3.40164602986272,0.133721862962164
"MAFB",-2.96530957147351,1.28927282098589,1.28687267622235,2.94900232041258,-3.35312033659652,5.10549821134559,-2.20971553333614,-2.10250058756024
"TIMP1",-2.81064839446274,0.762321190369691,1.32920066914957,4.40568281659122,1.55306695997673,1.58648470711367,-5.72960888732163,-1.09649906141652
"NID1",-2.27475827246118,-1.17462794570869,4.9473731314098,5.22026098342215,-2.38006791348804,-0.0801628960315341,-2.61830511452849,-1.63971197261401
"GZMA",0.308986678522589,0.0658081886356903,0.0536196458043037,-1.40514896741735,-2.62794376431881,-0.102760805754651,-2.59947987640992,6.30691890093815
"TCF4",1.35034164445458,-2.31441269575079,3.3396538416847,2.54162450998613,-5.33139348681556,0.0127340595637233,4.04619373735596,-3.64474161047874
"IGLC2",5.3779915276823,-0.818313384247061,-0.755220047103185,-0.801170926204489,-1.67483580280616,-1.07680451296045,0.33900253722167,-0.59064939158262
"FAM129C",3.66930950070618,-1.67433140411153,-1.59484603340656,-1.71928503891363,-1.82407234235663,-1.59509518066279,6.36224930497678,-1.62392880623183
"THBS1",-2.89088727169665,1.84052851725722,2.80664954140995,4.39067818361218,-1.9949101807049,1.25010565703862,-3.31072991220929,-2.09143453470713
"TGFBI",-2.95066191012178,-1.11806088497709,-0.96291550470013,3.43536813999248,-4.21021999684123,4.14588068065944,3.64630985804643,-1.98570038205812
"FBN1",-1.93851936196585,-1.06803642098995,4.05540153952786,6.04440272526559,-2.4603873093126,-1.51646600791715,-2.01252667092959,-1.10386849367831
"LRP1",-2.46232002305805,0.695226720408729,-1.23125440466698,5.63260135677009,-2.72205340456507,3.96400686305241,-2.60802561044384,-1.26818149749728
"RGS5",-2.14076572311904,-0.27799232730667,2.87626563460461,5.96252399715249,-1.85198988049761,-0.30395620887493,-2.89306870782503,-1.37101678413382
"SAMSN1",1.00797543665516,-2.31299158245917,-2.93543242422141,-3.1401057851615,4.85913566232757,2.69793045551613,-3.04448344439086,2.86797168173408
