"B_cell","Cancer_cell","Endothelial_cell","Fibroblast","Mast_cell","Myeloid_cell","pDC","T_cell"
"ABCC6",0.612692872701881,2.72440540084774,0.66399261067422,0.73907654991413,3.81108523048375,1.36514638641419,0.995973769789018,0.435475304261934
"ABCC9",0,0.119409877337331,3.83266667222783,5.55343768663587,0,0.342849979834902,0,0.481713128759363
"ABCD1",1.90741977172069,3.45503717971144,3.41191630666029,2.57072977026583,3.51462686675036,4.4957820165166,4.07987469973629,2.67704719701283
"ABCD2",1.86613791218335,0.380747750030139,0.369863714587265,0.693888208692249,1.85089909069684,0.41719025688753,3.16275947203588,3.49343948008899
"ABCD3",3.15973586489943,5.25353671109364,4.65293055087065,4.27418532048422,5.99036452074934,3.57265234873902,3.16275947203588,3.95127358106381
"ABCD4",3.65997430157659,3.8641346058864,6.25357568113072,4.62954913445263,3.51462686675036,4.24335336620048,4.85019607815451,4.59499196736782
"ABCE1",4.81200879825534,5.17530854487313,5.75984816877186,5.23444316591226,5.01288106038453,5.35651948065161,6.71993301029132,5.37040210908443
"ABCF1",4.98105801995333,6.07376333112274,5.67161773846359,5.40186124570691,4.75875578510055,5.42342853637505,6.07951802445212,5.9036535164016
"ABCF2",3.81986698386782,4.42199416722411,4.84119377781528,4.47284832434681,4.05688652960843,4.21237210588245,4.94639340722134,4.72321440489468
"ABCF3",3.83063744823287,4.1915996346443,4.7023491661579,4.36527159827382,3.81108523048375,4.0200333990214,3.57757247404679,4.46292192856054
"ABCG1",3.90385996640156,4.15828838600887,6.39387853840064,2.83807208136277,4.45008907109245,5.16755067015271,4.57723566263017,5.19590083649809
"ABCG2",0.145119366783002,2.80973687599604,4.88465670019448,1.37604758354635,0,2.83520382356306,0.995973769789018,0.673195712750739
"ABHD1",0.145119366783002,2.4021104271611,0.572454374713879,0.523555050307395,0,0.181585708205335,0,0.673195712750739
"ABHD10",3.61083554473444,3.63782631686157,3.51385666163959,3.53319447037891,4.05688652960843,3.75927645969417,3.99244157744632,4.00172905616904
"ABHD11",2.6288400835849,5.0956313532548,3.53825473264047,3.61122099182823,4.26684232654599,3.85599372609824,2.31548072207228,3.48211102976672
"ABHD12",4.4906917536804,5.09926758774763,5.08011418887555,4.89835716613806,4.26684232654599,6.91019161159868,5.12145030759536,4.98134722910207
"ABHD13",3.86247464249773,3.84404768236342,4.57252584209936,4.61749971754272,3.81108523048375,4.32768432730627,4.85019607815451,5.09539951792125
"ABHD14A",2.09777476246366,1.77236377888794,2.93052864205821,2.86889373166612,2.63563794758514,1.98216476132829,2.8004459181884,2.43414881058486
"ABHD14A-ACY1",0,1.06558069072669,0.66399261067422,0.623335631880313,1.85089909069684,0.138286716419696,0,0.50428794473178
"ABHD14B",6.01344234935209,6.68905106917015,6.0837118892321,6.25847436109099,6.68204958814554,5.38689751161321,6.03645290578177,6.73780724214634
"ABHD15",2.5528242761723,1.72920903302612,2.34801439622811,2.27336624589897,2.63563794758514,3.21451533842601,6.76019478100253,3.56498246955308
"ABHD16A",4.09465546057036,4.94211265471017,4.3562882283961,4.64001044736432,5.01288106038453,4.71975973544627,4.07987469973629,4.79249161886252
"ABHD17A",4.18974625215523,4.71527373727143,6.22567924872322,4.59770220201692,3.81108523048375,4.55666232095581,4.99218894676718,5.66027055646484
"ABHD17B",1.68807515616004,2.09728597447556,3.37175178086863,2.46037709716976,3.81108523048375,2.29962429012319,3.69299787944349,2.90623051838676
"ABHD17C",0.39776620319845,3.49790931051346,2.57722887430982,1.7182652363616,0,1.16394965802831,1.57959169294412,1.7657160488464
"ABHD18",3.7306800236629,3.96323966511058,3.95551064972846,3.77747603809832,4.45008907109245,3.41377581614627,4.85019607815451,4.89748864603677
"ABHD2",3.59828481464423,5.94092001755326,5.23739792778909,5.75869083947646,6.97897308167255,6.09309684609008,5.38444621286331,4.99336634703735
"ABHD3",4.12121705746029,3.73607989360222,3.24407902145994,3.31552877099576,4.45008907109245,4.31801510761955,3.69299787944349,5.0991120446114
"ABHD4",2.44480752475823,3.01360795785891,4.06871041739299,3.85393050849465,2.63563794758514,2.86870622348177,2.31548072207228,2.82785325590045
"ABHD5",3.77596258282844,4.65148560397957,5.00332653730083,4.71966896863082,3.81108523048375,5.11547313838875,3.57757247404679,4.54551145543006
"ABHD6",1.94755316201309,1.52086275029904,4.30744152801144,2.33353182579119,4.26684232654599,3.54804790877879,4.99218894676718,2.96844162762967
"ABHD8",3.3663010421272,3.94987549871853,2.57722887430982,3.44048219946468,3.51462686675036,4.34683049687001,3.57757247404679,3.24466995364937
"ABI1",5.72967497800029,5.62333661418909,5.72573199153763,5.34179098973015,5.80095768701745,6.38526530757802,6.46776055731507,6.51066434633435
"ABI2",3.59828481464423,5.86996540448294,5.64096635021979,6.23006870726641,4.75875578510055,4.01704844086394,5.77344300161579,4.70017751901853
"ABI3",4.60174830834879,0.840761824666146,6.22191863344503,1.39028139089352,2.63563794758514,6.60444447351417,1.57959169294412,6.25308379802576
"ABI3BP",0.39776620319845,2.15898295203125,3.18349458755976,7.40939957897966,1.85089909069684,0.955244565169015,0,0.653132484525224
"ABL1",1.5900609743699,3.34499429473095,4.71310492705264,5.46374258605295,3.51462686675036,3.31515480724913,4.07987469973629,2.89772926478297
"ABL2",2.99715897174719,4.56997168345135,6.51253193712201,5.70561013170742,3.14106448178513,5.43800902017114,3.16275947203588,3.06651290299142
"ABLIM1",4.82283786787468,4.83496549450774,7.20271348977697,5.60545729366346,2.63563794758514,1.96986778900994,1.57959169294412,5.9801354722628
"ABLIM2",0.509228201738788,1.00484056834335,4.04336462261208,1.68401099940124,0,0.452971559417226,0,1.26868901673955
"ABLIM3",0,2.21368320492842,6.29353877403645,3.03663854529739,0,2.64722076163635,0,0.526514952828168
"ABO",0.145119366783002,2.05796402524107,4.24210598982043,1.28756319457623,1.85089909069684,0.0475836705239898,0,0.287144460895362
"ABR",2.60394387350548,3.08380976762633,5.18427716526999,4.48616266824081,3.81108523048375,5.78804580689266,4.07987469973629,4.71113559459476
"ABRACL",6.13138081739323,6.74525145836797,6.53392220593217,5.80591121598235,8.07439126105379,7.38271026337785,7.97496180786498,8.10640941142968
"ABRAXAS1",3.2746218498383,4.90865589477211,4.20448780322144,4.32137603927807,3.14106448178513,3.33446686882507,3.16275947203588,4.14150106845293
"ABRAXAS2",3.77596258282844,3.94987549871853,4.12617436636775,4.09677128984877,4.89140660463847,4.19662835934039,4.45173540301547,4.25401064257518
"ABT1",5.08366809642254,4.89756102695506,5.25957855294545,4.71402161946729,4.89140660463847,4.60517294351191,5.27754581697833,5.96495657059634
"ABTB1",4.42113399199552,4.51022357849252,5.33114379097521,5.2265317782405,4.89140660463847,4.56076775955437,4.74712323572746,5.75978911741869
"ABTB2",0.965248135811243,2.98244324665618,0.572454374713879,2.15331090116027,0,0.797190371262632,2.31548072207228,1.00936463513277
"AC000403.1",0,0.0609400100282326,0.831295189667193,0.574307805131145,0,0.264469934435636,0,0
"AC002070.1",0,0.157113463955785,2.60058686779691,0.14135373148584,3.81108523048375,0.264469934435636,0,0.0621832568226728
"AC002091.2",1.68807515616004,0.281818210219757,0.13410295740286,0.0724073848153073,3.14106448178513,1.62246712064677,0,2.02967113277205
"AC002116.2",1.24834530018752,1.51361419944062,0.572454374713879,0.470951552434415,0,0.740408466122737,0,1.41883351417466
"AC002310.1",2.23381906300419,3.92413738303942,2.23314859391085,1.55095812612622,0,1.4204133822003,1.57959169294412,2.49177011123533
"AC002398.2",0,0.175602075092368,0.750067704442417,4.02788469712094,0,0.0936478950214094,0,0.0621832568226728
"AC002467.1",0.884853540395589,1.82015283362028,1.89820333251151,1.28756319457623,2.63563794758514,1.65355356343321,1.99395643322287,1.62859422748803
"AC002480.2",0.276966217277831,0.0609400100282326,2.62357270053092,0.207154872634381,0,0.521977087630896,0,0.150704386123118
"AC003102.1",0.799713173198891,1.98646125581252,1.46120610109464,1.25681987134283,1.85089909069684,1.1853798647317,1.57959169294412,1.29482347960017
"AC003681.1",0.965248135811243,1.05563326823247,1.18036002477163,0.965094142131213,1.85089909069684,1.14219631488372,1.99395643322287,1.17329972980659
"AC004130.1",1.53843813484806,3.9725214641353,0.66399261067422,2.11953401000422,3.81108523048375,1.20649639474706,0,1.70853763016527
"AC004241.1",1.90741977172069,2.12132883398078,1.51136418286879,1.31766503443568,0,1.7137863520737,2.57824586107592,1.75634230179771
"AC004466.1",0.39776620319845,0.560321102269025,0.572454374713879,0.647238576367806,0,0.587832130946852,0,0.548404707916956
"AC004520.1",1.5900609743699,0.560321102269025,1.11697884459683,0.716659296691923,4.26684232654599,1.95746510034392,3.79986867157332,1.75634230179771
"AC004540.1",0.884853540395589,2.60671121458171,3.6765653485195,3.03663854529739,3.14106448178513,1.34624334198356,0,0.591212339986806
"AC004585.1",1.734693219316,0.427779643494258,0.474712229519913,0.523555050307395,0,0.824764672167322,0,4.69159665283026
"AC004687.1",6.01816128550904,1.59828191176241,1.29933479614775,0.906880006778921,5.92995029834018,5.76064625328831,7.23991698368446,5.70906688963493
"AC004771.3",0.965248135811243,1.02537273206967,0.750067704442417,0.983988302655378,2.63563794758514,0.619665627818936,0,0.961221436147229
"AC004803.1",0.276966217277831,2.23587672334008,0.908192096110254,1.49936228205681,0,0.740408466122737,0,0.387706368234516
"AC004812.2",1.90741977172069,3.38526569830469,3.05411371854642,2.60164261146295,2.63563794758514,1.96986778900994,0.995973769789018,2.76847632235974
"AC004816.2",0,0.348519160698141,1.18036002477163,2.50684306436529,1.85089909069684,0.223622961855949,0,0.121796666205028
"AC004817.3",0.612692872701881,0.281818210219757,0,0.388265235823167,1.85089909069684,3.94349157437495,4.07987469973629,4.00172905616904
"AC004832.6",2.23381906300419,0.193856743492214,0.750067704442417,0.270085289414712,3.14106448178513,0.452971559417226,0.995973769789018,3.8269388167547
"AC004846.1",0.799713173198891,0.897553589081181,1.05068470818055,1.93765995365173,0,1.6066690486963,5.27754581697833,0.769528535845673
"AC004854.2",1.24834530018752,0.732538381266163,1.18036002477163,0.470951552434415,3.14106448178513,2.93978235784897,1.99395643322287,1.8116924103621
"AC004865.2",2.41649061581246,0.298784777304057,0.474712229519913,0.599029975627758,3.51462686675036,2.4576853765469,2.57824586107592,4.13065923736726
"AC004918.1",0.884853540395589,0.719996685580182,2.85484466541737,0.330385029421619,1.85089909069684,1.16394965802831,0,0.731763735568568
"AC004921.1",0,0.0206006791380363,0,0.0366579012889111,0,2.19785626028744,0,0
"AC004943.2",1.37146527711693,2.20470931177856,0.981196907610472,1.99466920323599,1.85089909069684,1.5249746427357,0,1.8385909787719
"AC004951.1",1.3112182767201,3.07644947101059,2.32014390574902,2.17813452846866,3.51462686675036,2.03033056130046,1.57959169294412,1.72784999582671
"AC004982.2",1.42929689021124,2.69586969135924,1.55983685446461,1.05718361542357,0,0.587832130946852,1.57959169294412,1.34571361879133
"AC005013.1",0,0.793661773512341,0.750067704442417,0.574307805131145,0,0,0,0.0314266314818114
"AC005034.3",0.884853540395589,1.73545359401952,2.32014390574902,2.19444945256103,0,1.09768018080694,2.31548072207228,1.30771529374986
"AC005037.1",2.38760676221571,0.5881913501881,0.750067704442417,0.416357208540826,1.85089909069684,0.93007560859271,1.99395643322287,1.46559918777687
"AC005041.1",1.24834530018752,2.33789669518294,2.37535666305886,2.93834909675396,0,1.65355356343321,2.31548072207228,0.769528535845673
"AC005064.1",0,0.315554129062454,0.256793898425913,3.60817962576429,0,0,0,0.206838089432389
"AC005070.3",0.709231394234388,1.13335593657821,1.40924116948126,1.00263821241949,2.63563794758514,0.619665627818936,2.57824586107592,1.14484569212408
"AC005076.1",0.509228201738788,2.44083942962148,0.750067704442417,1.02105010592677,2.63563794758514,0.587832130946852,0,0.653132484525224
"AC005082.1",0,0.793661773512341,0.256793898425913,1.70693728491956,0,1.72845966424838,2.99294670612866,0.206838089432389
"AC005224.1",0,0.193856743492214,0.369863714587265,0.330385029421619,0,0.304192179464306,0,0.234106595532268
"AC005224.3",1.04139820643884,0.517479462343288,0.256793898425913,0.926546876384026,0,2.30941713751286,4.74712323572746,2.83232107210084
"AC005229.4",0.799713173198891,2.52255142359443,2.26273375038663,2.28864450155403,1.85089909069684,1.77160487013316,1.57959169294412,1.14484569212408
"AC005261.1",2.4998265865456,4.42102593668022,4.49985071645103,4.13952994936514,4.26684232654599,2.93346365805284,3.31467277076578,3.11499153888094
"AC005261.3",1.04139820643884,2.09728597447556,2.37535666305886,2.0223507079574,3.51462686675036,1.49095601278443,1.99395643322287,0.961221436147229
"AC005288.1",0.39776620319845,1.21606366463483,0.66399261067422,0.926546876384026,1.85089909069684,0.711156848240103,0,1.02506185559082
"AC005291.1",0,0.0206006791380363,0.13410295740286,1.20944048731246,0,0,0,0
"AC005291.2",0,0.0206006791380363,0.750067704442417,3.5299838979042,0,0.0475836705239898,0,0
"AC005332.1",1.90741977172069,0.681703853131231,0.256793898425913,0.270085289414712,2.63563794758514,2.44885190215107,3.99244157744632,1.35816053139123
"AC005332.3",0.39776620319845,0.0409113314656461,0.13410295740286,0.174629417279393,0,0,0.995973769789018,0.612149069764465
"AC005332.4",0.276966217277831,0.348519160698141,1.18036002477163,0.443912609399252,0,0.138286716419696,0,0.481713128759363
"AC005332.5",2.2973144949003,1.42366607501826,2.57722887430982,1.24119899412297,2.63563794758514,1.94495486188237,3.57757247404679,3.21418280428007
"AC005332.6",1.1137295545358,1.87208868711927,2.62357270053092,1.47285547712959,3.81108523048375,1.24782423995144,1.99395643322287,2.0604648093086
"AC005332.7",1.53843813484806,3.38128876904556,4.8606724576324,3.18689511321262,2.63563794758514,2.89495902276025,2.31548072207228,2.91468197065092
"AC005363.2",0.709231394234388,1.39239243837984,0.369863714587265,0.693888208692249,2.63563794758514,0.587832130946852,0,1.17329972980659
"AC005392.2",0.39776620319845,0.0609400100282326,1.05068470818055,0.270085289414712,0,0.0936478950214094,0,1.9982058171764
"AC005498.2",0.276966217277831,0.930585624645067,0.572454374713879,0.443912609399252,0,0.181585708205335,0,0.50428794473178
"AC005498.3",1.37146527711693,1.57060779015334,1.55983685446461,1.20944048731246,1.85089909069684,0.452971559417226,0.995973769789018,1.58689752212491
"AC005520.2",1.24834530018752,1.24261177033475,1.46120610109464,1.64892363506786,1.85089909069684,0.650811846786775,2.8004459181884,1.52200192365776
"AC005618.1",0.276966217277831,0.443122283341594,0,0.238963182244667,0,0,0,0.435475304261934
"AC005726.1",0.965248135811243,1.52086275029904,1.11697884459683,0.761150796632198,1.85089909069684,1.28800109133194,2.8004459181884,1.14484569212408
"AC005775.1",0,0.64236685266786,0.256793898425913,0.0724073848153073,0,0.0475836705239898,0.995973769789018,0.150704386123118
"AC005837.1",0.145119366783002,1.71031151970648,0.474712229519913,0.497493041461426,0,0.487886859519421,0.995973769789018,1.57628228702725
"AC005838.2",0.145119366783002,0.805581727291151,0.369863714587265,0.497493041461426,0,0.380498898121356,0,0.363215374935191
"AC005840.4",0,0.21188331557099,0.13410295740286,0.300550176963859,0,0.223622961855949,0,0.411788536295284
"AC005842.1",0.39776620319845,0.193856743492214,0,0.0366579012889111,0,0.342849979834902,0,2.83677509483123
"AC005899.6",0.145119366783002,0.264649733865122,0.256793898425913,0.443912609399252,1.85089909069684,0.0936478950214094,0.995973769789018,0.411788536295284
"AC005920.1",0.276966217277831,1.91673481864939,0,0.359615378788817,1.85089909069684,0.181585708205335,0,1.54395974206895
"AC006033.2",0,0.0206006791380363,0,0,0,0.824764672167322,0,0.928209620705618
"AC006059.1",0.276966217277831,1.57060779015334,1.51136418286879,1.84768582213367,0,1.36514638641419,0,0.0922978493283111
"AC006064.2",0.276966217277831,0.332130797632649,0.13410295740286,0.174629417279393,0,0.138286716419696,0,0.179044233266705
"AC006064.4",1.734693219316,3.10807637645713,2.34801439622811,2.33353182579119,0,3.60083702668539,2.31548072207228,2.67704719701283
"AC006213.1",0.884853540395589,1.09501793570063,1.05068470818055,0.647238576367806,0,0.521977087630896,1.57959169294412,0.653132484525224
"AC006213.2",2.5528242761723,3.29302083470801,2.29172437944915,3.00923244098721,3.51462686675036,1.99435780425944,2.99294670612866,2.8233715605318
"AC006252.1",0.612692872701881,0.668710331227681,0.256793898425913,0.207154872634381,0,0.264469934435636,0,0.961221436147229
"AC006254.1",0.509228201738788,0.298784777304057,0.66399261067422,0.693888208692249,0,0.555280339271024,0,0.928209620705618
"AC006299.1",0.884853540395589,1.26868015891336,1.35533433102819,0.330385029421619,1.85089909069684,0.452971559417226,1.57959169294412,1.34571361879133
"AC006333.2",1.1826069576831,4.68171249138333,2.77496940766248,2.894084802554,0,2.25977432057588,0,1.47705752208395
"AC006369.1",1.82363991226324,0.21188331557099,0.13410295740286,0.174629417279393,1.85089909069684,0.380498898121356,0,4.36455977426061
"AC006449.2",0.709231394234388,1.76016500790758,0.908192096110254,0.693888208692249,0,0.769078754984994,0.995973769789018,0.458779446657891
"AC006449.6",2.35813279727751,2.5546894036147,2.07537458841315,1.75172499421341,2.63563794758514,3.02545577697193,2.57824586107592,2.98859647411048
"AC006480.2",0.612692872701881,0.829130184181587,0.908192096110254,0.523555050307395,0,0.304192179464306,0,0.363215374935191
"AC006504.1",0.509228201738788,1.17070146507619,0.572454374713879,0.300550176963859,0,0.138286716419696,0,0.458779446657891
"AC006504.5",2.85668825659121,3.33474831278536,2.85484466541737,2.76894332586415,2.63563794758514,2.20836224470886,2.8004459181884,3.26133295293899
"AC006942.1",0.709231394234388,1.76016500790758,1.05068470818055,1.70693728491956,2.63563794758514,0.521977087630896,1.99395643322287,1.04059011937276
"AC007032.1",0.39776620319845,2.2270402429496,1.51136418286879,1.43215912963822,1.85089909069684,3.64016904367707,0,0.84221590418178
"AC007038.1",0.509228201738788,0.560321102269025,0.66399261067422,0.523555050307395,0,0.587832130946852,2.8004459181884,0.569967291578737
"AC007038.2",0.799713173198891,1.22496742494679,1.05068470818055,0.716659296691923,2.63563794758514,0.824764672167322,0,0.673195712750739
"AC007114.1",2.44480752475823,3.11527747329841,2.20294401394558,1.51243526388472,0,1.28800109133194,2.8004459181884,1.9982058171764
"AC007216.4",2.1673999194178,2.13083489798032,1.35533433102819,1.64892363506786,2.63563794758514,1.38380495182351,3.16275947203588,2.80530424515762
"AC007249.2",0.612692872701881,0.829130184181587,0.369863714587265,0.549154595924925,0,0.487886859519421,0,0.80632994796696
"AC007325.2",0,0.781642512636848,0.66399261067422,0,0,0.0936478950214094,0,0.0621832568226728
"AC007364.1",0.509228201738788,0.348519160698141,1.18036002477163,1.47285547712959,0,0.304192179464306,0.995973769789018,0.287144460895362
"AC007383.2",1.90741977172069,2.23587672334008,2.73330977079749,2.16163299237368,1.85089909069684,1.14219631488372,3.16275947203588,2.87192073884059
"AC007384.1",5.99680344951546,0.601927139367245,0.66399261067422,0.599029975627758,3.81108523048375,3.33446686882507,1.99395643322287,5.13572114382667
"AC007388.1",3.83063744823287,4.33008012279939,5.22992795224399,4.81507881631683,3.51462686675036,4.63273536455934,3.45210282195516,3.44174591836618
"AC007405.3",0,3.3872500594278,0.572454374713879,2.82241075989376,1.85089909069684,0.0936478950214094,0,0.234106595532268
"AC007406.3",0,0.0409113314656461,1.69618784009565,3.01842577716844,0,0.0475836705239898,0,0.0621832568226728
"AC007541.1",0.509228201738788,1.33597728864761,2.23314859391085,2.34818918544397,0,0.264469934435636,0.995973769789018,1.37050097563078
"AC007563.2",0.276966217277831,0.962878254564202,1.24107350005072,2.48047460949203,0,0,0,0.0314266314818114
"AC007569.1",5.11484347513164,0.175602075092368,0.13410295740286,0,0,0.181585708205335,5.16208587540309,0.481713128759363
"AC007608.3",0.276966217277831,1.81426505819927,0,0.0366579012889111,0,0.41719025688753,0,0.750769701272193
"AC007611.1",0.276966217277831,2.06789544521856,1.24107350005072,1.00263821241949,1.85089909069684,1.14219631488372,0.995973769789018,0.338301435685202
"AC007620.2",0.145119366783002,0.281818210219757,1.05068470818055,0.846217744571269,0,1.22730829841458,0,0.150704386123118
"AC007681.1",0.145119366783002,0.962878254564202,3.59750359785867,0.107292386906203,0,0,0,0.179044233266705
"AC007686.3",0.612692872701881,0.863747492414264,0.66399261067422,0.804311164832284,1.85089909069684,0.555280339271024,0.995973769789018,1.17329972980659
"AC007743.1",0,1.54949816222819,2.79535662614665,0.174629417279393,0,0.0936478950214094,0,0.0922978493283111
"AC007773.1",0.39776620319845,1.50632904561472,0.369863714587265,0.82541660914527,0,0.264469934435636,0,0.769528535845673
"AC007952.4",7.04216463412584,4.50017330504179,3.68751433003439,4.47284832434681,6.39971754373104,7.36374375376215,8.40135099103582,5.7743742434005
"AC007998.3",0.145119366783002,0,4.13419979878975,0,0,0.223622961855949,0,0.0314266314818114
"AC008014.1",3.45250075300292,3.12482336216725,2.29172437944915,1.34715161477201,2.63563794758514,1.12010994105892,4.57723566263017,1.54395974206895
"AC008035.1",0.709231394234388,0.348519160698141,0.13410295740286,0.14135373148584,2.63563794758514,0.769078754984994,3.16275947203588,0.977448331435718
