"B_cell","Cancer_cell","Endothelial_cell","Fibroblast","Mast_cell","Myeloid_cell","pDC","T_cell"
"RBM45",-0.161,0.789,0.744,0.625,-1.843,0.185,-1.127,0.787
"RBM47",0.271,3.037,-1.91,-1.413,-2.672,3.409,1.12,-1.841
"RBM48",-0.259,0.295,0.537,0.328,-1.48,-0.084,-0.495,1.159
"RBM4B",0.198,0.898,0.552,0.916,-1.316,-0.315,-1.487,0.554
"RBM5",-0.318,0.057,1.285,0.744,-1.678,0.124,-0.448,0.233
"RBM6",0.538,-0.106,0.891,0.415,-1.716,-0.108,-0.187,0.273
"RBM7",-0.459,0.076,0.786,0.819,-1.579,0.116,0.036,0.204
"RBM8A",-0.217,0.521,0.359,-0.315,-0.473,-0.173,-0.3,0.598
"RBMS1",-1.536,-0.399,1.533,1.468,-2.407,0.767,-0.454,1.029
"RBMS2",-2.516,0.587,3.58,2.258,-1.649,1.063,-2.098,-1.225
"RBMS3",-1.81,-0.492,3.228,4.157,-2.203,-1.52,-0.278,-1.082
"RBMX",-0.102,0.431,0.23,0.064,-0.382,-0.319,-0.375,0.454
"RBMX2",-0.42,0.671,0.661,0.701,-1.491,0.358,-1.302,0.822
"RBMXL1",-0.814,0.603,0.739,0.919,-1.864,0.381,-0.586,0.623
"RBP1",-1.572,3.204,1.497,2.758,-2.043,0.343,-2.483,-1.704
"RBP5",-1.387,0.506,2.965,3.012,-1.584,-0.998,-1.345,-1.17
"RBP7",-1.881,0.975,6.795,-1.179,-2.426,1.755,-2.519,-1.52
"RBPJ",-0.472,0.175,0.499,0.969,-2.619,1.699,-1.702,1.45
"RBPMS",-2.438,2.348,4.06,3.594,-3.004,-1.707,-0.957,-1.897
"RBPMS2",-1.005,0.313,0.878,3.205,-0.869,-0.813,-1.095,-0.614
"RBPMS-AS1",-0.31,0.807,0.018,0.696,-0.363,-0.198,-0.316,-0.334
"RBSN",-0.183,0.7,1.104,1.028,-1.648,0.394,-1.999,0.605
"RBX1",-0.789,0.424,0.306,0.21,-0.473,0.553,-0.409,0.178
"RC3H1",-0.371,0.531,0.573,0.321,-1.215,0.051,-0.58,0.689
"RC3H2",-0.648,0.088,1.387,0.306,-1.775,0.112,-0.077,0.608
"RCAN1",-2.413,1.821,3.145,1.362,-2.644,1.078,-1.279,-1.07
"RCAN2",-1.528,-0.597,3.04,3.561,-1.618,-1.259,-1.855,0.256
"RCAN3",0.454,0.904,-0.13,-1.151,-2.238,0.365,-0.781,2.577
"RCBTB1",-0.352,0.5,1.097,0.396,-1.839,0.527,-1.091,0.761
"RCBTB2",-1.317,-0.782,2.317,1.097,-1.548,2.057,-2.918,1.094
"RCC1",-0.287,1.648,0.656,0.511,-1.687,0.417,-1.872,0.614
"RCC1L",-0.298,0.703,1.07,1.179,-1.913,0.243,-1.45,0.466
"RCC2",-1.191,0.972,1.489,0.563,-2.047,1.252,-0.864,-0.173
"RCCD1",-0.294,1.416,0.298,1.041,-1.974,0.319,-0.909,0.104
"RCE1",-0.399,0.631,0.632,0.486,-1.347,0.125,-1.003,0.875
"RCHY1",-0.523,1.03,0.56,0.909,-1.888,0.575,-1.564,0.9
"RCL1",0.107,0.952,0.467,0.785,-1.765,-0.41,-0.823,0.687
"RCN1",-1.044,1.427,2.634,2.401,-2.446,-0.033,-1.873,-1.066
"RCN2",-0.321,1.031,1,0.936,-0.814,-0.664,-1.71,0.543
"RCN3",-1.528,0.421,1.039,4.738,-2.254,1.429,-2.386,-1.459
"RCOR1",-0.754,0.925,0.886,0.488,-1.676,1.061,-0.932,0.003
"RCOR2",-0.335,0.849,0.497,0.493,-0.443,-0.261,-0.443,-0.356
"RCOR3",-0.218,1.295,0.486,0.583,-2.048,0.322,-1.279,0.858
"RCSD1",2.347,-2.048,-1.241,-0.777,-2.055,1.345,0.139,2.291
"RCVRN",-0.083,-0.035,-0.022,0.267,-0.083,0.085,-0.083,-0.045
"RDH10",-1.117,1.577,0.797,1.405,-1.366,-0.04,-1.377,0.12
"RDH11",-1.158,0.488,1.055,0.636,-1.81,0.675,-0.568,0.682
"RDH13",-0.356,1.499,0.73,0.227,-1.213,-0.287,-1.46,0.86
"RDH14",-0.179,0.565,0.515,0.814,-1.712,-0.334,-0.442,0.772
"RDH5",-0.458,0.167,0.106,1.63,-0.592,-0.17,-0.511,-0.173
"RDM1",-0.14,0.535,-0.264,-0.196,-0.19,-0.074,-0.302,0.631
"RDX",-0.638,0.276,3.109,1.044,-1.163,0.825,-3.337,-0.115
"REC8",-0.608,-0.538,0.568,-0.422,-0.976,0.041,0.664,1.271
"RECK",-0.828,-1.052,1.324,2.844,-1.579,-0.138,-1.376,0.805
"RECQL",-0.672,-0.146,1.129,0.966,-2.279,0.459,-0.389,0.932
"RECQL4",0,1.667,-0.04,0.117,-0.69,0.054,-1.153,0.045
"RECQL5",-0.393,1.104,0.31,0.04,-2.517,-0.016,1.516,-0.043
"REEP1",-0.729,1.674,1.32,0.554,-0.718,-0.646,-0.832,-0.622
"REEP2",-0.499,0.65,0.345,0.594,-0.583,-0.509,-0.593,0.595
"REEP3",-0.686,1.096,1.633,1.697,-3.704,0.979,-1.233,0.218
"REEP4",-1.162,0.335,0.714,-0.012,-1.517,1.856,-1.063,0.849
"REEP5",0.259,0.714,0.365,0.178,-1.582,0.406,-0.883,0.544
"REEP6",-1.06,3.151,-0.412,-0.571,-1.233,0.487,-1.08,0.719
"REL",0.938,-0.72,-0.807,-1.715,0.358,0.995,0.314,0.637
"RELA",-0.133,0.561,1.107,0.651,-2.434,0.317,-0.936,0.866
"RELB",0.46,-0.253,0.329,0.21,-1.481,0.661,-0.332,0.406
"RELL1",-1.831,0.378,2.403,0.505,-2.33,0.278,-0.169,0.766
"RELL2",0.192,0.262,0.121,-0.901,-2.267,0.343,0.826,1.423
"RELN",-0.394,-0.123,0.767,1.322,-0.396,-0.393,-0.396,-0.387
"RELT",1.085,-1.509,-0.32,-0.939,-1.604,1.918,1.469,-0.102
"REM1",-0.701,-0.124,0.359,3.481,-0.918,-0.4,-0.918,-0.78
"REM2",0.333,1.014,-0.383,0.035,-0.402,-0.356,-0.389,0.148
"RENBP",-0.941,-1.109,-1.212,-0.97,2.294,2.946,-0.814,-0.194
"REP15",-0.181,0.048,0.624,0.694,-0.319,-0.245,-0.319,-0.302
"REPIN1",-0.683,0.918,0.641,0.006,-2.004,0.447,1.231,-0.555
"REPS1",-0.354,0.642,0.303,0.104,-0.161,-0.031,-1.221,0.718
"REPS2",-0.879,1.165,0.744,0.178,-1.131,0.804,0.118,-0.999
"RER1",-0.354,0.433,0.26,0.447,-1.447,0.442,-0.05,0.268
"RERE",-0.63,0.579,1.155,0.786,-1.532,0.041,-0.464,0.064
"RERG",-1.337,3.395,-0.365,3.317,-1.543,-0.864,-1.523,-1.079
"RERGL",-0.701,-0.422,-0.075,3.918,-0.749,-0.653,-0.749,-0.568
"REST",-0.253,0.338,0.79,0.344,-1.775,0.127,-0.747,1.177
"RET",-0.726,1.142,-0.386,0.739,0.435,-0.308,-0.159,-0.738
"RETN",-0.468,-0.451,-0.315,-0.413,-0.293,2.803,-0.468,-0.395
"RETREG1",-0.561,1.255,-0.6,1.514,-1.773,-0.404,-1.78,2.35
"RETREG2",-0.467,0.6,0.892,0.815,-1.891,0.565,-1.207,0.693
"RETREG3",-0.329,0.486,0.722,0.799,-1.931,0.356,-1.121,1.019
"RETSAT",-0.97,1.07,1.246,0.771,-1.657,0.266,-0.992,0.265
"REV1",-0.405,0.524,1.305,0.803,-1.04,0.335,-2.117,0.594
"REV3L",-0.25,-0.117,1.7,1.317,-0.934,0.027,-2.225,0.481
"REX1BD",-0.228,0.223,0.474,0.4,-0.614,0.678,-1.859,0.927
"REXO1",-0.622,0.319,1.035,0.413,-2.154,0.498,-0.173,0.684
"REXO2",-0.635,0.837,1.35,1.567,-1.862,-0.5,-1.042,0.284
"REXO4",-0.156,0.578,0.452,0.285,-0.82,0.132,-1.169,0.698
"REXO5",-0.707,1.014,0.309,0.076,0.311,0.063,-1,-0.066
"RFC1",-0.374,0.314,0.678,0.321,-0.775,-0.24,-0.609,0.685
"RFC2",0.021,1.094,0.376,0.243,-0.807,0.752,-2.024,0.344
"RFC3",-0.246,1.033,1.707,-0.041,-1.688,0.022,-1.225,0.438
"RFC4",0.029,1.131,0.189,0.232,-1.51,-0.003,-1.232,1.165
"RFC5",-0.353,1.29,0.593,0.58,-1.951,0.179,-1.141,0.803
"RFESD",-0.242,0.549,0.145,0.448,-0.618,-0.297,-0.969,0.983
"RFFL",-0.159,0.649,-0.355,-0.017,-1.573,0.811,-1.512,2.154
"RFK",-0.609,0.837,1.411,1.019,-2.168,0.784,-1.794,0.521
"RFLNA",-0.408,0.483,-0.131,1.531,-0.455,-0.368,-0.263,-0.39
"RFLNB",-1.295,-0.907,3.14,1.112,-2.3,-0.097,-0.7,1.047
"RFNG",-1.232,1.148,0.892,1.729,-1.727,0.84,-1.477,-0.173
"RFPL1S",-0.22,0.05,-0.135,0.397,-0.278,0.622,-0.278,-0.157
"RFT1",-0.273,0.203,0.52,0.474,-1.656,0.431,-0.31,0.611
"RFTN1",-0.011,-2.051,1.177,0.848,-1.319,-0.008,0.03,1.335
"RFTN2",-1.038,-0.569,3.202,2.569,-1.034,-0.772,-1.276,-1.081
"RFWD3",-0.18,0.401,0.534,0.068,-1.555,0.602,-0.926,1.055
"RFX1",-0.821,0.385,0.915,0.827,-0.822,0.29,-1.069,0.295
"RFX2",-0.914,0.53,1.285,1.312,-1.521,0.779,-1.435,-0.036
"RFX3",0.169,0.311,1.483,-0.102,-1.442,-0.443,-0.441,0.464
"RFX3-AS1",-0.412,0.244,0.046,-0.012,-0.507,-0.322,-0.035,0.997
"RFX5",0.749,0.409,0.582,-0.721,-1.67,0.615,-0.551,0.586
"RFX7",-0.387,0.207,0.86,0.341,-1.253,0.163,-0.712,0.782
"RFX8",-0.723,-0.546,1.562,2.321,-0.791,-0.462,-0.743,-0.618
"RFXANK",-0.275,0.927,1.024,0.408,-2.324,0.459,-0.802,0.584
"RFXAP",0.043,-0.077,0.666,0.497,-1.591,-0.454,-0.054,0.97
"RGCC",0.081,-0.877,3.567,0.66,-4.12,1.784,-3.462,2.369
"RGL1",-1.947,-0.306,2.175,2.222,-2.067,2.859,-1.534,-1.403
"RGL2",-0.786,1.587,2.331,0.291,-2.264,0.362,-1.838,0.317
"RGL3",-0.705,1.855,0.187,1.59,-0.78,0.078,-1.189,-1.036
"RGL4",0.403,-0.414,-0.785,-0.951,-1.11,-0.343,-1.243,4.442
"RGMA",-1.225,1.267,-0.296,4.147,-1.252,-0.861,-1.389,-0.391
"RGMB",-0.238,1.548,1.579,2.17,-1.982,-0.675,-1.867,-0.536
"RGN",-0.51,1.094,-0.158,1.432,-0.434,-0.517,-0.467,-0.44
"RGP1",0.008,0.597,0.777,0.238,-1.598,-0.26,-0.934,1.172
"RGPD3",-0.069,-0.057,-0.019,0.327,-0.069,-0.026,-0.069,-0.02
"RGPD5",-0.1,0.122,0.031,0.167,-0.229,0.088,-0.12,0.041
"RGPD8",-0.199,-0.112,0.108,0.318,-0.41,0,0.245,0.051
"RGS1",1.066,-3.431,-3.537,-3.622,2.511,2.851,1.498,2.665
"RGS10",-1.007,0.051,-3.142,-0.833,1.449,2.277,-0.18,1.386
"RGS11",-0.82,1.483,0.011,2.407,-0.513,-0.76,-1.041,-0.766
"RGS12",-1.996,1.129,2.633,0.571,-1.147,1.905,-2.006,-1.089
"RGS13",0.4,-1.345,-1.352,-1.459,5.928,-0.98,-0.657,-0.534
"RGS14",0.692,0.011,-0.39,-1.23,-1.175,0.339,-0.613,2.366
"RGS16",0.079,-0.571,1.215,2.819,-1.111,-0.523,-2.77,0.862
"RGS17",-0.934,-0.742,-0.183,1.802,2.121,-0.788,-1.031,-0.246
"RGS18",-1.131,-1.239,-1.082,-1.31,-0.375,3.368,1.77,-0.002
"RGS19",1.193,-1.045,-0.544,-2.05,-0.84,1.808,0.1,1.379
"RGS2",0.354,-1.695,-3.067,-1.151,1.817,2.337,1.288,0.117
"RGS22",-0.322,0.54,-0.222,1.386,-0.351,-0.375,-0.402,-0.254
"RGS3",-1.398,0.564,3.596,1.192,-1.404,-0.679,-2.866,0.994
"RGS4",-0.671,-0.24,0.082,2.863,-0.727,-0.257,-0.543,-0.508
"RGS5",-1.411,-0.402,2.646,5.945,-2.525,-0.656,-2.653,-0.943
"RGS7",0.518,-0.654,-0.805,-0.2,-0.833,-0.703,3.51,-0.833
"RGS7BP",-0.313,-0.024,1.062,0.581,-0.334,-0.317,-0.334,-0.321
"RGS9",-0.626,0.923,-0.71,-0.26,-0.86,-0.289,-0.789,2.611
"RHBDD1",1.061,0.04,0.031,0.118,-1.563,0.185,-0.259,0.387
"RHBDD2",-1.497,0.707,0.322,0.086,2.099,-0.093,-2.626,1.002
"RHBDD3",-0.91,1.331,1.304,0.92,-2.275,0.445,-0.811,-0.005
"RHBDF1",-1.401,2.476,1.802,2.85,-1.476,-1.138,-1.73,-1.383
"RHBDF2",1.149,-0.441,0.592,-1.61,-3.686,1.779,1.82,0.398
"RHBDL1",-0.012,1.787,-0.527,0.399,-0.679,-0.501,-0.543,0.076
"RHBDL2",-0.745,1.728,0.836,1.071,-0.775,-0.691,-0.754,-0.67
"RHEB",-1.004,0.628,0.823,0.442,-0.831,0.6,-0.503,-0.154
"RHEBL1",0.504,-0.485,0.64,0.197,-1.061,0.388,-0.795,0.611
"RHEX",2.479,-2.039,-2.689,-2.977,5.149,-1.759,4.528,-2.693
"RHNO1",-0.229,1.094,0.024,0.084,-1.14,0.616,-1.838,1.39
"RHOA",-0.411,-0.033,0.651,0.255,-0.79,0.779,-0.686,0.237
"RHOB",-0.114,1.859,3.152,1.622,-2.215,1.746,-4.673,-1.377
"RHOBTB1",-1.389,0.747,2.684,1.933,-1.787,1.107,-1.735,-1.56
"RHOBTB2",0.243,-0.072,1.227,1.278,-0.612,0.081,-1.255,-0.89
"RHOBTB3",-2.167,1.363,-0.144,2.823,2.279,0.52,-2.714,-1.96
"RHOC",-2.427,1.645,2.997,1.831,-2.774,0.853,-2.456,0.332
"RHOD",-1.065,3.352,1.171,2.117,-1.541,-1.281,-2.256,-0.497
"RHOF",1.356,-1.014,-2.262,-2.24,-0.931,0.561,1.52,3.01
"RHOG",-0.481,-1.207,-0.251,-0.696,1.015,1.748,-0.994,0.866
"RHOH",2.122,-0.678,-2.794,-2.636,2.339,-0.145,-1.367,3.159
"RHOJ",-1.518,-0.561,4.83,2.261,-0.434,-1.36,-1.706,-1.512
"RHOQ",0.075,0.313,-0.173,1.876,-2.246,2.192,-0.93,-1.107
"RHOT1",-0.631,0.506,0.414,0.326,-0.595,0.846,-1.334,0.467
"RHOT2",-0.239,0.75,0.876,0.509,-2.787,0.194,-0.407,1.104
"RHOU",-1.688,0.716,2.505,0.985,-1.727,1.368,-1.672,-0.487
"RHOV",-0.535,3.839,-0.644,-0.305,-0.857,-0.457,-0.62,-0.422
"RHPN1",-1.466,2.737,2.287,-1.384,-2.112,-0.171,-0.609,0.716
"RHPN2",-0.044,3.657,-0.741,0.323,-1.109,-0.344,-1.061,-0.68
"RIBC1",-0.195,1.306,-0.04,0.076,-0.388,-0.248,-0.341,-0.168
"RIBC2",-0.436,1.407,0.178,-0.065,-0.428,-0.16,-0.49,-0.005
"RIC1",0.269,0.062,0.193,0.733,-1.513,0.459,-0.445,0.241
"RIC3",2.815,1.057,-1.638,-1.1,-0.752,-1.577,-1.206,2.399
"RIC8A",-0.14,0.566,0.716,0.719,-1.217,0.144,-1.509,0.721
"RIC8B",-0.46,0.513,1.134,0.954,-1.831,0.059,-1.198,0.829
"RICTOR",0.159,0.191,0.67,0.273,-1.997,0.201,-0.737,1.242
"RIDA",-0.441,1.85,0.875,0.773,-1.945,0.463,-1.709,0.134
"RIF1",-0.52,0.656,0.946,1.006,-1.255,0.23,-1.897,0.834
"RILP",-0.973,-0.425,1.425,0.542,-1.108,1.633,-0.21,-0.885
"RILPL1",-1.32,0.558,2.303,1.722,-1.19,0.082,-1.436,-0.719
"RILPL2",-0.628,-0.506,0.885,-0.554,-0.976,1.109,-0.222,0.893
"RIMKLA",-0.325,1.058,0.87,-0.321,-0.442,-0.188,-0.442,-0.21
"RIMKLB",-0.702,1.121,2.899,1.375,-1.727,-0.182,-2.31,-0.474
"RIMS2",-0.25,0.947,-0.123,0.344,-0.525,-0.29,-0.191,0.088
"RIMS3",-0.727,0.512,-0.87,-0.174,-0.814,0.202,1.488,0.383
"RIN1",-1.611,0.712,2.221,1.717,-0.968,0.717,-1.821,-0.968
"RIN2",-2.052,1.348,3.227,2.258,-2.412,2.037,-2.501,-1.905
"RIN3",-0.419,-1.795,1.264,-0.704,1.045,2.44,-3.246,1.414
"RING1",-0.355,0.619,0.443,0.984,-1.259,0.009,-0.79,0.35
"RINL",0.792,0.224,-0.482,-0.943,-0.903,-0.414,-0.158,1.884
"RINT1",0.052,0.671,0.449,0.676,-0.852,-0.097,-1.692,0.791
"RIOK1",-0.039,0.658,0.712,0.439,-2.172,0.159,-0.493,0.735
"RIOK2",-0.345,0.446,0.642,0.672,-1.764,0.178,-0.627,0.798
"RIOK3",-0.453,0.608,0.675,0.343,-1.309,0.697,-1.283,0.722
"RIOX1",0.339,0.614,0.304,0.15,-1.54,0.241,-1.41,1.302
"RIOX2",-0.235,1.072,1.259,0.686,-2.634,0.004,-0.325,0.172
"RIPK1",-0.797,0.27,1.237,0.884,-1.861,0.299,-1.044,1.011
"RIPK2",-0.043,0.841,-0.271,0.371,-1.026,1.631,-1.79,0.288
"RIPK3",-0.167,-0.998,1.149,-1.067,-0.883,1.014,-0.571,1.523
"RIPOR1",-0.1,-0.504,2.165,0.708,-2.554,0.572,1.041,-1.328
"RIPOR2",2.306,-1.409,-1.35,-0.753,-2.806,0.153,1.166,2.693
"RIPOR3",-0.391,0.077,-0.277,2.685,-0.553,-0.53,-0.52,-0.492
"RIPPLY3",-0.147,0.687,-0.137,0.02,-0.149,-0.145,-0.149,0.021
"RIT1",-0.802,0.758,1.642,0.521,-2.055,1.32,-1.964,0.581
"RITA1",-0.976,1.26,0.753,0.263,-1.017,0.02,-0.882,0.579
"RLF",-0.16,0.234,0.213,0.442,-0.865,0.269,-1.048,0.915
"RLIM",-0.944,0.848,1,0.523,-1.553,0.539,-0.902,0.49
"RLN1",-0.203,0.462,-0.316,-0.331,-0.365,-0.4,-0.518,1.671
"RLN2",0.289,1.051,-0.425,-0.789,-0.509,-0.641,-0.872,1.897
"RMC1",0.077,-0.207,-0.255,-0.408,-2.009,0.237,1.628,0.937
"RMDN1",-0.401,1.138,0.828,0.433,-3.041,0.617,-0.161,0.587
"RMDN2",0.272,-0.3,0.13,1.405,-0.858,0.391,-0.783,-0.257
"RMDN3",-0.754,0.243,0.626,0.211,-1.708,0.866,0.307,0.209
"RMI1",-0.243,0.828,0.98,-0.056,-1.428,0.749,-1.088,0.259
"RMI2",0.204,1.044,-0.12,-0.013,-0.553,0.239,-0.762,-0.039
"RMND1",-0.794,1.445,0.627,0.907,-1.805,0.547,-1.418,0.491
"RMND5A",-0.406,0.566,1.397,-0.193,-1.876,0.21,-0.185,0.489
"RMND5B",-0.25,0.936,0.038,0.357,-1.192,-0.051,0.086,0.077
"RMRP",-0.396,0.208,0.658,0.689,-1.616,0.272,-0.376,0.56
"RNASE1",-2.327,-0.812,5.986,-0.99,-2.989,6.213,-3.402,-1.679
"RNASE2",-0.467,-0.471,-0.492,-0.507,-0.538,3.34,-0.372,-0.494
"RNASE4",-1.051,2.044,0.294,3.414,-2.133,0.665,-2.373,-0.862
"RNASE6",1.907,-2.424,-1.891,-2.582,-2.908,4.255,4.795,-1.151
"RNASEH1",-0.244,0.634,0.345,0.422,-1.575,0.329,-0.445,0.534
"RNASEH1-AS1",0.173,1.299,0.562,0.558,-1.582,-0.056,-1.482,0.528
"RNASEH2A",-0.379,1.198,0.808,-0.089,-1.687,0.596,-1.224,0.777
"RNASEH2B",0.372,-0.481,-1.121,-0.11,-0.079,0.456,0.257,0.705
"RNASEH2B-AS1",-0.151,0.004,0.252,0.378,-0.374,0.249,-0.294,-0.064
"RNASEH2C",-0.14,0.007,0.714,0.891,-1.393,0.283,-0.573,0.21
"RNASEK",-0.096,-0.064,0.415,0.063,-1.097,1.294,-0.958,0.442
"RNASEK-C17orf49",-0.155,0.041,0.119,-0.016,-0.364,0.168,-0.024,0.231
"RNASEL",-0.421,-0.297,0.032,0.915,-0.728,0.33,-0.954,1.123
"RNASET2",0.73,-0.248,-2.452,-0.922,-1.959,2.278,1.959,0.614
"RND1",0.15,1.698,1.155,-0.608,-1.18,-0.37,-0.848,0.002
"RND2",-0.121,0.737,-0.226,0.436,-0.295,-0.108,-0.249,-0.174
"RND3",-1.916,2.594,1.286,3.694,-2.291,0.638,-2.404,-1.601
"RNF10",-0.53,0.618,0.655,0.513,-1.588,0.085,-0.299,0.545
"RNF103",-0.165,0.746,1.244,0.762,-1.152,-0.055,-1.176,-0.205
"RNF11",-1.375,0.816,1.087,0.751,-1.288,-0.294,0.226,0.078
"RNF111",-0.185,0.038,0.458,0.361,-0.906,0.496,-0.946,0.684
"RNF112",-0.158,-0.066,0.305,0.451,-0.164,-0.133,-0.164,-0.071
"RNF113A",0.68,0.167,-0.113,-0.138,-0.738,0.033,-1.296,1.405
"RNF114",0.005,0.775,0.172,0.272,-1.926,0.765,-0.51,0.447
"RNF115",-0.701,0.643,0.835,0.809,-1.09,-0.022,-1.208,0.734
"RNF121",-0.357,0.669,0.472,0.971,-2.362,0.151,-0.246,0.702
"RNF122",0.002,-0.914,1.25,0.407,-1.419,0.125,0.586,-0.037
"RNF123",-0.479,0.425,0.926,0.395,-1.982,0.294,-0.376,0.798
"RNF125",-1.362,-0.747,2.016,-1.102,-1.984,0.731,-0.492,2.939
"RNF126",0.209,0.489,0.435,-0.203,-2.909,0.251,0.35,1.378
"RNF128",-0.434,1.711,-0.459,0.906,-0.504,-0.293,-0.504,-0.423
"RNF13",-0.558,0.028,0.782,0.181,-2.023,1.606,-0.009,-0.006
"RNF130",-2.734,-0.215,-0.075,0.071,1.215,2.456,1.124,-1.843
"RNF135",-0.274,0.915,0.594,0.695,-2.062,1.807,-1.432,-0.241
"RNF138",-0.164,0.403,0.758,-0.262,-2.289,0.591,-0.302,1.264
"RNF139",-0.39,0.267,0.193,0.478,-1.345,0.106,-0.284,0.974
"RNF139-AS1",0.696,0.318,-0.75,-0.288,-1.067,-0.637,0.221,1.507
"RNF14",-0.508,0.866,0.509,0.692,-1.295,0.42,-1.277,0.592
"RNF141",0.073,1.148,0.592,0.263,-2.371,1.101,-0.632,-0.174
"RNF144A",-1.985,-0.053,2.468,2.388,0.527,-1.582,-2.468,0.705
"RNF144B",-0.591,1.043,1.68,-2.189,-2.8,2.585,2.346,-2.074
"RNF145",-0.988,-0.92,1.494,0.476,-0.85,0.763,-0.676,0.7
"RNF146",-0.437,0.076,0.776,1.198,-0.056,0.38,-2.254,0.316
"RNF149",-0.627,-0.038,-0.554,0.068,-2.431,1.223,1.048,1.312
"RNF150",-0.773,1.145,-0.426,2.261,-0.962,0.392,-0.83,-0.807
"RNF152",-1.154,1.333,1.435,2.533,-1.205,-0.955,-1.205,-0.782
"RNF157",-0.219,-0.105,0.621,0.026,-0.838,-0.568,-0.839,1.922
"RNF165",-0.79,0.83,1.503,-0.357,-0.759,-0.784,0.522,-0.164
"RNF166",-0.13,-0.941,-0.271,-1.082,-1.086,1.337,0.064,2.11
"RNF167",-0.057,0.602,0.512,0.247,-1.594,-0.039,-1.121,1.449
"RNF168",-0.146,0.369,0.834,0.517,-1.341,0.273,-1.363,0.858
"RNF169",-0.758,0.547,1.027,0.653,-2.038,0.551,-0.349,0.368
"RNF170",-0.045,0.846,0.958,0.775,-1.928,0.555,-1.579,0.417
"RNF175",-0.386,0.378,-0.354,0.908,-0.445,0.579,-0.496,-0.184
"RNF180",-1.208,0.891,2.629,2.569,-1.356,-1.04,-1.326,-1.16
"RNF181",-0.33,0.731,0.447,0.421,-1.674,0.893,-0.685,0.198
"RNF185",-0.662,0.759,0.808,1.105,-1.301,0.591,-1.71,0.408
"RNF187",-0.512,1.327,0.733,0.725,-1.732,0.64,-1.697,0.517
"RNF19A",0.193,0.76,1.025,0.211,-2.436,-0.631,-0.924,1.8
"RNF19B",-1.275,0.47,0.901,0.848,-1.725,2.106,-1.277,-0.05
"RNF2",-0.559,0.854,1.011,0.292,-1.569,0.521,-1.13,0.581
"RNF20",-0.575,0.634,0.924,0.578,-1.821,0.455,-0.853,0.658
"RNF207",-0.873,1.642,0.838,1.816,-1.241,-0.701,-1.531,0.051
"RNF208",-0.367,1.296,0.074,-0.15,-0.383,0.335,-0.277,-0.529
"RNF212",-0.681,0.385,-0.399,2.499,-1.125,-0.417,-0.767,0.504
"RNF213",-0.341,-0.007,0.727,0.019,-3.201,0.838,0.414,1.553
"RNF214",-0.139,0.286,0.57,0.465,-1.924,0.124,-0.778,1.397
"RNF215",-0.756,0.723,1.55,1.116,-1.001,-0.078,-1.127,-0.427
"RNF216",0.014,0.176,0.702,0.539,-1.107,0.073,-1.232,0.835
"RNF217",-1.597,0.874,2.07,2.111,-1.776,1.445,-1.671,-1.456
"RNF217-AS1",-0.635,0.684,0.446,1.029,-0.684,0.51,-0.684,-0.666
"RNF219",0.109,0.446,1.075,0.504,-2.326,0.392,-1.294,1.095
"RNF219-AS1",-0.051,0.056,0.117,0.05,-0.174,-0.014,-0.101,0.119
"RNF220",-0.507,0.577,1.107,0.562,-2.125,0.591,-0.844,0.64
"RNF227",-0.574,0.95,-0.244,0.819,-0.66,0.19,-0.781,0.3
"RNF24",-1.093,1.708,-0.231,2.608,-2.072,0.545,-2.403,0.939
"RNF25",-0.348,0.747,0.773,0.946,-2.213,0.323,-1.183,0.956
"RNF26",-0.359,0.681,0.76,1.088,-1.792,0.417,-1.324,0.529
"RNF31",-0.669,0.168,0.617,0.243,-1.578,0.057,0.269,0.893
"RNF32",-0.041,1.04,-0.35,-0.236,-0.176,-0.33,-0.215,0.307
"RNF34",-0.184,0.51,0.672,0.552,-1.787,0.372,-1.63,1.495
"RNF38",-0.965,0.285,1.403,0.45,-1.82,0.221,-0.371,0.796
"RNF39",-0.267,2.361,-0.311,-0.353,-0.443,-0.24,-0.443,-0.304
"RNF4",-0.112,0.245,0.582,0.161,-2.264,0.378,-0.257,1.267
"RNF40",-0.781,0.849,0.824,0.667,-1.726,0.404,-0.751,0.514
"RNF41",0.562,0.473,0.665,0.387,-1.989,0.436,-0.886,0.353
"RNF43",-0.317,3.124,-0.415,-0.321,-0.776,-0.322,-0.795,-0.177
"RNF44",-0.12,0.619,1.047,-0.564,-1.942,0.553,-1.474,1.881
"RNF5",-0.641,0.482,0.641,0.319,-1.888,0.258,0.447,0.38
"RNF6",-0.312,0.44,0.919,-0.022,-1.279,0.334,-1.091,1.012
"RNF7",-0.898,0.723,0.755,0.4,-0.963,0.295,-0.631,0.318
"RNF8",-0.41,0.586,1.049,0.949,-1.611,0.449,-1.757,0.745
"RNFT1",-0.06,0.117,-0.052,0.324,-1.024,0.816,-0.795,0.675
"RNFT2",0.266,0.836,0.326,-0.472,-0.838,0.341,-0.576,0.118
"RNGTT",1.372,-0.058,0.136,0.041,-1.307,-0.261,-1.297,1.374
"RNH1",-0.602,0.412,0.774,0.971,-2.081,1.249,-0.805,0.083
"RNLS",0.281,0.705,-0.989,1.353,-1.138,0.65,-1.161,0.297
"RNMT",-0.073,0.334,0.342,0.351,-0.608,0.094,-0.816,0.376
"RNPC3",-0.446,0.44,0.719,0.722,-0.63,-0.056,-1.459,0.709
